APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bluebert_o_w,APPVAL_RECS_bluebert_o_w,FOA_RECS_bluebert_o_w
9353214,f,w,"8318267,7900707,8308676,8046460,8051576","675000.0,700000.0,685000.0,700000.0,700000.0","RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010,RFA-AI-09-010"
10646511,m,w,"9306172,9532268,9514220,9528658,9532259","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8664964,m,w,"8365165,7755961,7892130,7892139,7892135","6650000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7754913,f,w,"10536567,10537743,10709636,10592780,10475575","1070000.0,1070000.0,772500.0,802500.0,1498000.0","RFA-NS-22-002,RFA-NS-22-002,RFA-TR-22-012,RFA-TR-22-012,RFA-FD-19-006"
8467983,f,w,"9267085,9054066,9088203,9054067,9054070","1250000.0,1310000.0,1310000.0,1310000.0,1310000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
8434038,m,w,"8010507,8233451,8084178,8076744,8010474","288000.0,274000.0,280000.0,280000.0,288000.0","RFA-DA-10-011,RFA-DA-10-011,RFA-DA-10-011,RFA-DA-10-011,RFA-DA-10-011"
8130769,m,w,"8534178,8119031,8119033,8130769,7715174","2700000.0,2880000.0,2880000.0,2800000.0,2920000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8462135,f,w,"8518071,8149882,8208998,8310798,8306593","337500.0,350000.0,342500.0,342500.0,342500.0","RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005"
9839867,f,w,"9257883,9683897,9676286,9676288,9676289","2187500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
10457900,f,a,"7822809,8058792,7790548,8052770,8052771","1095000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020,RFA-DK-04-020"
9093031,m,w,"8088365,7904186,7904188,7904189,7904190","1368000.0,1387000.0,1387000.0,1387000.0,1387000.0","RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027,RFA-AI-05-027"
10487499,f,w,"7691364,8060093,8240719,8521778,8337801","365000.0,360000.0,700000.0,685000.0,685000.0","RFA-HL-08-004,RFA-HL-08-004,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003"
8377396,m,w,"7921151,7683733,7681689,7658832,7658836","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
9306171,m,w,"9040449,9039985,9306168,9313297,9145727","997500.0,997500.0,937500.0,937500.0,982500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8897537,m,w,"9744469,9323177,9323759,9332149,9322139","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
10685497,m,w,"9350649,9973482,9350668,9350820,9349118","375000.0,321000.0,375000.0,375000.0,375000.0","RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004"
8774621,m,w,"9591340,9403217,9389516,9392920,9595396","492000.0,500000.0,500000.0,500000.0,492000.0","RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018,RFA-HD-16-018"
9095313,f,w,"7897686,7901149,8113184,8137663,7691805","576000.0,576000.0,560000.0,560000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
10017864,f,w,"10668370,10251983,10675598,10242793,10242795","515000.0,580000.0,515000.0,580000.0,580000.0","RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
10017940,f,h,"9774829,10408185,9654540,9653405,9654269","61500.0,53500.0,62500.0,62500.0,62500.0","RFA-CA-18-001,RFA-CA-18-001,RFA-CA-18-001,RFA-CA-18-001,RFA-CA-18-001"
9564867,f,w,"10285667,10289786,10704640,10704644,10704646","464000.0,464000.0,412000.0,412000.0,412000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
9917785,m,w,"9260378,10137977,10137975,10137973,10137972","2187500.0,2030000.0,2030000.0,2030000.0,2030000.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8807923,m,w,"8842087,8465825,8823180,8823089,9053436","399000.0,405000.0,399000.0,399000.0,393000.0","RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009"
9378133,m,w,"7879442,8305064,7691751,8107508,8294476","540000.0,513750.00000000006,547500.0,525000.0,1027500.0","RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-017,RFA-CA-08-012"
8699034,m,w,"8144466,8699031,8144455,8496499,8496492","350000.0,332500.0,350000.0,337500.0,337500.0","RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002,RFA-FD-10-002"
8693893,m,w,"9737798,10433957,9737810,9737809,9737808","1014750.0,882750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
10229522,f,w,"9545579,10229522,9995388,10461770,9747347","1250000.0,1160000.0,1230000.0,1070000.0,1230000.0","RFA-HL-17-001,RFA-HL-17-001,RFA-HL-17-001,RFA-HL-17-001,RFA-HL-17-001"
8473773,m,w,"9668025,9098150,9896766,9896772,9896774","615000.0,655000.0,615000.0,615000.0,615000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
8918517,m,b,"10704549,10263229,10686348,10684221,10087243","618000.0,696000.0,618000.0,618000.0,738000.0","RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006,RFA-CA-20-006"
7814682,m,w,"7933937,7940980,7938622,8728533,7943987","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8475553,m,w,"9900737,9098151,9361621,9252098,9252099","615000.0,655000.0,625000.0,625000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
10688232,f,a,"10650877,10641819,10430544,10430514,9344529","309000.0,309000.0,321000.0,321000.0,250000.0","RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-22-002,RFA-AG-16-013"
7629572,f,a,"7898939,7871479,7848268,7848280,7776951","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
10216220,m,w,"10601026,10189561,10373080,10373079,10373077","154500.0,174000.0,160500.0,160500.0,160500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
10174682,m,a,"7895795,7664374,7908066,9890656,8163181","2592000.0,2628000.0,2628000.0,922500.0,420000.0","RFA-AG-07-003,RFA-AG-07-003,RFA-AG-07-003,RFA-AG-19-025,RFA-AG-11-001"
9568441,f,h,"10556512,10556826,10556583,10556716,10556717","267500.0,267500.0,267500.0,267500.0,267500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
8740518,m,h,"8130789,7674025,7918013,8133420,8118232","700000.0,730000.0,720000.0,700000.0,700000.0","RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008,RFA-HD-06-008"
8308090,m,w,"8414799,7556781,7575195,7575252,7578309","270000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002,RFA-AI-05-002"
7936844,m,w,"7831780,7814133,7938046,7938060,7938769","1460000.0,1460000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
7912899,f,w,"7647390,7877889,7647392,7648082,7647384","1460000.0,1440000.0,1460000.0,1460000.0,1460000.0","RFA-HD-05-019,RFA-HD-05-019,RFA-HD-05-019,RFA-HD-05-019,RFA-HD-05-019"
9298523,m,w,"8673923,8910601,8673910,8673549,8673939","236250.00000000003,232750.0,236250.00000000003,236250.00000000003,236250.00000000003","RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002,RFA-AG-13-002"
8774009,f,w,"10020392,9827745,10634669,10634763,10640935","984000.0,984000.0,824000.0,824000.0,824000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10020323,f,w,"9882365,10170284,9936433,10021545,10020321","615000.0,580000.0,615000.0,615000.0,615000.0","RFA-AT-18-001,RFA-AT-18-001,RFA-AT-18-001,RFA-AT-18-002,RFA-AT-18-002"
10727993,f,w,"8847623,9291406,9065464,8605381,9738280","66500.0,62500.0,65500.0,66500.0,123000.0","RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014,RFA-AG-19-002"
9357604,m,a,"9357568,10001028,9564280,9357567,9357608","312500.0,307500.0,312500.0,312500.0,312500.0","RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010,RFA-DK-16-010"
8900265,m,w,"10588961,10579074,10588794,10588795,10579072","437750.0,437750.0,437750.0,437750.0,437750.0","RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027,RFA-DK-21-027"
9698989,f,w,"8055876,7792256,7588757,8047996,7805607","1400000.0,1440000.0,1460000.0,700000.0,720000.0","RFA-MH-07-013,RFA-MH-07-013,RFA-MH-07-013,RFA-MH-07-010,RFA-MH-07-010"
8303447,m,a,"7991707,8298534,8301025,8466350,8510699","720000.0,685000.0,685000.0,675000.0,675000.0","RFA-HD-09-031,RFA-HD-09-031,RFA-HD-09-031,RFA-HD-09-031,RFA-HD-09-031"
7994527,m,w,"9118214,9750733,9751874,9751873,9751872","917000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
9769538,m,w,"9729749,9737977,9769540,9769539,9769538","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
9404937,m,w,"10526901,10526827,10526902,10526260,10526900","1287500.0,1287500.0,1287500.0,1287500.0,1287500.0","RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006"
8107626,m,a,"8107626,7691355,8107627,7918870,8130859","1080000.0,1095000.0,1080000.0,1080000.0,1080000.0","RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004"
9690259,f,w,"9062179,9062030,9062051,9061070,9060057","10640000.0,10640000.0,10640000.0,10640000.0,10640000.0","RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009"
8796287,m,w,"8662584,8662586,8072086,8455301,8455302","997500.0,997500.0,1050000.0,1050000.0,1050000.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
9658418,f,w,"9668029,9435088,9668031,9668030,9252099","615000.0,625000.0,615000.0,615000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
8572656,m,w,"8100946,8701171,8700276,8700260,8700277","1152000.0,1064000.0,1064000.0,1064000.0,1064000.0","RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009"
10442670,f,w,"10675514,10264852,10264859,10264857,9804610","1030000.0,1160000.0,1160000.0,1160000.0,1230000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
8440790,m,w,"10393982,10394614,10394580,10394525,10394502","3866666.28,3866666.28,3866666.28,3866666.28,3866666.28","RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022,RFA-AI-21-022"
8365156,m,w,"7961407,7943337,7887407,7892086,7897316","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
8895787,m,w,"8334479,8933610,8895786,8895787,8897885","6850000.000000001,6650000.0,6650000.0,6650000.0,6650000.0","RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006"
8840761,m,w,"8484471,8889730,8703825,9093855,8386861","1620000.0,1596000.0,1596000.0,1572000.0,1644000.0000000002","RFA-NS-12-008,RFA-NS-12-008,RFA-NS-12-008,RFA-NS-12-008,RFA-NS-12-008"
9405263,f,w,"10398974,10226637,10631899,10662202,10662204","133750.0,145000.0,128750.0,128750.0,128750.0","RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010"
10438725,f,w,"10684658,10215382,9938912,9938911,9938910","561350.0,632200.0,670350.0,670350.0,670350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
10202410,m,w,"7798215,8054391,8264810,8136416,7914356","432000.0,420000.0,432000.0,432000.0,432000.0","RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001,RFA-AI-08-001"
9062194,m,a,"10542354,10533765,10307430,10307472,10307473","515000.0,515000.0,535000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
10213779,m,w,"10213782,9720631,10438643,10438645,10438646","5104000.0,5412000.0,4708000.0,4708000.0,4708000.0","RFA-RM-18-005,RFA-RM-18-005,RFA-RM-18-005,RFA-RM-18-005,RFA-RM-18-005"
9242789,f,w,"9706667,9707622,9502983,9540019,9540020","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010,RFA-ES-14-010"
9127053,f,w,"10583475,10613520,10583465,10583466,10583469","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015,RFA-HD-20-015"
10474231,f,w,"8776074,9054673,9265711,9477371,8890215","332500.0,327500.0,312500.0,312500.0,332500.0","RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008"
9527723,m,w,"9198478,9824540,9004784,9004778,9004780","375000.0,369000.0,393000.0,393000.0,393000.0","RFA-AI-14-062,RFA-AI-14-062,RFA-AI-14-062,RFA-AI-14-062,RFA-AI-14-062"
7676439,m,w,"8037615,8442371,8442372,8465798,8462535","432000.0,405000.0,405000.0,405000.0,405000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9044574,m,w,"8664381,8427490,9253397,9257398,9257400","1463000.0,1485000.0,1375000.0,1375000.0,1375000.0","RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002"
9677061,m,w,"9044567,9084554,9049263,9068122,9049265","1048000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002,RFA-ES-13-002"
9881355,m,w,"10509346,10643067,10689266,10286084,10732131","4173000.000000001,4017000.0,4017000.0,261000.0,231750.0","RFA-MH-21-110,RFA-MH-21-110,RFA-MH-21-110,RFA-MH-18-706,RFA-MH-18-706"
9110573,f,w,"9769501,9334616,9135242,9135235,9135228","922500.0,937500.0,982500.0,982500.0,982500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
9123492,f,w,"10526550,10526269,10526903,10526904,10526547","1287500.0,1287500.0,1287500.0,1287500.0,1287500.0","RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006"
8068021,m,w,"10494162,10657759,10656519,10657710,10657711","3210000.0,3090000.0,3090000.0,3090000.0,3090000.0","RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007"
8573792,f,w,"10250430,9860326,10684145,10684141,10684137","6090000.0,6457500.0,5407500.0,5407500.0,5407500.0","RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010,RFA-AG-19-010"
7903662,m,w,"7928986,7687610,7903662,8055035,8055044","576000.0,584000.0,633600.0,616000.0,616000.0","RFA-HD-05-040,RFA-HD-05-040,RFA-HD-09-026,RFA-HD-09-026,RFA-HD-09-026"
10460076,m,w,"9891594,10617364,10625294,10625290,10625286","2152500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-AI-18-058,RFA-AI-18-058,RFA-AI-18-058,RFA-AI-18-058,RFA-AI-18-058"
8554927,m,h,"8460325,8459704,8585105,8544503,8541890","274000.0,274000.0,266000.0,270000.0,270000.0","RFA-MH-12-140,RFA-MH-12-140,RFA-MH-12-140,RFA-MH-12-140,RFA-MH-12-140"
9888512,m,w,"8793554,9605027,8910684,9605037,9605035","997500.0,922500.0,997500.0,922500.0,922500.0","RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023"
8167975,m,w,"8360673,8168489,8168342,8168343,8168344","280000.0,288000.0,288000.0,288000.0,288000.0","RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001,RFA-RR-07-001"
9693721,f,w,"7797454,7797451,7856107,8058787,7922355","1080000.0,1095000.0,1095000.0,1080000.0,1095000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
8410036,m,w,"7609082,10087002,9912346,10360448,8070540","292000.0,261000.0,276750.0,240750.0,350000.0","RFA-NR-07-002,RFA-MH-20-202,RFA-MH-20-202,RFA-MH-20-202,RFA-MD-09-004"
8141176,m,h,"7905968,7907880,7931483,7664962,7885416","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030,RFA-HD-05-030"
10212851,m,w,"9939390,10426147,10454844,10454845,10454846","2767500.0,2407500.0,2407500.0,2407500.0,2407500.0","RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012"
7936981,f,w,"7834684,7935337,7935439,7935357,7939626","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
10488746,m,w,"9627724,9627419,10441646,9627727,9627418","2000000.0,2000000.0,1856000.0,2000000.0,2000000.0","RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035,RFA-CA-17-035"
9129437,f,h,"10087002,9912346,10360448,10401852,9986038","261000.0,276750.0,240750.0,534998.93,614998.77","RFA-MH-20-202,RFA-MH-20-202,RFA-MH-20-202,RFA-MH-19-412,RFA-MH-19-412"
9673713,f,w,"10335932,10559567,10559558,10559548,10559544","1872500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
10727503,m,w,"9977807,10263328,9428318,9751999,9569721","922500.0,869999.9999999999,937500.0,922500.0,937500.0","RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017,RFA-NS-17-017"
9771325,f,w,"9771325,9342915,9552161,9552163,9545779","369000.0,375000.0,375000.0,375000.0,375000.0","RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
8705607,m,a,"8463826,8159923,8311623,8316157,8320789","1350000.0,1400000.0,1370000.0,1370000.0,1370000.0","RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101"
8378811,m,w,"7676562,7669850,7670058,7670057,7670055","438000.0,438000.0,438000.0,438000.0,438000.0","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
8659449,m,w,"8884316,9458749,9778990,9675651,9706229","199500.0,187500.0,187500.0,187500.0,187500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
9098766,m,w,"8306671,8135057,8137493,8137460,8322566","274000.0,280000.0,350000.0,350000.0,342500.0","RFA-RR-10-004,RFA-RR-10-004,RFA-RR-10-005,RFA-RR-10-005,RFA-RR-10-005"
8723736,m,w,"8551727,8858686,8680060,9088128,9087039","472500.00000000006,465500.0,465500.0,458500.0,458500.0","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
10213703,m,w,"7911742,7924421,8100582,7895018,8120321","1008000.0,1022000.0,1008000.0,1008000.0,1008000.0","RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022,RFA-AI-05-022"
10003183,m,w,"9612690,9355618,9355586,9537873,9355572","62500.0,62500.0,62500.0,62500.0,62500.0","RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005,RFA-CA-16-005"
8694876,f,w,"8463750,8513254,8692636,8262375,8259119","405000.0,405000.0,399000.0,411000.00000000006,411000.00000000006","RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003"
8607479,m,w,"8776074,8890215,9477371,9265711,9054673","332500.0,332500.0,312500.0,312500.0,327500.0","RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008,RFA-MD-13-008"
10002120,f,b,"8339338,8526228,8521389,8258932,8258576","411000.00000000006,405000.0,405000.0,420000.0,420000.0","RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003,RFA-NR-11-003"
8468491,m,w,"8817232,8469996,9208122,9208118,9208115","1330000.0,1350000.0,1250000.0,1250000.0,1250000.0","RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
8513359,m,w,"10119123,10118771,10687330,10876922,10889043","492000.0,492000.0,428000.0,412000.0,412000.0","RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
9455787,m,a,"8789791,9181455,9196379,8442525,8788721","5320000.0,5000000.0,5000000.0,5400000.0,5320000.0","RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010,RFA-MH-13-010"
9605470,f,w,"10700019,10699972,10309091,10309092,10308249","1030000.0,1030000.0,1160000.0,1160000.0,1160000.0","RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002"
8915901,m,w,"8112655,7891155,8099764,7691240,7691229","910000.0,936000.0,910000.0,949000.0,949000.0","RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003"
9565980,m,w,"10528347,10528348,10528349,10528350,10529732","535000.0,535000.0,535000.0,535000.0,535000.0","RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024,RFA-DK-21-024"
9375911,m,w,"9457510,10532469,9745070,9526043,9513890","312500.0,267500.0,312500.0,312500.0,312500.0","RFA-NS-16-013,RFA-NS-16-013,RFA-NS-16-013,RFA-NS-16-013,RFA-NS-16-013"
10707371,m,a,"8333982,8725259,8725255,8231620,8231104","685000.0,675000.0,675000.0,700000.0,700000.0","RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004,RFA-RM-10-004"
8449134,m,w,"9674261,9784662,8849693,8849787,9955371","625000.0,625000.0,266000.0,266000.0,615000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-14-017,RFA-AG-14-017,RFA-NS-16-021"
8380242,f,w,"8910627,8889592,9088362,9095162,9088361","3990000.0,3990000.0,3930000.0,3930000.0,3930000.0","RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023,RFA-AI-13-023"
8294455,f,b,"10707506,10556510,10556512,10556513,10556514","257500.0,267500.0,267500.0,267500.0,267500.0","RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002,RFA-MD-22-002"
8664391,m,w,"10580811,10592348,10393905,10393906,10394106","1030000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
8448146,f,w,"9528383,9280770,9265739,9293210,9293198","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8626073,m,w,"10339955,10707894,10297621,10690582,10486069","428000.0,412000.0,1160000.0,1030000.0,1070000.0","RFA-DK-20-506,RFA-DK-20-506,RFA-DK-20-008,RFA-DK-20-008,RFA-DK-20-008"
10921909,f,w,"10474617,10015258,10002145,9828435,10463994","374500.0,430500.0,430500.0,430500.0,406000.0","RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508,RFA-DK-18-508"
9901508,m,w,"10426300,10045741,10046140,10046139,10046138","160500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002,RFA-DK-19-002"
7961408,m,w,"7632302,8366088,8321751,8321752,8287224","73000.0,70000.0,70000.0,70000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
9932869,m,w,"9672786,9788258,10390460,10388131,9975082","625000.0,615000.0,535000.0,535000.0,615000.0","RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
7959851,m,w,"7959665,7960442,7960775,7960774,7960436","730000.0,730000.0,730000.0,730000.0,730000.0","RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001,RFA-RR-05-001"
10913910,f,b,"8522230,8536362,8534816,8551670,8340090","270000.0,270000.0,270000.0,270000.0,274000.0","RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204,RFA-HD-12-204"
7933884,m,w,"7943047,7853113,7848005,7853110,7853407","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004"
