APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_deberta_r_w,APPVAL_RECS_deberta_r_w,FOA_RECS_deberta_r_w
10178881,m,w,"9542320,9542319,9259990,9402696,9301622","187500.0,187500.0,187500.0,187500.0,187500.0","RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002,RFA-DK-14-002"
7928723,m,w,"10731609,10731578,10730426,10731469,10234116","257500.0,257500.0,257500.0,257500.0,290000.0","RFA-DK-22-013,RFA-DK-22-013,RFA-DK-22-013,RFA-DK-22-013,RFA-DK-17-509"
8705384,m,w,"10817423,10818740,8733202,8604913,8527852","772500.0,772500.0,266000.0,270000.0,405000.0","RFA-MD-23-008,RFA-MD-23-008,RFA-MH-13-091,RFA-MH-13-091,RFA-HD-12-197"
9767653,m,w,"9823598,9986687,9821890,9822061,9823033","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
8843483,m,w,"7931821,7995987,8204446,8196814,8196819","365000.0,350000.0,342500.0,342500.0,342500.0","RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005,RFA-HD-07-005"
7893562,m,w,"8770611,8883478,9505854,9301512,9116620","665000.0,665000.0,625000.0,625000.0,655000.0","RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011,RFA-DA-14-011"
10681292,f,w,"10136151,10686873,10166842,10477957,10676907","61500.0,51500.0,57999.99999999999,53500.0,514998.97","RFA-FD-20-020,RFA-FD-20-020,RFA-FD-20-020,RFA-FD-20-020,RFA-HD-22-020"
9884815,m,w,"7805475,8298651,8045357,8065479,8054320","72000.0,68500.0,70000.0,70000.0,70000.0","RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080"
8533654,m,w,"10350448,10350001,10573170,10570917,10679006","374500.0,374500.0,360500.0,360500.0,1030000.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-016"
10482348,m,w,"8509323,8255249,8443447,8195442,7858114","1068600.0,1092000.0,1068600.0,1092000.0,1123200.0","RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015"
7683457,m,w,"9114634,8724985,8919932,8383180,8546440","424440.0,430920.0,430920.0,443880.00000000006,437400.0","RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187,RFA-HD-12-187"
7911709,m,h,"9706259,10129308,9806663,9806255,9795734","369000.0,348000.0,369000.0,369000.0,369000.0","RFA-CA-18-003,RFA-CA-18-003,RFA-CA-18-003,RFA-CA-18-003,RFA-CA-18-003"
9291533,m,w,"8663013,8804967,8662909,8662921,9043209","465500.0,465500.0,465500.0,465500.0,458500.0","RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009"
9259581,f,w,"8229848,8229227,8514610,8514609,8335408","280000.0,280000.0,270000.0,270000.0,274000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8053246,m,w,"10248389,9349467,9990705,9998920,9161984","580000.0,625000.0,615000.0,615000.0,655000.0","RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011,RFA-CA-15-011"
8929191,m,w,"9127765,9283496,9319960,9335144,9494553","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013"
9020439,m,w,"10481077,9789234,9772883,9764133,9762575","580000.0,615000.0,615000.0,615000.0,615000.0","RFA-FD-15-001,RFA-FD-15-001,RFA-FD-15-001,RFA-FD-15-001,RFA-FD-15-001"
9086676,m,w,"8883372,8526374,8526376,8526379,8526378","532000.0,540000.0,540000.0,540000.0,540000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
10343839,m,w,"9814544,9968201,9813609,9814357,10203887","393600.0,393600.0,393600.0,393600.0,371200.0","RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036,RFA-RM-18-036"
9385963,m,w,"9408836,9118952,9536358,8390236,8415369","187500.0,196500.0,187500.0,205500.00000000003,205500.00000000003","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
8656315,m,a,"7618024,7908083,7918510,7790611,7614543","365000.0,365000.0,365000.0,360000.0,292000.0","RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-034,RFA-CA-07-033"
8718939,f,w,"9899532,9900560,10018175,10019836,7845155","276750.0,276750.0,276750.0,276750.0,365000.0","RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-DA-19-036,RFA-MH-09-170"
10215201,m,w,"10747623,10601679,9436110,9780576,9745703","360500.0,360500.0,93750.0,92250.0,92250.0","RFA-HL-23-011,RFA-HL-23-011,RFA-HL-17-022,RFA-HL-17-022,RFA-HL-17-022"
8597683,m,w,"10138108,10167931,10260603,10260602,10260601","246000.0,246000.0,232000.0,232000.0,232000.0","RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033,RFA-DK-19-033"
10645172,f,w,"7600579,7922355,7856107,7797451,7797452","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021,RFA-DK-04-021"
8448229,m,w,"9902428,9672444,9672416,9672420,9672421","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
10393005,m,w,"10211937,10588247,10210851,10210133,10209790","348000.0,309000.0,348000.0,348000.0,348000.0","RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073"
8734390,m,w,"9592092,9592093,9600301,9593310,9592094","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
8774929,f,w,"8638746,9204319,9188028,9179553,9188824","332500.0,312500.0,312500.0,312500.0,312500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8471054,m,w,"7742104,8323482,8294690,7741997,8091224","365000.0,342500.0,342500.0,365000.0,350000.0","RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007"
7943860,m,w,"10261386,10256724,10889043,10876922,10119123","464000.0,464000.0,412000.0,412000.0,492000.0","RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001,RFA-RM-20-001"
10686920,f,h,"9989540,10242626,10269892,10442454,9961561","369000.0,580000.0,515000.0,535000.0,615000.0","RFA-FD-19-029,RFA-FD-20-001,RFA-FD-20-001,RFA-FD-20-001,RFA-FD-20-001"
8378288,m,w,"8100409,8100406,8097322,8097323,8097324","1080000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
10595344,m,w,"10530819,10000767,10240410,10215483,10382517","53500.0,61500.0,61500.0,57999.99999999999,57999.99999999999","RFA-DK-17-012,RFA-DK-17-012,RFA-DK-17-012,RFA-DK-17-012,RFA-DK-17-012"
9970279,m,w,"8281798,8826018,8282198,8283684,8282143","1027500.0,997500.0,1027500.0,1027500.0,1027500.0","RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004,RFA-AI-11-004"
8364939,m,w,"9244245,10128362,9838157,9851788,9892950","250000.0,232000.0,246000.0,246000.0,246000.0","RFA-AI-16-006,RFA-AI-16-006,RFA-AI-16-006,RFA-AI-16-006,RFA-AI-16-006"
8378013,f,w,"7847346,7684003,7686060,7935616,7682324","175200.0,175200.0,175200.0,175200.0,175200.0","RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013,RFA-CA-06-013"
10459314,f,w,"9554606,9477918,9477238,9478417,9478418","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010,RFA-FD-17-010"
9150629,m,w,"8368677,8987432,8974733,8973253,8987431","205500.00000000003,196500.0,196500.0,196500.0,196500.0","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
10360921,f,w,"7932180,7935432,7838126,7840740,8391026","1008000.0,1008000.0,1022000.0,1022000.0,959000.0","RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005"
9850249,f,w,"8523444,8118229,8118220,8118225,8330383","274000.0,280000.0,280000.0,280000.0,280000.0","RFA-RM-09-009,RFA-RM-09-009,RFA-RM-09-009,RFA-RM-09-009,RFA-RM-09-009"
8056651,m,w,"9518526,9272318,9267907,9267909,9267910","14375000.0,14375000.0,14375000.0,14375000.0,14375000.0","RFA-AI-15-009,RFA-AI-15-009,RFA-AI-15-009,RFA-AI-15-009,RFA-AI-15-009"
7672297,m,w,"9783891,10141077,10180770,9901363,9654469","553500.0,522000.0,553500.0,553500.0,562500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7858205,m,h,"8803561,9389515,9607612,9187489,8968843","332500.0,312500.0,307500.0,312500.0,327500.0","RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021,RFA-HL-13-021"
9523407,m,w,"9430880,9429358,9569726,9568823,9927978","62500.0,62500.0,62500.0,62500.0,123000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-19-002"
9497758,m,a,"9897623,10131128,10132968,10134988,10134991","615000.0,580000.0,580000.0,580000.0,580000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
9321528,m,w,"8813526,8811400,8605429,8605359,8605655","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-DA-14-001,RFA-DA-14-001,RFA-DA-14-001,RFA-DA-14-001,RFA-DA-14-001"
8735867,m,w,"7976489,7983883,8382369,8379779,8379771","4608000.0,4608000.0,4384000.0,4384000.0,4384000.0","RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012"
10676787,m,w,"8306120,8186756,8150114,8725469,8725468","548000.0,560000.0,560000.0,532000.0,532000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
8711442,m,w,"10059148,10059739,10059300,10059299,10059288","861000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8173895,m,w,"9461975,9461960,9263167,9461972,9844437","412650.0,412650.0,412650.0,412650.0,412650.0","RFA-OD-16-001,RFA-OD-16-001,RFA-OD-16-001,RFA-OD-16-001,RFA-OD-16-001"
8260384,m,w,"10188399,9917684,9906174,9915860,9915865","290000.0,307500.0,307500.0,307500.0,307500.0","RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002,RFA-AI-18-002"
9691125,f,w,"9208120,8462368,8817231,8794402,8817236","1250000.0,1350000.0,1330000.0,1330000.0,1330000.0","RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
8527645,m,w,"10142033,9204978,9205320,10266163,9352725","215250.0,229250.0,229250.0,203000.0,218750.0","RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008,RFA-AG-16-008"
9569595,m,w,"9569595,8934089,9787466,9145187,8786631","5000000.0,5320000.0,4920000.0,5000000.0,5320000.0","RFA-HS-14-006,RFA-HS-14-006,RFA-HS-14-006,RFA-HS-14-006,RFA-HS-14-006"
7789568,m,w,"8198746,8249313,8530969,8544774,8327648","350000.0,350000.0,337500.0,337500.0,342500.0","RFA-AR-11-012,RFA-AR-11-012,RFA-AR-11-012,RFA-AR-11-012,RFA-AR-11-012"
10724152,m,w,"8916154,9096844,8931002,8754188,8743804","232750.0,229250.0,232750.0,232750.0,232750.0","RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014,RFA-GM-14-014"
8510633,m,w,"9517856,9173317,9174712,9174713,9174425","937500.0,982500.0,982500.0,982500.0,982500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
9198798,m,w,"10292992,9924195,10831117,10064152,8299469","535000.0,615000.0,515000.0,580000.0,308250.0","RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-110,RFA-MH-20-110,RFA-MH-10-050"
9057934,f,h,"10393048,10762675,10390425,10392421,10208206","267500.0,257500.0,267500.0,267500.0,290000.0","RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010,RFA-AG-21-010"
8301496,m,w,"8723688,8540178,8933610,8895787,8897885","6650000.0,6750000.0,6650000.0,6650000.0,6650000.0","RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006"
8441158,f,h,"8441799,8549872,8868368,8876857,8869264","68500.0,67500.0,66500.0,66500.0,66500.0","RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001"
8840235,f,a,"9019006,9019340,9020156,9019083,9149273","299250.0,299250.0,299250.0,299250.0,294750.0","RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006,RFA-ES-15-006"
10599995,f,w,"9672897,10371043,10376308,10376307,10376305","1230000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056,RFA-AI-15-056"
7960757,m,w,"8895787,8310568,8933610,8723688,8895786","6650000.0,7000000.0,6650000.0,6650000.0,6650000.0","RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006"
8912699,m,w,"8572249,8572594,8510530,8572682,8725853","1080000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009"
9067904,m,w,"10614390,10191935,10462789,10462788,10395584","1030000.0,1160000.0,1070000.0,1070000.0,1070000.0","RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009,RFA-AI-20-009"
9726443,m,w,"10595558,10396655,10396087,10393013,10588247","309000.0,321000.0,321000.0,321000.0,309000.0","RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073,RFA-AI-19-073"
8606518,m,h,"8819584,8333637,8333282,8660133,8451280","332500.0,342500.0,342500.0,337500.0,337500.0","RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005,RFA-NS-12-005"
9848611,m,w,"8150476,8150462,8290541,8310258,8537085","490000.0,490000.0,479500.00000000006,479500.00000000006,479500.00000000006","RFA-RM-09-020,RFA-RM-09-020,RFA-RM-09-020,RFA-RM-09-020,RFA-RM-09-020"
7932234,m,w,"7882658,7884268,8114154,7684744,7687367","360000.0,360000.0,350000.0,365000.0,365000.0","RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004,RFA-RM-08-004"
8832733,m,w,"10606501,10600025,9922293,9922291,9918411","1030000.0,1030000.0,1230000.0,1230000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8507791,m,w,"7942229,8508983,8508970,8508969,8501592","1095000.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016,RFA-HD-08-016"
9737805,m,w,"10128357,9170587,9169619,9169615,9170164","928000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
7858006,m,w,"9771326,9365944,9552905,9369225,9369130","615000.0,625000.0,625000.0,625000.0,625000.0","RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013,RFA-OD-16-013"
9304418,f,w,"8073301,8261322,8072918,8259724,8263754","420000.0,411000.00000000006,420000.0,411000.00000000006,411000.00000000006","RFA-HL-11-015,RFA-HL-11-015,RFA-HL-11-015,RFA-HL-11-015,RFA-HL-11-015"
8381763,m,w,"8145429,8477135,8286877,8145432,8145437","2520000.0,2430000.0,2466000.0,2520000.0,2520000.0","RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010,RFA-CA-10-010"
8441494,f,w,"9605037,8770462,8910686,8770467,8916084","922500.0,997500.0,997500.0,997500.0,997500.0","RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023,RFA-DK-12-023"
9145097,m,w,"7907874,8144786,7903869,7674594,7673840","1584000.0,1540000.0,1584000.0,1606000.0,1606000.0","RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010,RFA-HD-06-010"
9546668,m,w,"9906733,8278621,8913627,8278614,8602557","1230000.0,5822500.0,5652500.0,5822500.0,5822500.0","RFA-FD-19-014,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007,RFA-DK-09-007"
9985131,m,w,"8728236,8904013,8728858,8598612,8599113","266000.0,266000.0,266000.0,270000.0,270000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
8060627,m,w,"8813612,8468721,8237072,9064911,8787481","997500.0,1012500.0,1027500.0,997500.0,997500.0","RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018,RFA-HG-10-018"
7797253,m,w,"9340059,9339461,9264744,9264346,9265281","250000.0,250000.0,262000.0,262000.0,262000.0","RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009,RFA-AA-16-009"
7891390,m,a,"9372362,9899336,10141332,9547950,9547954","312500.0,307500.0,290000.0,312500.0,312500.0","RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003,RFA-TW-16-003"
9305529,m,w,"8974925,8971447,9775448,9627114,10469691","3325000.0,3325000.0,615000.0,625000.0,535000.0","RFA-DK-14-015,RFA-DK-14-015,RFA-DK-17-011,RFA-DK-17-011,RFA-DK-17-011"
8181979,m,w,"7843094,7886194,9091419,9480206,9088344","730000.0,730000.0,393000.0,375000.0,393000.0","RFA-GM-06-001,RFA-GM-06-001,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
9303517,m,w,"8244481,7847386,8207355,8064424,8064733","685000.0,720000.0,700000.0,700000.0,700000.0","RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002,RFA-HL-10-002"
9308687,m,h,"9108064,9108632,9929365,9932566,9932737","266000.0,266000.0,369000.0,369000.0,369000.0","RFA-FD-15-022,RFA-FD-15-022,RFA-FD-19-018,RFA-FD-19-018,RFA-FD-19-018"
10486031,m,a,"10009251,10244904,9564044,9566961,9783703","615000.0,580000.0,625000.0,625000.0,615000.0","RFA-AA-17-014,RFA-AA-17-014,RFA-AA-17-014,RFA-AA-17-014,RFA-AA-17-014"
10435463,m,w,"7908145,7880349,7665031,7662466,7668684","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007,RFA-HL-07-007"
8496713,f,h,"10565802,10564073,10563243,10562309,9395875","515000.0,515000.0,515000.0,515000.0,375000.0","RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-21-075,RFA-AI-15-054"
8321219,m,w,"8459402,8321219,7924045,8139073,7681771","405000.0,411000.00000000006,360000.0,350000.0,365000.0","RFA-DA-12-007,RFA-DA-12-007,RFA-DA-07-010,RFA-DA-07-010,RFA-DA-07-010"
8875062,m,a,"10879238,10879351,10746646,10746527,10479039","154500.0,154500.0,154500.0,154500.0,401250.0","RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-DA-23-037,RFA-AT-21-003"
10441633,f,h,"9917263,10534683,10310689,10310690,10310692","1476000.0,1236000.0,1284000.0,1284000.0,1284000.0","RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003,RFA-AA-19-003"
10136016,m,a,"9841005,10559682,10559548,10559558,10559561","2152500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002,RFA-ES-18-002"
8860220,f,w,"10434659,9722286,9728018,9728021,9728026","128400.0,147600.0,147600.0,147600.0,147600.0","RFA-HL-17-018,RFA-HL-17-018,RFA-HL-17-018,RFA-HL-17-018,RFA-HL-17-018"
9593829,f,w,"9832125,9830385,7662434,7666099,7678381","615000.0,615000.0,584000.0,584000.0,584000.0","RFA-MH-19-211,RFA-MH-19-211,RFA-DA-05-006,RFA-DA-05-006,RFA-DA-05-006"
8259483,m,w,"9722997,8954698,9517695,9518519,9724339","492000.0,532000.0,500000.0,500000.0,492000.0","RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012,RFA-AI-14-012"
8251931,m,w,"8020043,7613471,7612658,7638663,8033151","252000.0,262800.0,262800.0,262800.0,252000.0","RFA-HD-04-023,RFA-HD-04-023,RFA-HD-04-023,RFA-HD-04-023,RFA-HD-04-023"
9687712,f,w,"8278549,8461218,8450247,8461215,8461216","2466000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
9402325,m,w,"9849920,9849919,9849375,9849376,9849377","1014750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026"
8132250,m,w,"8711423,8693975,9133333,8550801,8544456","997500.0,997500.0,982500.0,1012500.0,1012500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
7983097,m,a,"10487531,10492637,10330219,10700076,10690696","534998.93,534998.93,579998.84,514998.97,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8733607,m,w,"8379209,8323622,8732606,8527732,8701444","2055000.0,2100000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9393659,f,h,"10682794,10680745,10680754,10681576,9882011","309000.0,309000.0,309000.0,309000.0,922500.0","RFA-DA-23-014,RFA-DA-23-014,RFA-DA-23-014,RFA-DA-23-014,RFA-HL-19-029"
10674718,m,w,"10412091,10647805,10455569,9984536,9986914","1070000.0,1030000.0,1070000.0,1230000.0,1230000.0","RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242,RFA-MH-19-242"
8444625,f,h,"10013122,9975095,9986687,9931155,9935964","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9753835,m,w,"8468473,8467980,8460022,8460023,8469378","1027500.0,1050000.0,1012500.0,1012500.0,1012500.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
10465217,m,w,"10020993,10691928,10020383,10020382,9870185","1476000.0,1236000.0,1476000.0,1476000.0,1476000.0","RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006"
8452197,m,a,"9147636,9147638,9148241,9313725,9303447","262000.0,262000.0,262000.0,250000.0,250000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
10225536,m,a,"10310901,10310739,10700141,10700075,10700072","290000.0,290000.0,257500.0,257500.0,257500.0","RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003,RFA-DK-20-003"
9882694,m,w,"7881459,7886895,8100337,8100338,7900545","730000.0,720000.0,720000.0,720000.0,720000.0","RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001,RFA-AA-07-001"
9119739,m,w,"7706797,7707528,7707817,7707012,7707042","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020,RFA-AI-08-020"
8830367,m,w,"9040172,9040177,8490594,8736169,8464718","1441000.0,1441000.0,1485000.0,1485000.0,1485000.0","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
7828742,m,w,"10937015,7941970,8136264,7763676,7761653","257500.0,360000.0,350000.0,365000.0,365000.0","RFA-FD-23-013,RFA-RM-08-029,RFA-RM-08-029,RFA-RM-08-029,RFA-RM-08-029"
7708096,m,w,"10937015,8915882,8666586,8218414,8074318","257500.0,665000.0,675000.0,70000.0,72000.0","RFA-FD-23-013,RFA-FD-13-019,RFA-FD-13-019,RFA-FD-10-001,RFA-FD-10-001"
10060353,m,w,"8311725,8711438,8713252,8713255,8711457","959000.0,931000.0,931000.0,931000.0,931000.0","RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004,RFA-ES-09-004"
9472296,m,a,"10359637,10142367,10610343,9974269,10662102","2088000.0,2088000.0,1854000.0,2214000.0,1926000.0","RFA-AI-19-014,RFA-AI-19-014,RFA-AI-19-014,RFA-AI-19-014,RFA-AI-19-014"
10466939,f,w,"9627116,9627668,9627119,9627669,9627120","1000000.0,1000000.0,1000000.0,1000000.0,1000000.0","RFA-CA-17-032,RFA-CA-17-032,RFA-CA-17-032,RFA-CA-17-032,RFA-CA-17-032"
8829832,m,w,"10349756,10698025,10698032,10698036,10698039","1872500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
9593516,m,w,"9318593,9723235,9700232,9700231,9700229","500000.0,492000.0,492000.0,492000.0,492000.0","RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004,RFA-NS-16-004"
10134353,m,w,"8658244,8482279,9257398,9257400,9253400","1485000.0,1485000.0,1375000.0,1375000.0,1375000.0","RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002,RFA-ES-12-002"
8827241,m,w,"9057364,8792365,8898714,8826679,9274039","982500.0,997500.0,997500.0,997500.0,937500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
8377494,m,w,"10455090,10710223,10379291,10409793,10409825","267500.0,257500.0,267500.0,267500.0,267500.0","RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001,RFA-GM-20-001"
