APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_r_wi,APPVAL_RECS_bert-base(para)_r_wi,FOA_RECS_bert-base(para)_r_wi
7686060,m,b,"9627382,9787402,9787404,9787405,9787406","1000000.0,984000.0,984000.0,984000.0,984000.0","RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033,RFA-CA-17-033"
9977779,m,w,"9586714,10402860,9928876,9930430,9977779","375000.0,321000.0,369000.0,369000.0,369000.0","RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010,RFA-AG-18-010"
9143772,f,h,"10542346,10540307,10532212,10533758,10533765","515000.0,515000.0,515000.0,515000.0,515000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
8379662,m,w,"8451489,8667869,8450243,8668538,8733987","2430000.0,2430000.0,2430000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
8662338,m,a,"9473734,9692477,9353283,9566451,9202052","625000.0,615000.0,625000.0,625000.0,655000.0","RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009"
7853668,m,w,"10848139,7627999,7658184,7657333,7617881","309000.0,365000.0,365000.0,365000.0,365000.0","RFA-FD-23-030,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
7852885,m,w,"10308105,10156146,10153409,10138398,10136988","214000.0,232000.0,232000.0,232000.0,232000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
10375975,m,w,"10759550,10760002,10759735,10266322,10023955","284038.98,284038.98,284038.98,615000.0,615000.0","RFA-NS-23-006,RFA-NS-23-006,RFA-NS-23-006,RFA-RM-19-001,RFA-RM-19-001"
10174503,m,w,"7901162,7586366,7586381,7586363,7692463","720000.0,730000.0,730000.0,730000.0,730000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
7988914,m,a,"8385559,7764470,8144081,7777677,7777675","1012500.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002"
10541354,f,w,"10007168,10007118,10007222,9569692,9568754","369000.0,369000.0,369000.0,375000.0,375000.0","RFA-EB-19-001,RFA-EB-19-001,RFA-EB-19-001,RFA-EB-17-001,RFA-EB-17-001"
9509361,m,w,"10619631,10434979,10598580,10444448,10435287","515000.0,535000.0,515000.0,535000.0,535000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
9536781,f,w,"7897686,7901149,8113184,8137663,7691805","576000.0,576000.0,560000.0,560000.0,584000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
7782686,m,w,"8049195,8429436,7770832,7898717,7787067","350000.0,337500.0,360000.0,360000.0,360000.0","RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012"
10131128,f,h,"9679463,9677596,9677594,9677592,9677591","615000.0,615000.0,615000.0,615000.0,615000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
9187988,m,w,"9963303,10437857,10656394,10200858,9795632","738000.0,642000.0,618000.0,696000.0,738000.0","RFA-HD-19-008,RFA-HD-19-008,RFA-HD-19-008,RFA-HD-19-008,RFA-HD-19-008"
9725875,m,w,"10489744,10697357,10480007,10489769,10493321","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
8538316,m,w,"10479942,10249194,10251226,10251228,10259732","2407500.0,2610000.0,2610000.0,2610000.0,2610000.0","RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034,RFA-CA-17-034"
9251145,m,w,"9355684,9748885,9228903,9228906,9229241","1000000.0,984000.0,1048000.0,1048000.0,1048000.0","RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013"
8037672,m,w,"9047231,8461509,9055626,9058979,9053436","393000.0,405000.0,393000.0,393000.0,393000.0","RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009,RFA-AI-11-009"
10240128,f,h,"10617681,10609031,10626112,10624762,10619544","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030"
7820102,m,w,"9781789,9781792,9968476,9967144,9968483","861000.0,861000.0,861000.0,861000.0,861000.0","RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017"
9212085,m,w,"8390073,9097402,8853573,8856857,8854184","411000.00000000006,393000.0,399000.0,399000.0,399000.0","RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032,RFA-AI-11-032"
9789177,f,a,"8627734,8626530,8627453,8627293,10019536","337500.0,337500.0,337500.0,337500.0,246000.0","RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-18-028"
8366093,m,w,"8173929,7961325,8365088,8365087,8365086","6840000.0,6935000.0,6650000.0,6650000.0,6650000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
9462101,m,w,"10159272,10617828,10647901,10647899,10647896","1160000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8912333,f,w,"7691362,7586877,7904946,8426694,8734305","365000.0,365000.0,360000.0,685000.0,665000.0","RFA-AA-08-008,RFA-AA-08-008,RFA-AA-08-008,RFA-AA-12-008,RFA-AA-12-008"
8519212,f,w,"8137834,8519213,8529448,8525330,8527695","489600.0,459000.00000000006,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
8128509,m,w,"10674918,10512185,10512183,10512182,10499408","154500.0,160500.0,160500.0,160500.0,160500.0","RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015,RFA-DK-21-015"
8316361,f,w,"10425320,10654778,10634606,10636644,10640195","749000.0,721000.0,721000.0,721000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
10016997,m,w,"9804480,10207812,10237192,10237190,10237189","1230000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
10532594,f,w,"10394109,10167037,10610207,10610208,10641971","1070000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006,RFA-ES-20-006"
9654476,f,a,"10708013,10707321,10645898,10642310,10498859","515000.0,515000.0,515000.0,515000.0,535000.0","RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001"
8377914,m,w,"9687892,9922296,9918404,9918407,9918409","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9336634,f,b,"10612714,10615804,10085913,10368045,10381455","412000.0,412000.0,464000.0,428000.0,428000.0","RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064"
9067178,m,w,"9692542,9686532,9686542,9686539,9686538","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8556760,m,h,"9753104,9597601,10165449,9927973,10413034","861000.0,875000.0,812000.0,861000.0,749000.0","RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016,RFA-AG-18-016"
9458706,f,b,"8669419,9452916,8668616,8668582,8669436","1596000.0,1500000.0,1596000.0,1596000.0,1596000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
7667952,f,h,"9421907,9928385,9695908,9565384,7934102","437500.0,430500.0,430500.0,437500.0,401500.0","RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-17-002,RFA-AG-08-003"
9986615,f,w,"10451773,9986609,9532528,9531969,9532550","2407500.0,2767500.0,2812500.0,2812500.0,2812500.0","RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
10433111,f,w,"10619631,10612456,10598580,10444448,10435287","515000.0,515000.0,515000.0,535000.0,535000.0","RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004,RFA-AI-21-004"
7843463,m,a,"10018076,10018082,10005460,10005462,10005466","1476000.0,1476000.0,1476000.0,1476000.0,1476000.0","RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017,RFA-HD-19-017"
10688253,m,a,"7932724,8144376,8144383,8144382,8144381","109500.0,108000.0,108000.0,108000.0,108000.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
8378297,f,h,"10037968,10037854,10037760,10031380,9065464","613770.0,613770.0,613770.0,613770.0,65500.0","RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-NS-20-004,RFA-AG-13-014"
8013410,m,a,"9692534,9716541,9728824,9728823,9728813","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10176498,m,a,"10176491,9814451,10430118,10430120,10015282","812000.0,861000.0,749000.0,749000.0,861000.0","RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
8774633,m,h,"8149893,8149895,8392147,8517478,8516886","350000.0,350000.0,337500.0,337500.0,337500.0","RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005,RFA-MD-10-005"
8379528,m,w,"8288421,8551602,8733305,8492189,8288985","1370000.0,1350000.0,1350000.0,1350000.0,1370000.0","RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011"
10612118,m,w,"7912418,8664185,7796669,7869255,7917330","365000.0,350000.0,360000.0,360000.0,360000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
10437211,m,w,"9001115,9115429,9115446,7799752,8060539","299250.0,294750.0,294750.0,153000.0,148750.0","RFA-MD-15-004,RFA-MD-15-009,RFA-MD-15-009,RFA-HL-08-016,RFA-HL-08-016"
9488508,f,w,"8355001,8357047,8355616,8355924,8358286","411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005,RFA-RM-11-005"
9984236,m,w,"10646506,10265515,10417248,10417250,10432077","257500.0,290000.0,267500.0,267500.0,267500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
8303292,m,w,"8149953,8146069,8015775,8518445,8479425","350000.0,350000.0,360000.0,337500.0,337500.0","RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027,RFA-HL-10-027"
8508841,m,w,"10730209,10730230,10730709,10730723,10862054","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001"
9870710,m,w,"10443910,10633266,10114844,10114605,10114463","266430.0,256470.0,288840.0,288840.0,288840.0","RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014,RFA-CA-20-014"
8366707,m,w,"7911847,8116009,7681307,7924168,7924167","584000.0,560000.0,584000.0,584000.0,584000.0","RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002,RFA-MD-07-002"
10084614,m,w,"9649397,9520009,9494553,9335144,9319960","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013"
9545258,m,h,"10200307,10368712,9564894,10476525,10015261","297632.8,274540.60000000003,2000000.0,1712000.0,1968000.0","RFA-HG-20-016,RFA-HG-20-016,RFA-RM-16-026,RFA-RM-16-026,RFA-RM-16-026"
9721228,f,w,"8501913,8509881,8509874,8840564,8840568","202500.0,202500.0,202500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
7941034,f,w,"8142234,7681811,7664918,7924084,7924083","108000.0,109500.0,109500.0,109500.0,109500.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
7632296,f,b,"9115446,9115429,9001115,8996965,9198843","294750.0,294750.0,299250.0,465500.0,437500.0","RFA-MD-15-009,RFA-MD-15-009,RFA-MD-15-004,RFA-MD-15-001,RFA-MD-15-001"
9755427,f,w,"10193934,10640254,10633307,10633313,10634582","861000.0,721000.0,721000.0,721000.0,721000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
8842994,f,w,"10228262,10675746,10227333,10681483,10681443","290000.0,257500.0,290000.0,257500.0,257500.0","RFA-ES-20-011,RFA-ES-20-011,RFA-ES-20-011,RFA-ES-20-011,RFA-ES-20-011"
9947834,m,w,"10526254,10526252,10526255,10526256,10526646","1184500.0,1184500.0,1184500.0,1184500.0,1184500.0","RFA-AA-21-005,RFA-AA-21-005,RFA-AA-21-005,RFA-AA-21-005,RFA-AA-21-005"
8051777,m,w,"9654946,9787107,9936112,9413012,9414391","625000.0,615000.0,615000.0,4125000.0,4125000.0","RFA-AG-18-024,RFA-AG-18-024,RFA-AG-18-024,RFA-AG-17-057,RFA-AG-17-057"
10709378,f,a,"9301498,9530594,9148067,9094234,9036675","250000.0,250000.0,262000.0,262000.0,262000.0","RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002,RFA-CA-15-002"
8382141,m,w,"7618793,7617842,7620407,7619517,7618790","219000.0,219000.0,219000.0,219000.0,219000.0","RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050"
7927021,m,w,"10138398,10136988,10297863,10299633,10304202","232000.0,232000.0,214000.0,214000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
8037609,m,w,"8130862,7918868,8130863,7857982,7857983","1080000.0,1095000.0,1080000.0,1095000.0,1095000.0","RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004,RFA-NS-08-004"
9530528,m,w,"8892604,9433601,9673609,9223662,9022397","1330000.0,1250000.0,1230000.0,1250000.0,1310000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
8136900,m,w,"8022177,8732607,8544806,8547006,8540838","2160000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8520025,m,w,"9534640,8964640,8965394,8963191,8965639","875000.0,931000.0,931000.0,931000.0,931000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8064424,m,w,"9673950,10083222,10075973,9675066,9856461","307500.0,290000.0,290000.0,307500.0,307500.0","RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011,RFA-HL-19-011"
8900929,m,w,"9689905,9475559,9689916,9689915,9689914","147600.0,150000.0,147600.0,147600.0,147600.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
9567063,m,w,"10207716,9386094,9969453,9557534,9734121","428000.0,500000.0,492000.0,500000.0,492000.0","RFA-RM-16-017,RFA-RM-16-017,RFA-RM-16-017,RFA-RM-16-017,RFA-RM-16-017"
8033970,f,w,"9474635,9474638,9474640,9474632,9702095","1250000.0,1250000.0,1250000.0,1250000.0,1230000.0","RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002,RFA-HD-16-002"
8450096,m,h,"10494255,10676260,10662512,10662513,10662514","3210000.0,3090000.0,3090000.0,3090000.0,3090000.0","RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007"
10370726,f,w,"9279045,9275355,9697755,9700035,9707719","500000.0,500000.0,492000.0,492000.0,492000.0","RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027"
8582234,m,w,"9985813,9750295,9752519,9752518,9752517","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
10239243,f,w,"10492637,10487531,10330342,10690696,10700076","534998.93,534998.93,579998.84,514998.97,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
10197932,f,w,"10350001,10350448,10570917,10573170,9455720","374500.0,374500.0,360500.0,360500.0,468750.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-13-013"
9728934,m,h,"7898688,8072302,7653661,7636901,7883824","1080000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-DK-06-010,RFA-DK-06-010,RFA-DK-06-010,RFA-DK-06-010,RFA-DK-06-010"
9878236,f,a,"10674294,10674274,10674221,10673319,9021457","669500.0,669500.0,669500.0,669500.0,393000.0","RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-22-028,RFA-AI-14-066"
9233914,m,a,"9822061,9939445,9823754,9823598,9823548","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
8794399,m,w,"8794402,8469996,9208122,9208118,9208115","1330000.0,1350000.0,1250000.0,1250000.0,1250000.0","RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006,RFA-AI-12-006"
7578322,f,a,"9105753,9323489,9757795,9563295,8990689","1441000.0,1375000.0,1353000.0,1375000.0,1463000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
9486981,m,w,"9376270,9376249,10437809,10655462,10436322","281250.0,281250.0,695500.0,669500.0,695500.0","RFA-AR-17-005,RFA-AR-17-005,RFA-DE-18-011,RFA-DE-18-011,RFA-DE-18-011"
9360024,m,w,"7943002,7943004,7779493,7935205,7782591","216000.0,216000.0,219000.0,216000.0,219000.0","RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003"
8787144,f,w,"8600722,9405597,8588993,8588992,8787005","305900.0,287500.0,305900.0,305900.0,305900.0","RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001,RFA-HL-12-001"
9574625,m,w,"8444010,8444011,9137497,9128588,9137499","548000.0,548000.0,524000.0,524000.0,524000.0","RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002,RFA-AR-12-002"
9246392,f,a,"9548539,9390021,9205080,9205078,9205081","4375000.0,4375000.0,4585000.0,4585000.0,4585000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
8927590,m,w,"9127765,9283496,9649397,9520009,9494553","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013,RFA-CA-15-013"
9962011,m,w,"9468430,9851000,9515968,9287024,10093134","625000.0,615000.0,625000.0,625000.0,580000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
10385709,f,h,"9247707,9031568,9452916,9453572,9458706","1500000.0,1572000.0,1500000.0,1500000.0,1500000.0","RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007,RFA-CA-13-007"
9322575,m,b,"9477768,9509503,9335971,9313927,9089463","562500.0,562500.0,562500.0,562500.0,589500.0","RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001,RFA-HL-16-001"
8360404,f,w,"8138464,7944793,8142913,8132941,8142860","175000.0,180000.0,175000.0,175000.0,175000.0","RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001,RFA-RR-09-001"
7919801,m,w,"8364994,8364986,8305191,8250054,8319724","3266666.2,3266666.2,3266666.2,3266666.2,3266666.2","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
9123622,m,w,"9346576,9277052,10200307,10368712,8336846","312500.0,327500.0,297632.8,274540.60000000003,1027500.0","RFA-FD-16-012,RFA-FD-16-012,RFA-HG-20-016,RFA-HG-20-016,RFA-CA-10-013"
10045031,f,w,"8100949,8701173,8572568,8572594,8700275","1152000.0,1064000.0,1096000.0,1080000.0,1064000.0","RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009,RFA-AG-10-009"
9932839,m,w,"10244945,9769503,10003021,9519556,9769389","522000.0,553500.0,553500.0,562500.0,562500.0","RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022,RFA-FD-16-022"
8706785,m,w,"8813609,8551682,9211357,8431983,9010966","664998.67,664998.67,624998.75,674998.65,654998.6900000001","RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206"
9749114,m,w,"9386542,9734061,9963245,9963241,9963239","937500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031"
8296529,m,w,"10196932,9577408,9575666,9727895,10138971","802500.0,937500.0,937500.0,922500.0,869999.9999999999","RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014,RFA-AI-17-014"
10626886,f,w,"10570917,10573170,10350448,10350001,9655324","360500.0,360500.0,374500.0,374500.0,461250.0","RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-20-013,RFA-ES-13-013"
10749379,f,b,"10710060,10604776,10708990,10603546,10748637","206000.0,214000.0,206000.0,214000.0,1802500.0","RFA-NR-22-003,RFA-NR-22-003,RFA-NR-22-003,RFA-NR-22-003,RFA-HD-23-035"
10227205,m,w,"10636644,10640197,10415988,10414808,10414807","721000.0,721000.0,749000.0,749000.0,749000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
10442673,f,w,"7617881,7912258,7862568,7897916,7849041","365000.0,365000.0,360000.0,360000.0,360000.0","RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004,RFA-DE-06-004"
10641979,f,w,"10599359,10459930,10469110,10469109,10460077","1030000.0,1070000.0,1070000.0,1070000.0,1070000.0","RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013,RFA-AI-21-013"
8232069,m,w,"9655522,10653699,9787584,9716798,9713886","6250000.0,5150000.0,6150000.0,6150000.0,6150000.0","RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018"
10403983,f,w,"8904013,8599113,8598612,8728858,8728236","266000.0,270000.0,270000.0,266000.0,266000.0","RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007,RFA-ES-12-007"
8320678,m,w,"8478083,7991535,7991530,8110178,8110180","1012500.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009,RFA-DK-09-009"
8777971,m,b,"7805185,8036071,8423405,8609638,8397669","96480.0,93800.0,90450.0,90450.0,90450.0","RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006,RFA-HL-10-006"
8267057,m,w,"10471285,9630160,10261451,10252840,10019714","535000.0,625000.0,580000.0,580000.0,615000.0","RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
8206093,m,w,"10057011,9925035,10449997,10197769,10056759","276750.0,276750.0,240750.0,261000.0,276750.0","RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100"
9804382,f,w,"8234288,8338442,8550153,8192670,8661303","420000.0,411000.00000000006,405000.0,350000.0,332500.0","RFA-NS-11-006,RFA-NS-11-006,RFA-NS-11-006,RFA-MH-11-040,RFA-MH-11-040"
9986603,f,w,"10451809,10232138,9768307,9768311,9532552","2407500.0,2610000.0,2767500.0,2767500.0,2812500.0","RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002,RFA-AG-18-002"
8230652,f,w,"9597462,9934181,9741669,9768308,10199916","625000.0,615000.0,615000.0,615000.0,580000.0","RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017,RFA-AG-18-017"
10260453,m,h,"7912856,7886480,7892935,7759069,7759706","576000.0,576000.0,576000.0,584000.0,584000.0","RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120,RFA-MH-09-120"
10491357,m,w,"8561487,8563280,8559171,8563646,8558580","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-RM-12-015,RFA-RM-12-015,RFA-RM-12-015,RFA-RM-12-015,RFA-RM-12-015"
9126623,m,w,"9185116,9182930,10252840,10465255,10471285","1310000.0,1310000.0,580000.0,535000.0,535000.0","RFA-DA-16-005,RFA-DA-16-005,RFA-MH-18-600,RFA-MH-18-600,RFA-MH-18-600"
8103235,m,w,"10153467,9484589,9693078,9693079,9693080","1102000.0,1187500.0,1168500.0,1168500.0,1168500.0","RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005,RFA-MD-17-005"
7906677,m,w,"7938434,7686303,7921151,7880319,7939044","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
10684945,m,w,"10238132,9401387,9780487,9782721,9783775","339880.0,366250.0,360390.0,360390.0,360390.0","RFA-DK-16-029,RFA-DK-16-029,RFA-DK-16-029,RFA-DK-16-029,RFA-DK-16-029"
7959528,m,w,"7761186,8019005,8137150,7922633,7923077","180000.0,175000.0,175000.0,180000.0,180000.0","RFA-RR-08-001,RFA-RR-08-001,RFA-RR-08-001,RFA-RR-08-001,RFA-RR-08-001"
