APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_r_w,APPVAL_RECS_bert-base(para)_r_w,FOA_RECS_bert-base(para)_r_w
10197904,m,a,"9459535,9459450,9552803,9336385,8813276","437500.0,437500.0,1250000.0,1310000.0,1330000.0","RFA-DK-17-004,RFA-DK-17-004,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013"
8520046,m,w,"9492374,9206379,9206810,9206765,9206767","875000.0,917000.0,917000.0,917000.0,917000.0","RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017,RFA-HD-16-017"
9332366,f,w,"8774475,8915349,9134724,9332366,9735555","465500.0,465500.0,458500.0,437500.0,437500.0","RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505"
8920545,m,w,"9325501,8627413,8920547,8920543,8920548","312500.0,337500.0,332500.0,332500.0,332500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
10013563,m,w,"9900284,10015572,9900325,9900304,9900287","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029"
7778742,m,w,"9935158,10380052,10414790,9905569,9905570","922500.0,802500.0,802500.0,922500.0,922500.0","RFA-RM-18-014,RFA-RM-18-014,RFA-RM-18-014,RFA-RM-18-014,RFA-RM-18-014"
8849042,m,w,"9735601,9899185,9735657,9738881,9738842","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
8879187,f,b,"9144844,9145766,9323560,9565173,9319794","327500.0,327500.0,312500.0,312500.0,312500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
9612492,m,w,"10372511,10706546,10370506,10372433,10491117","535000.0,515000.0,535000.0,535000.0,535000.0","RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001"
7903428,f,w,"8119429,7903428,8132419,8132420,8132421","1756800.0,1781200.0,1756800.0,1756800.0,1708000.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8033887,8534050,8724188,8723766,8721879","2160000.0,2025000.0,1995000.0,1995000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10245896,m,a,"9812105,10470432,9975112,10483185,7683856","799500.0,754000.0,799500.0,695500.0,328500.0","RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-RM-18-027,RFA-GM-07-003"
7573426,m,w,"9674237,9646351,9674422,9475207,9453669","615000.0,615000.0,615000.0,625000.0,625000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
7656696,m,h,"10701083,10630618,9116819,8911303,8726383","128750.0,133750.0,52400.0,53200.0,53200.0","RFA-LM-22-001,RFA-LM-22-001,RFA-DK-11-014,RFA-DK-11-014,RFA-DK-11-014"
8376563,m,w,"10249327,10128522,9987210,9985371,9903221","464000.0,464000.0,492000.0,492000.0,615000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-19-001"
9100656,m,h,"8894986,9249910,9264987,8893825,8894988","159600.0,150000.0,150000.0,159600.0,159600.0","RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028,RFA-AI-14-028"
9067860,m,w,"7901149,8309338,7897686,8113184,8137663","576000.0,548000.0,576000.0,560000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
10439933,f,w,"8309338,7693834,7691805,8137663,8113184","548000.0,584000.0,584000.0,560000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9893850,f,w,"10703511,10659250,10528596,10528540,10529816","1854000.0,1854000.0,1926000.0,1926000.0,1926000.0","RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-004"
9852507,f,w,"9654469,9783891,10141077,10180770,9901363","562500.0,553500.0,522000.0,553500.0,553500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"7623056,7919722,7572911,7575225,7619103","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015,RFA-AI-07-015"
9752514,m,w,"8433284,8534768,8433638,8433636,8433280","1027500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
9547256,m,w,"8432094,8519229,8727741,8705983,8705986","1644000.0000000002,1620000.0,1596000.0,1596000.0,1596000.0","RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040,RFA-AI-11-040"
10691911,m,w,"8469002,8707371,8494003,8486398,9133270","1080000.0,1064000.0,1080000.0,1080000.0,1048000.0","RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001,RFA-AR-12-001"
9989552,m,w,"10645133,10357225,10413485,10495070,10497417","206000.0,214000.0,214000.0,214000.0,214000.0","RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005,RFA-CA-21-005"
8365163,m,w,"8664963,7961839,7900148,7896126,7896125","6412500.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
7905197,m,w,"8134298,7930610,7930608,7930607,7694268","1728000.0,1752000.0,1752000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"9022397,9223662,9433601,9673609,8892604","1310000.0,1250000.0,1250000.0,1230000.0,1330000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
8056801,f,w,"9655153,9257270,9067908,9242594,9223657","1875000.0,1875000.0,1965000.0,1875000.0,1875000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9475082,f,w,"9483217,9482979,9482608,10293808,10294555","406250.0,406250.0,406250.0,290000.0,290000.0","RFA-CA-17-023,RFA-CA-17-023,RFA-CA-17-023,RFA-CA-20-044,RFA-CA-20-044"
7797602,f,b,"10336442,10361235,9978124,9980494,9980995","53500.0,53500.0,61500.0,61500.0,61500.0","RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007,RFA-MD-18-007"
8691551,m,w,"9786685,9358720,9562068,9567937,9563244","830250.0,843750.0,843750.0,843750.0,843750.0","RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002"
7658237,m,w,"8054022,7994435,8191269,7767324,7501989","144000.0,144000.0,140000.0,146000.0,146000.0","RFA-RM-07-008,RFA-RM-07-008,RFA-RM-07-008,RFA-RM-07-008,RFA-RM-07-008"
8375469,f,w,"8301968,8301932,9058482,9067927,9087130","411000.00000000006,411000.00000000006,393000.0,393000.0,393000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"10021744,9900516,9899542,10018234,10017414","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029"
8659423,m,w,"8913969,8925885,8756564,8758202,8757453","199500.0,199500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
9978601,m,w,"10224093,10224095,10657363,10657367,10657373","632200.0,632200.0,561350.0,561350.0,561350.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
8399839,m,w,"10730758,10731013,10731254,10216234,9769697","875500.0,952750.0,952750.0,869999.9999999999,922500.0","RFA-DK-22-505,RFA-DK-22-504,RFA-DK-22-504,RFA-DK-17-502,RFA-DK-17-502"
9565766,m,w,"9918404,10600136,10598498,10598509,10598518","1230000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9317706,f,w,"9674969,10142922,10134712,10134710,10134706","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
9514768,f,w,"9589790,9965707,9737809,9737808,9737807","1031250.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007,RFA-AG-18-007"
9550778,m,b,"8247107,7826711,7808807,7795130,8269049","342500.0,360000.0,360000.0,360000.0,342500.0","RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046,RFA-CA-07-046"
8066691,m,h,"10421288,10842106,10168669,9655522,9787584","5350000.0,5150000.0,5350000.0,6250000.0,6150000.0","RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018"
9414391,m,w,"9291406,8847623,9065464,8605381,9784662","62500.0,66500.0,65500.0,66500.0,625000.0","RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014,RFA-AG-18-025"
9608711,m,w,"8288263,7688638,7690912,8106367,8104246","548000.0,584000.0,584000.0,560000.0,560000.0","RFA-DA-08-020,RFA-DA-08-020,RFA-DA-08-020,RFA-DA-08-020,RFA-DA-08-020"
10404437,m,w,"10676785,10232687,10236870,10236869,10663982","515000.0,580000.0,580000.0,580000.0,515000.0","RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003,RFA-AR-21-003"
9522003,m,w,"10837461,10837481,10449483,10610484,10444016","412000.0,412000.0,802500.0,772500.0,802500.0","RFA-FD-23-028,RFA-FD-23-028,RFA-NS-21-020,RFA-NS-21-020,RFA-NS-21-020"
9263859,f,w,"10003928,9205191,9562020,9562023,9548539","4305000.0,4375000.0,4375000.0,4375000.0,4375000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
10525192,f,w,"8309338,8314113,7691805,8137663,8113184","548000.0,548000.0,584000.0,560000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8790574,m,h,"8444926,8445018,8551692,8551693,9123667","548000.0,548000.0,540000.0,540000.0,262000.0","RFA-HL-12-034,RFA-HL-12-034,RFA-HL-12-034,RFA-HL-12-034,RFA-HL-14-029"
9644048,f,a,"8308465,8118867,8521355,8521356,7805955","719250.0,735000.0,708750.0,708750.0,766500.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8461242,f,w,"8529260,8328585,8138261,8676917,8138267","742500.0,753500.0000000001,770000.0,731500.0,700000.0","RFA-HL-11-025,RFA-HL-11-025,RFA-HL-11-025,RFA-HL-11-025,RFA-HL-11-026"
9085450,m,w,"8731280,8239805,9103213,8539105,9308007","2327500.0,2450000.0,2292500.0,2362500.0,2187500.0","RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009,RFA-NS-11-009"
7941872,m,w,"8314113,8309338,7901149,8113184,8137663","548000.0,548000.0,576000.0,560000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8894056,m,w,"9071599,8792751,9249624,9303419,9306895","655000.0,665000.0,625000.0,625000.0,625000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
9052094,f,w,"9782697,9782699,9205191,9205193,9205190","4305000.0,4305000.0,4375000.0,4375000.0,4375000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
9985190,m,b,"7657602,8044779,7658562,7658650,7657851","365000.0,350000.0,365000.0,365000.0,365000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
9352740,m,w,"10224093,10224095,10657363,10657367,10657373","632200.0,632200.0,561350.0,561350.0,561350.0","RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002,RFA-AG-20-002"
8690906,m,w,"10498020,10498726,10707321,10709532,10708013","535000.0,535000.0,515000.0,515000.0,515000.0","RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001"
9557571,f,w,"8933965,9133157,9340016,9134185,9133165","931000.0,917000.0,875000.0,917000.0,917000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
8377944,m,w,"7673872,7917330,8044806,8079051,8664185","365000.0,360000.0,350000.0,350000.0,350000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"8593329,8660295,8660049,9060264,9057986","1012500.0,997500.0,997500.0,982500.0,982500.0","RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010"
8284352,m,h,"9849922,9849376,9849925,9849920,9849919","1014750.0,1014750.0,1014750.0,1014750.0,1014750.0","RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026,RFA-NS-18-026"
7764313,f,w,"7762452,8137842,8133004,8133009,8133010","496400.0,489600.0,489600.0,489600.0,489600.0","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"8490369,8092853,8016489,8016490,8020226","1012500.0,1050000.0,1080000.0,1080000.0,1080000.0","RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006,RFA-DK-09-006"
8337273,m,w,"10831226,8081356,7650362,7678022,7650309","206000.0,360000.0,365000.0,365000.0,365000.0","RFA-EB-23-001,RFA-TW-06-003,RFA-TW-06-003,RFA-TW-06-003,RFA-TW-06-003"
8707989,f,w,"8332244,8189006,8336846,9036835,9035651","1027500.0,1050000.0,1027500.0,393000.0,393000.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-CA-15-003,RFA-CA-15-003"
8231456,m,h,"8849086,8850656,8853001,8852336,8853116","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"10907172,10413694,10524770,10491942,10671877","257500.0,267500.0,257500.0,266430.0,266430.0","RFA-FD-22-002,RFA-FD-22-002,RFA-FD-22-002,RFA-OD-20-010,RFA-OD-20-010"
9096099,f,w,"10168425,10669204,10696046,10696039,10696031","1160000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013,RFA-OD-19-013"
9207637,f,w,"8730567,8918266,8918271,8918269,8918519","166250.0,166250.0,166250.0,166250.0,166250.0","RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001,RFA-CA-11-001"
8440888,m,w,"9519717,8847076,8847077,8848987,8848601","1250000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
10065441,m,w,"9923712,9755115,9313440,9142348,9315172","246000.0,246000.0,23547250.0,23547250.0,22468750.0","RFA-HD-19-018,RFA-HD-19-018,RFA-HD-15-029,RFA-HD-15-029,RFA-HD-15-029"
10622128,f,w,"8259724,8072919,8262689,8259732,8262679","411000.00000000006,420000.0,411000.00000000006,411000.00000000006,411000.00000000006","RFA-HL-11-015,RFA-HL-11-015,RFA-HL-11-015,RFA-HL-11-015,RFA-HL-11-015"
9815293,f,w,"9316690,9062480,8874245,9688386,8841801","1250000.0,1310000.0,1330000.0,1250000.0,532000.0","RFA-HG-13-004,RFA-HG-13-004,RFA-HG-13-004,RFA-HG-13-004,RFA-HG-12-007"
10003455,m,w,"9573420,10173750,9573423,10454305,9938321","312500.0,290000.0,312500.0,267500.0,307500.0","RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005"
10700012,m,a,"7941962,7922465,7671509,7669240,7921317","720000.0,730000.0,730000.0,730000.0,730000.0","RFA-HG-07-005,RFA-HG-07-005,RFA-HG-07-005,RFA-HG-07-005,RFA-HG-07-005"
9546849,m,w,"7664526,7682999,7664954,9985203,9989897","328500.0,328500.0,328500.0,246000.0,246000.0","RFA-MH-07-090,RFA-MH-07-090,RFA-MH-07-090,RFA-MH-19-240,RFA-MH-19-240"
10406901,f,w,"10733397,10733232,10732992,10733193,10733195","834300.0,834300.0,834300.0,834300.0,834300.0","RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012,RFA-CA-22-012"
8210201,m,w,"7678012,7676685,7687399,7678381,7662434","365000.0,365000.0,365000.0,584000.0,584000.0","RFA-DA-08-017,RFA-DA-08-017,RFA-DA-08-017,RFA-DA-05-006,RFA-DA-05-006"
10155547,m,w,"8413065,8549100,8727104,8657013,8733509","675000.0,675000.0,665000.0,665000.0,665000.0","RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130"
10380652,f,w,"7682310,7919244,7869229,8137945,7926024","365000.0,360000.0,360000.0,350000.0,365000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
8328121,m,w,"8382476,8381943,8545236,8545231,8327209","1712500.0000000002,1712500.0000000002,1687500.0,1687500.0,1712500.0000000002","RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001"
9728688,f,w,"10364966,10540802,10356725,10356726,10356728","85600.0,82400.0,85600.0,85600.0,85600.0","RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056,RFA-AI-20-056"
9762768,f,a,"9736194,9902296,9739064,9738982,9738727","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
10366039,m,w,"8725573,8516980,7989182,7989006,7989090","1330000.0,1350000.0,1440000.0,1440000.0,1440000.0","RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029"
8525585,m,w,"7576169,7575186,8059617,7776863,7777412","438000.0,438000.0,420000.0,432000.0,432000.0","RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004,RFA-CA-07-004"
9149219,m,w,"10059629,10673198,10670766,10259766,10251870","861000.0,721000.0,721000.0,812000.0,812000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"8862526,8701389,8704199,9081240,8862525","863170.0,863170.0,863170.0,850190.0,863170.0","RFA-HL-13-007,RFA-HL-13-007,RFA-HL-13-007,RFA-HL-13-007,RFA-HL-13-007"
10578760,m,w,"9731412,10202410,9357870,9362529,9724344","922500.0,869999.9999999999,937500.0,937500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
7942235,m,w,"7907893,8380939,7905960,7905959,7905958","1095000.0,1027500.0,1095000.0,1095000.0,1095000.0","RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012,RFA-HD-07-012"
10707158,m,w,"7670157,7904751,7679072,7669238,7669242","219000.0,216000.0,219000.0,219000.0,219000.0","RFA-CE-07-001,RFA-CE-07-001,RFA-CE-07-001,RFA-CE-07-001,RFA-CE-07-001"
7919773,m,w,"7986725,7896944,7674514,7689400,7686391","72000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8527695,f,w,"10103766,9923555,9923551,9922867,9922865","1739999.9999999998,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"8927936,9926974,9926408,9926419,9926420","199500.0,184500.0,184500.0,184500.0,184500.0","RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001,RFA-ES-13-001"
8119685,m,a,"7797129,8308465,8308466,8521355,8521356","766500.0,719250.0,719250.0,708750.0,708750.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"9110799,8264667,8304508,8304429,8264247","707400.0,739800.0,739800.0,739800.0,739800.0","RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001,RFA-AI-11-001"
8666752,m,w,"8898627,8898456,9066148,10405640,10235783","266000.0,266000.0,262000.0,214000.0,232000.0","RFA-ES-14-003,RFA-ES-14-003,RFA-ES-14-003,RFA-ES-20-012,RFA-ES-20-012"
7714604,m,w,"9316364,9472952,8702454,8856283,10644378","1250000.0,1250000.0,2992500.0,2992500.0,206000.0","RFA-HG-15-039,RFA-HG-15-039,RFA-GM-14-002,RFA-GM-14-002,RFA-HG-21-002"
9854274,m,a,"10644944,10631693,10710201,9674241,9868826","1070000.0,1070000.0,1030000.0,1845000.0,1845000.0","RFA-MD-22-006,RFA-MD-22-006,RFA-MD-22-006,RFA-MD-15-014,RFA-MD-15-014"
7637402,f,w,"8808770,8990015,8802882,8802881,8791700","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001,RFA-GM-14-001"
9193285,m,w,"9568049,10016381,9432740,9433160,9432737","375000.0,369000.0,375000.0,375000.0,375000.0","RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011"
8543632,f,w,"7595042,7630571,7617099,7626014,7576119","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-HL-06-012,RFA-HL-06-012,RFA-HL-06-012,RFA-HL-06-012,RFA-HL-06-012"
9699505,m,w,"8285021,8074033,8320892,8520167,8516980","1400000.0,1400000.0,1370000.0,1350000.0,1350000.0","RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029"
10160883,f,w,"7807979,8468908,8060629,8060628,8060627","1825000.0,1712500.0000000002,1800000.0,1800000.0,1800000.0","RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012,RFA-DK-06-012"
8851574,m,w,"8385929,9085265,8510630,8510633,8510634","205500.00000000003,196500.0,202500.0,202500.0,202500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
9717295,m,w,"9037332,9037282,9036886,9310142,9303447","266000.0,266000.0,266000.0,250000.0,250000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
8538309,m,a,"10498859,10708013,10709532,10645898,10642310","535000.0,515000.0,515000.0,515000.0,515000.0","RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001,RFA-HG-21-001"
8663557,m,h,"9095252,8539754,8695094,8725604,9123576","458500.0,472500.00000000006,465500.0,465500.0,458500.0","RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009,RFA-CA-11-009"
8659452,m,w,"8335406,8229848,8229227,8514610,8514609","274000.0,280000.0,280000.0,270000.0,270000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
8499148,f,w,"9522096,10202410,9731412,9950980,9502903","937500.0,869999.9999999999,922500.0,922500.0,937500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
10201577,m,a,"9827358,10640973,10634763,10634669,10634645","984000.0,824000.0,824000.0,824000.0,824000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10656192,10646506,10417250,10432077,10436348","257500.0,257500.0,267500.0,267500.0,267500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"7848683,7996282,9161392,9160948,10069405","292000.0,288000.0,937500.0,937500.0,869999.9999999999","RFA-EY-07-001,RFA-EY-07-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
9109284,m,w,"9767577,9334607,9135237,9135238,9135242","922500.0,937500.0,982500.0,982500.0,982500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"10024067,9859231,9861937,10023938,10020440","246000.0,246000.0,246000.0,246000.0,615000.0","RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-121,RFA-MH-19-120"
7942791,m,w,"7942949,7830858,7828738,7832043,7832681","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
9969469,m,h,"9044149,9479286,9248421,8899321,9462854","465500.0,437500.0,437500.0,465500.0,437500.0","RFA-HG-14-006,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004,RFA-HG-14-004"
7626596,m,w,"8463610,9020263,8811863,8802889,8625332","175500.0,170300.0,172900.0,172900.0,172900.0","RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009,RFA-HL-12-009"
10134824,f,w,"10244963,10044537,10491106,10491121,10491124","928000.0,984000.0,856000.0,856000.0,856000.0","RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034,RFA-CA-19-034"
9813755,m,a,"10595044,10594512,10436134,10436126,10643941","618000.0,618000.0,642000.0,642000.0,515000.0","RFA-DK-21-005,RFA-DK-21-005,RFA-DK-21-005,RFA-DK-21-005,RFA-DK-19-014"
7924597,m,w,"8536992,7681099,7677333,7666251,7939058","360000.0,365000.0,365000.0,365000.0,365000.0","RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004,RFA-AA-06-004"
7937028,m,w,"10442446,10436906,10661380,9778698,9970377","428000.0,428000.0,428000.0,492000.0,492000.0","RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007,RFA-AA-18-007"
10221177,f,w,"10167095,10650016,10437393,10494261,10494288","922500.0,515000.0,3479999.9999999995,3210000.0,3210000.0","RFA-DK-20-015,RFA-HS-22-001,RFA-MD-21-007,RFA-MD-21-007,RFA-MD-21-007"
