APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-s_p_wi,APPVAL_RECS_bert-s_p_wi,FOA_RECS_bert-s_p_wi
10363505,m,w,"7916483,7682550,7916460,7916504,7918227","532800.0,540200.0,532800.0,532800.0,532800.0","RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006,RFA-HL-06-006"
9103500,f,w,"8914660,8870950,8311411,10707321,10498020","1330000.0,1330000.0,1370000.0,515000.0,535000.0","RFA-HG-11-015,RFA-HG-11-015,RFA-HG-11-015,RFA-HG-21-001,RFA-HG-21-001"
10518783,f,a,"8851475,8534016,8725037,8721302,8715665","266000.0,270000.0,266000.0,266000.0,266000.0","RFA-AG-12-004,RFA-AG-12-004,RFA-AG-12-004,RFA-AG-12-004,RFA-AG-12-004"
9319420,m,w,"7690912,8087578,7688638,8087592,8288263","584000.0,576000.0,584000.0,576000.0,548000.0","RFA-DA-08-020,RFA-DA-08-020,RFA-DA-08-020,RFA-DA-08-020,RFA-DA-08-020"
9350739,m,w,"10465219,10691904,10479119,10479117,10474560","1284000.0,1236000.0,1284000.0,1284000.0,1284000.0","RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006,RFA-CA-19-006"
8451501,m,w,"9552161,9352343,9348645,9355194,9769736","375000.0,375000.0,375000.0,375000.0,369000.0","RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
8120464,m,w,"9272297,8580451,8720663,9282395,8878151","250000.0,270000.0,266000.0,250000.0,266000.0","RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007,RFA-AG-13-007"
9724454,f,h,"9174426,9972940,9323394,9323397,9325003","982500.0,922500.0,937500.0,937500.0,937500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
8857732,m,a,"10055179,9610660,10054276,8854802,8854932","211560.0,211560.0,211560.0,228760.0,228760.0","RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022,RFA-HD-14-022"
10661520,m,a,"8708186,8493166,8912535,8878331,8913764","1330000.0,1350000.0,1330000.0,1330000.0,1330000.0","RFA-HL-13-016,RFA-HL-13-016,RFA-HL-13-016,RFA-HL-13-016,RFA-HL-13-016"
8175551,m,w,"8173918,8265630,8066098,8174728,8174727","7200000.0,6850000.000000001,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
9350180,m,w,"10673812,9804080,10264860,10264859,10264857","1030000.0,1230000.0,1160000.0,1160000.0,1160000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
8270345,f,w,"9698414,9187753,9329496,9329494,9325589","430500.0,458500.0,437500.0,437500.0,437500.0","RFA-NR-16-002,RFA-NR-16-002,RFA-NR-16-002,RFA-NR-16-002,RFA-NR-16-002"
9789695,m,w,"8372381,8440734,8371236,8232914,8232764","67500.0,67500.0,67500.0,68500.0,68500.0","RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105,RFA-HD-12-105"
10223230,m,w,"8901076,8655833,8923170,8906816,8916648","399000.0,399000.0,399000.0,399000.0,399000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
8449981,m,w,"10148796,10200875,10051557,10050801,10007190","232000.0,232000.0,246000.0,246000.0,246000.0","RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007,RFA-HD-20-007"
10230438,m,w,"9067843,8519574,8413892,8908928,9057622","393000.0,405000.0,411000.00000000006,399000.0,458500.0","RFA-NR-12-002,RFA-NR-12-002,RFA-NR-12-002,RFA-NR-12-002,RFA-NR-15-001"
8211908,m,a,"8319440,8102096,8541005,8508284,8518444","1370000.0,1400000.0,1350000.0,1350000.0,1350000.0","RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013,RFA-HL-08-013"
9149256,m,b,"9562347,9552155,9340226,9340185,9339682","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
8520153,f,w,"10392963,10131734,10149892,10177832,9744560","267500.0,290000.0,290000.0,290000.0,307500.0","RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009,RFA-AG-18-009"
10213689,m,w,"10227320,10375585,10584495,10472519,10235566","261000.0,240750.0,231750.0,240750.0,261000.0","RFA-DA-21-001,RFA-DA-21-001,RFA-DA-21-001,RFA-DA-21-001,RFA-DA-21-001"
7945363,m,w,"10166939,9493556,9513056,9493555,9729065","696000.0,750000.0,750000.0,750000.0,738000.0","RFA-MH-17-350,RFA-MH-17-350,RFA-MH-17-350,RFA-MH-17-350,RFA-MH-17-350"
8705519,m,w,"9657766,9183876,9442800,7882337,7917750","1230000.0,1250000.0,1250000.0,1080000.0,1095000.0","RFA-ES-15-016,RFA-ES-15-016,RFA-ES-15-016,RFA-NS-06-007,RFA-NS-06-007"
8137657,f,h,"8379872,8305809,8396723,8378006,8379878","171250.0,175000.0,171250.0,171250.0,171250.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
10701034,f,w,"9248089,9349629,9353278,10393048,10669197","524000.0,524000.0,500000.0,267500.0,257500.0","RFA-AG-16-012,RFA-AG-16-012,RFA-AG-16-012,RFA-AG-21-010,RFA-AG-21-010"
10897684,m,w,"9513857,9516699,9516419,10276515,10492492","405625.0,405625.0,405625.0,469800.0,417150.0","RFA-HL-17-029,RFA-HL-17-029,RFA-HL-17-027,RFA-HL-21-003,RFA-HL-21-003"
7870727,m,w,"10659363,10659362,10659359,10580873,10308514","428000.0,428000.0,428000.0,428000.0,428000.0","RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021"
9469747,f,h,"10008042,10360863,10189014,10360723,10009608","369000.0,348000.0,348000.0,348000.0,369000.0","RFA-MH-20-120,RFA-MH-20-120,RFA-MH-20-120,RFA-MH-20-120,RFA-MH-20-120"
10771712,f,w,"10771635,10774073,10772894,10693635,10771412","154500.0,154500.0,154500.0,154500.0,154500.0","RFA-OH-22-006,RFA-OH-22-006,RFA-OH-22-006,RFA-OH-22-005,RFA-OH-22-005"
8286975,m,w,"9272796,9536904,9298575,8930250,9115764","625000.0,625000.0,625000.0,665000.0,665000.0","RFA-HL-14-019,RFA-HL-14-019,RFA-HL-14-019,RFA-HL-14-019,RFA-HL-14-019"
9473808,f,b,"8904715,9103200,8911359,8914664,8871783","299250.0,294750.0,299250.0,299250.0,299250.0","RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023,RFA-HL-12-023"
9039985,m,w,"9134823,8384740,8539809,9126574,8721461","786000.0,822000.0000000001,810000.0,786000.0,798000.0","RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208,RFA-HD-12-208"
8307865,m,w,"8261057,8843406,8230832,8484810,8473841","175000.0,665000.0,700000.0,675000.0,675000.0","RFA-DA-11-015,RFA-DA-11-008,RFA-DA-11-008,RFA-DA-11-008,RFA-DA-11-008"
8906714,f,w,"8896370,8534646,9122292,9113997,9113509","532000.0,540000.0,524000.0,524000.0,524000.0","RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012,RFA-AG-12-012"
8463472,f,w,"7921007,7914148,7921467,7928268,7741408","288000.0,288000.0,288000.0,288000.0,292000.0","RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023"
8070000,f,w,"10878229,10639980,10639682,10638169,10633534","515000.0,535000.0,535000.0,535000.0,535000.0","RFA-FD-22-005,RFA-FD-22-005,RFA-FD-22-005,RFA-FD-22-005,RFA-FD-22-005"
10438645,m,w,"9320808,8899681,8935888,9515949,9313296","3750000.0,3990000.0,3990000.0,3750000.0,3750000.0","RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016,RFA-RM-13-016"
9353717,m,w,"9320710,9320706,9067249,9067244,8846544","1250000.0,1250000.0,1310000.0,1310000.0,1330000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
8130345,m,w,"9828246,10132315,9976825,10021470,9869581","246000.0,232000.0,246000.0,615000.0,615000.0","RFA-NS-18-042,RFA-NS-18-042,RFA-NS-18-042,RFA-RM-19-001,RFA-RM-19-001"
10056027,f,w,"9050243,9045128,9050369,10424380,10425224","299250.0,299250.0,299250.0,1230500.0,1230500.0","RFA-AA-15-008,RFA-AA-15-008,RFA-AA-15-008,RFA-AA-20-001,RFA-AA-20-001"
9442783,f,w,"10620727,10443392,10443137,10443138,10443139","772500.0,802500.0,802500.0,802500.0,802500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
8076685,m,w,"10691317,10168573,9708117,9944636,10457369","257500.0,290000.0,307500.0,307500.0,267500.0","RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003,RFA-GM-18-003"
9695908,f,w,"9276547,9506629,9145624,9282384,9145617","312500.0,312500.0,327500.0,312500.0,327500.0","RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008,RFA-AG-15-008"
10488646,f,w,"8254414,8675977,8827437,8827868,8535941","274000.0,266000.0,266000.0,266000.0,274000.0","RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002,RFA-TW-09-002"
9102881,f,a,"10548122,10659363,10145159,10659362,10659359","412000.0,428000.0,464000.0,428000.0,428000.0","RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021,RFA-AI-20-021"
8124939,f,w,"9269964,9267125,8960195,8959758,8960246","187500.0,187500.0,199500.0,199500.0,199500.0","RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009,RFA-AG-15-009"
10704542,m,a,"7943004,7779493,7782591,7943002,7935205","216000.0,219000.0,219000.0,216000.0,216000.0","RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003"
8906908,f,w,"9358504,9134806,8967795,9982144,10584936","917000.0,917000.0,931000.0,799500.0,515000.0","RFA-HG-14-026,RFA-HG-14-026,RFA-HG-14-026,RFA-HG-19-012,RFA-HG-22-001"
8914418,f,w,"8461802,8915976,8914429,8914417,8914414","205500.00000000003,199500.0,199500.0,199500.0,199500.0","RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008,RFA-FD-12-008"
10155572,m,w,"9334909,9040338,9334906,9313302,9313299","937500.0,997500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
8568050,m,w,"7982967,8547748,8680013,8690785,8689942","432000.0,405000.0,399000.0,399000.0,399000.0","RFA-CA-09-019,RFA-CA-09-019,RFA-CA-09-019,RFA-CA-09-019,RFA-CA-09-019"
9903334,f,w,"8910705,9284475,8913969,8925885,8910704","199500.0,187500.0,199500.0,199500.0,199500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
9914842,f,w,"8128700,7991894,10746928,7928986,7687610","560000.0,576000.0,947600.0,576000.0,584000.0","RFA-HD-09-008,RFA-HD-09-008,RFA-HD-23-012,RFA-HD-05-040,RFA-HD-05-040"
7885092,m,w,"7692230,7657486,7684281,7677500,8533716","511000.0,511000.0,511000.0,511000.0,342500.0","RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-HG-07-029,RFA-RM-08-026"
9483327,m,w,"9782418,10018804,10669648,10663838,10662288","861000.0,861000.0,721000.0,721000.0,721000.0","RFA-RM-18-007,RFA-RM-18-007,RFA-RM-18-007,RFA-RM-18-007,RFA-RM-18-007"
8911814,m,w,"8725470,8314023,8475561,8532644,8380612","532000.0,548000.0,540000.0,540000.0,548000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
8738580,m,b,"8181332,8330801,8337824,8181241,10831792","280000.0,274000.0,274000.0,280000.0,515000.0","RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-RM-10-016,RFA-HS-23-002"
7800254,m,w,"10449997,9925035,10056759,10057011,10197769","240750.0,276750.0,276750.0,276750.0,261000.0","RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100"
9484498,f,a,"9129195,9509533,9928745,9873836,9854749","458500.0,437500.0,430500.0,430500.0,430500.0","RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010,RFA-MD-15-010"
9767523,f,w,"10140136,9926730,9657920,9657390,9657326","406000.0,406000.0,437500.0,437500.0,437500.0","RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003,RFA-MD-18-003"
10616381,f,w,"10616381,10213065,10091112,9265706,9338057","535000.0,1160000.0,1230000.0,655000.0,625000.0","RFA-FD-22-025,RFA-FD-20-004,RFA-FD-20-004,RFA-FD-16-001,RFA-FD-16-001"
8880139,m,a,"10514949,10680502,10686983,10706936,10701777","428000.0,412000.0,412000.0,412000.0,721000.0","RFA-CA-21-020,RFA-CA-21-020,RFA-CA-21-020,RFA-CA-21-020,RFA-CA-20-051"
8934181,m,w,"9315618,9194546,10696373,10696751,10695612","1250000.0,1310000.0,412000.0,412000.0,412000.0","RFA-HD-16-007,RFA-HD-16-007,RFA-NS-23-004,RFA-NS-23-004,RFA-NS-23-004"
8103042,m,a,"7688086,7877857,7659590,7659589,7663873","876000.0,864000.0,876000.0,876000.0,876000.0","RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005"
9169615,m,w,"8142227,7906691,8121476,8121477,7932729","108000.0,109500.0,108000.0,108000.0,109500.0","RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001,RFA-GM-04-001"
7650241,m,w,"8055615,8055202,8067537,8055215,9938790","1440000.0,1440000.0,1440000.0,1440000.0,1845000.0","RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-037,RFA-AI-07-037,RFA-AI-19-012"
8153358,m,w,"8214696,8098843,7686368,7686900,7674585","411000.00000000006,420000.0,438000.0,438000.0,438000.0","RFA-AT-07-004,RFA-AT-07-004,RFA-AT-07-004,RFA-AT-07-004,RFA-AT-07-004"
8717760,f,h,"8379883,8090644,8068502,8068504,8068507","171250.0,180000.0,180000.0,180000.0,180000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
9935169,f,w,"7689328,7691804,7694252,7694251,7685377","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-OD-07-001,RFA-OD-07-001,RFA-OD-07-001,RFA-OD-07-001,RFA-OD-07-001"
9353308,f,w,"9560711,9562063,9562059,9315703,9315702","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-HS-16-001,RFA-HS-16-001,RFA-HS-16-001,RFA-HS-16-001,RFA-HS-16-001"
7674800,m,w,"8605752,9113017,8605677,8791686,8889677","266000.0,250000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
9565583,m,w,"8435054,9477585,9065537,9434987,9268733","411000.00000000006,250000.0,262000.0,250000.0,250000.0","RFA-DK-11-031,RFA-DK-13-010,RFA-DK-13-010,RFA-DK-13-010,RFA-DK-13-010"
7730549,m,w,"8014617,8013366,8014642,8146105,8145677","288000.0,288000.0,288000.0,280000.0,280000.0","RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010,RFA-AG-10-010"
7925711,m,w,"8847623,9291406,9065464,8605381,9242535","66500.0,62500.0,65500.0,66500.0,281250.0","RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014,RFA-AG-13-014,RFA-AG-14-002"
10474473,m,w,"10458758,10308251,10699969,10699972,10700014","1070000.0,1160000.0,1030000.0,1030000.0,1030000.0","RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002,RFA-HD-21-002"
10000435,f,a,"8758202,8758156,8757453,9068107,9070675","199500.0,199500.0,199500.0,196500.0,196500.0","RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010,RFA-ES-13-010"
8173729,m,w,"8173910,8066096,8066148,8173900,8173901","7200000.0,7200000.0,7200000.0,7200000.0,7200000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
8360253,m,h,"8167739,8360342,8360339,7895134,8360335","288000.0,280000.0,280000.0,292000.0,280000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9108460,f,w,"9320708,9320704,8846543,8846545,8846546","1250000.0,1250000.0,1330000.0,1330000.0,1330000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
9475557,f,w,"10655674,10655239,10565872,10349839,7648112","515000.0,515000.0,515000.0,535000.0,438000.0","RFA-AI-22-020,RFA-AI-22-020,RFA-AI-20-055,RFA-AI-20-055,RFA-AI-06-022"
7691807,f,w,"8382297,8032899,8022357,8022342,8034120","2055000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8821504,f,w,"8609905,9937535,10259671,10013216,8044250","675000.0,819795.0,773140.0,819795.0,1440000.0","RFA-HS-13-001,RFA-HS-19-002,RFA-HS-19-002,RFA-HS-19-002,RFA-AE-10-001"
9731111,m,h,"10440015,10656213,7664567,8103916,7932750","160500.0,154500.0,937320.0,1152000.0,1168000.0","RFA-TR-21-015,RFA-TR-21-015,RFA-RM-05-015,RFA-AR-07-001,RFA-AR-07-001"
8495934,m,w,"8213451,7778237,7860950,7685450,8196880","683630.0,718560.0,728540.0,728540.0,683630.0","RFA-HD-07-018,RFA-HD-07-018,RFA-HD-07-018,RFA-HD-07-018,RFA-HD-07-018"
9774027,m,a,"10662146,10650155,10418825,10418826,9948631","257500.0,3296000.0,3424000.0,3424000.0,3936000.0","RFA-DE-23-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001"
8808770,m,w,"8110379,7689899,7689901,7689895,7921800","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-HG-07-012,RFA-HG-07-012,RFA-HG-07-012,RFA-HG-07-012,RFA-HG-07-012"
8109692,m,w,"9668031,9759758,9435088,9454230,9540796","615000.0,615000.0,625000.0,625000.0,625000.0","RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025,RFA-AI-15-025"
8381744,m,w,"9545632,9734998,9550894,9544778,9550895","1000000.0,984000.0,1000000.0,1000000.0,1000000.0","RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
8144935,m,w,"8607516,7923126,9303160,8657854,7740112","665000.0,720000.0,665000.0,665000.0,720000.0","RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022,RFA-CA-08-022"
8382405,m,w,"8325222,7633217,7631461,7887285,7887654","1050000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-DK-06-011,RFA-DK-06-011,RFA-DK-06-011,RFA-DK-06-011,RFA-DK-06-011"
8293207,m,w,"7842600,7915725,8173713,7919801,7919800","72000.0,72000.0,72000.0,73000.0,73000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
7900934,f,w,"7901511,7904202,7808780,7596982,8126284","2190000.0,2190000.0,2190000.0,2190000.0,2100000.0","RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016,RFA-HD-06-016"
10361546,m,w,"10049383,10649738,10649720,10649711,10649703","869999.9999999999,772500.0,772500.0,772500.0,772500.0","RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004,RFA-DK-19-004"
10462583,f,w,"9350055,9346982,9351144,9350668,9350820","375000.0,375000.0,375000.0,375000.0,375000.0","RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004,RFA-RM-16-004"
8129517,f,w,"9322640,9472361,9761623,9474637,9322806","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-HD-17-015,RFA-HD-17-015,RFA-HD-17-015,RFA-HD-17-015,RFA-HD-17-015"
8461989,m,w,"7681181,8137715,7681053,7681055,8211279","292000.0,274000.0,292000.0,292000.0,280000.0","RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108,RFA-HL-06-108"
8327853,f,h,"8827590,8975120,8920538,8826956,9113565","266000.0,266000.0,266000.0,266000.0,524000.0","RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-008"
8874985,m,w,"8876871,8441156,8549873,8549875,8549871","66500.0,68500.0,67500.0,67500.0,67500.0","RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001,RFA-TW-12-001"
10608071,m,a,"7937937,8445236,8044779,8049064,8033198","360000.0,337500.0,350000.0,350000.0,350000.0","RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005,RFA-AI-08-005"
9334182,m,a,"8909880,8335387,8233772,8233901,8233840","607500.0,616500.0,630000.0,630000.0,630000.0","RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011"
10200508,m,w,"10730230,10862054,10730709,10730723,10731033","257500.0,257500.0,257500.0,257500.0,257500.0","RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001,RFA-FD-23-001"
8014554,m,a,"9001630,9001462,9001756,9512632,9699998","665000.0,665000.0,665000.0,625000.0,615000.0","RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018,RFA-AG-15-018"
10478211,m,w,"10281359,10469677,10486144,10486145,10486146","580000.0,535000.0,535000.0,535000.0,535000.0","RFA-AR-21-002,RFA-AR-21-002,RFA-AR-21-002,RFA-AR-21-002,RFA-AR-21-002"
10001477,f,w,"9982474,9316562,9983640,9347018,9785838","922500.0,937500.0,922500.0,982500.0,937500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
9774196,f,a,"7659589,7685415,7923836,7846159,7877857","876000.0,876000.0,864000.0,864000.0,864000.0","RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005,RFA-HL-07-005"
9608245,m,a,"9099681,9517603,8544963,8549929,8546294","2620000.0,2500000.0,2700000.0,2700000.0,2700000.0","RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007,RFA-AA-12-007"
8532978,m,w,"9115989,9115987,9383156,9383153,9321871","1572000.0,1572000.0,1572000.0,1572000.0,1500000.0","RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047,RFA-AI-14-047"
9567554,f,w,"10544989,10232590,10232588,10676993,10676992","515000.0,580000.0,580000.0,515000.0,515000.0","RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004,RFA-AR-21-004"
9533513,m,w,"10693406,10479896,10272350,10190663,10170545","309000.0,321000.0,348000.0,348000.0,348000.0","RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018,RFA-CA-20-018"
10159831,m,w,"10687080,9940230,9938785,9938786,9938789","1545000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012,RFA-AI-19-012"
8080929,f,a,"8826956,8920538,8975120,8827590,9133102","266000.0,266000.0,266000.0,266000.0,524000.0","RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-009,RFA-CA-14-008"
7676434,m,w,"9824335,10013122,9824342,9823754,9823598","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9490316,m,w,"10395577,10220007,10491828,10034716,10037841","214000.0,232000.0,214000.0,246000.0,246000.0","RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022,RFA-OD-19-022"
7900561,m,w,"8723808,8330274,8723806,8723809,7693735","1330000.0,1370000.0,1330000.0,1330000.0,1460000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
8878147,m,w,"9198989,8798219,9023567,8994292,8998961","312500.0,332500.0,327500.0,327500.0,327500.0","RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011,RFA-GM-14-011"
8067700,f,w,"8055489,7691794,7871063,7690813,7687896","70000.0,73000.0,73000.0,73000.0,73000.0","RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080,RFA-MH-08-080"
9197986,m,w,"8341131,8293722,8366200,8341156,8334773","205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
10887661,m,w,"10663323,9939980,10468016,10468017,10673833","561350.0,670350.0,583150.0,583150.0,561350.0","RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001,RFA-AG-20-001"
9124658,m,a,"8335387,8335390,8233901,8233840,8909880","616500.0,616500.0,630000.0,630000.0,607500.0","RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011,RFA-DK-10-011"
9421467,m,h,"9897609,9830703,10064968,10055777,9429510","398520.0,398520.0,375840.0,375840.0,405000.0","RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002,RFA-HL-18-002"
10263320,m,a,"10017222,10219251,9831503,10643990,10024060","246000.0,232000.0,246000.0,515000.0,615000.0","RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-023,RFA-AG-19-022,RFA-AG-19-022"
8103040,f,h,"10441432,10469319,10228509,10228319,9316690","856000.0,856000.0,928000.0,928000.0,1250000.0","RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-13-004"
8545808,m,w,"7932179,7693739,7693832,7693816,7693738","1440000.0,1460000.0,1460000.0,1460000.0,1460000.0","RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011,RFA-DK-07-011"
8486383,m,w,"8733202,8604913,9935976,9747383,9623982","266000.0,270000.0,276750.0,276750.0,281250.0","RFA-MH-13-091,RFA-MH-13-091,RFA-MH-18-605,RFA-MH-18-605,RFA-MH-18-605"
