APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xxxxx_o_w,APPVAL_RECS_bert-xxxxx_o_w,FOA_RECS_bert-xxxxx_o_w
10770832,f,w,"8722121,8876643,10770711,10770832,9517423","266000.0,266000.0,515000.0,515000.0,250000.0","RFA-DE-14-002,RFA-DE-14-002,RFA-DE-23-013,RFA-DE-23-013,RFA-CA-17-018"
8380026,m,w,"8436395,8926397,8734406,9136088,8545842","68500.0,66500.0,66500.0,65500.0,67500.0","RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028,RFA-DK-11-028"
10592409,f,w,"9999450,9966863,10238908,10238910,10238911","246000.0,246000.0,232000.0,232000.0,232000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
8339880,m,w,"8529444,8532795,8367812,8368840,8370150","67500.0,67500.0,68500.0,68500.0,68500.0","RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006"
9592088,m,a,"10451808,10670199,10296363,10053515,10247521","535000.0,515000.0,580000.0,615000.0,580000.0","RFA-DK-20-011,RFA-DK-20-011,RFA-DK-20-011,RFA-DK-19-007,RFA-DK-19-007"
10008967,m,w,"9076637,9145278,8621141,8621140,8621139","1310000.0,1310000.0,1350000.0,1350000.0,1350000.0","RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012,RFA-AR-13-012"
10134972,f,w,"10177830,9657079,9869047,9905327,9961457","869999.9999999999,922500.0,922500.0,922500.0,922500.0","RFA-MH-17-405,RFA-MH-17-405,RFA-MH-17-405,RFA-MH-17-405,RFA-MH-17-405"
8988958,f,b,"10173778,10434775,10660987,10660990,10660992","1739999.9999999998,1545000.0,1545000.0,1545000.0,1545000.0","RFA-ES-18-011,RFA-ES-18-011,RFA-ES-18-011,RFA-ES-18-011,RFA-ES-18-011"
8535751,m,w,"8333419,8333456,8926974,8527771,8532895","68500.0,68500.0,66500.0,67500.0,67500.0","RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006,RFA-DK-11-006"
7959773,f,w,"9977178,9766298,9977181,9977183,10197918","369000.0,369000.0,369000.0,369000.0,348000.0","RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014,RFA-RM-17-014"
8769602,m,a,"8518213,8370230,8370150,8368840,8367812","67500.0,68500.0,68500.0,68500.0,68500.0","RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006,RFA-AG-12-006"
10406304,f,w,"10744578,10744678,10743669,10251172,10693324","1030000.0,1030000.0,1030000.0,580000.0,515000.0","RFA-MH-22-190,RFA-MH-22-190,RFA-MH-22-190,RFA-CA-18-027,RFA-CA-18-027"
9987453,f,w,"9692477,9353283,9566451,9473734,9202052","615000.0,625000.0,625000.0,625000.0,655000.0","RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009,RFA-AG-16-009"
9525273,m,w,"8042885,8516448,8516452,8526362,8516451","1440000.0,1350000.0,1350000.0,1350000.0,1350000.0","RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022,RFA-AI-09-022"
10541697,m,h,"8919474,9137753,9120848,8639766,8640299","332500.0,327500.0,327500.0,337500.0,337500.0","RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007,RFA-NS-13-007"
8856535,m,w,"9024447,9507759,9291409,9229518,9081471","655000.0,625000.0,625000.0,625000.0,655000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
7886873,m,w,"10368045,10381455,10433822,10577873,10612714","428000.0,428000.0,412000.0,412000.0,412000.0","RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064,RFA-CA-19-064"
10488630,f,a,"9936112,9787107,9654946,10667123,10666871","615000.0,615000.0,625000.0,515000.0,515000.0","RFA-AG-18-024,RFA-AG-18-024,RFA-AG-18-024,RFA-AG-23-010,RFA-AG-23-010"
9137625,f,w,"9748854,9336710,9546414,9546410,9546415","184500.0,187500.0,187500.0,187500.0,187500.0","RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023,RFA-FD-15-023"
8085924,m,w,"10747205,10618170,10662202,10611393,10398977","123600.0,128750.0,128750.0,128750.0,133750.0","RFA-HD-23-027,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010,RFA-HD-21-010"
9485284,m,w,"8702454,8856283,9102130,9476791,8867550","2992500.0,2992500.0,2947500.0,2812500.0,2992500.0","RFA-GM-14-002,RFA-GM-14-002,RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001"
8070326,m,w,"9547253,9363390,9363556,9363776,9362124","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034,RFA-AI-16-034"
8068031,f,w,"9828287,10568999,10589039,10589049,10593893","615000.0,515000.0,515000.0,515000.0,515000.0","RFA-MD-18-012,RFA-MD-18-012,RFA-MD-18-012,RFA-MD-18-012,RFA-MD-18-012"
9961343,m,w,"9476678,9477813,9476554,9476618,9478515","468750.0,468750.0,468750.0,468750.0,468750.0","RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005,RFA-FD-17-005"
8870884,m,h,"10740364,10630593,10631646,10707213,10266856","515000.0,535000.0,515000.0,515000.0,580000.0","RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-22-008,RFA-MD-20-008"
9150566,m,w,"9246536,9676314,9669041,8912671,8913347","116680.0,114813.12,114813.12,124147.52,124147.52","RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004,RFA-ES-14-004"
10478136,m,w,"7616961,8379002,7938718,8144938,8144939","1825000.0,1712500.0000000002,1800000.0,1800000.0,1750000.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
10343347,m,w,"10569619,10343347,10347760,10348223,10557171","772500.0,802500.0,802500.0,802500.0,772500.0","RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064"
8309064,f,w,"7892345,7892342,7647927,7892460,7892459","1095000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
10744343,f,a,"8722152,8719655,8792844,8845185,8828160","266000.0,266000.0,266000.0,266000.0,266000.0","RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006,RFA-DA-14-006"
10116708,f,w,"8114132,8307828,8321526,8307476,7691241","350000.0,342500.0,342500.0,342500.0,365000.0","RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002,RFA-HL-08-002"
9080334,m,w,"8532646,8186756,8158771,8187074,8187076","540000.0,560000.0,560000.0,560000.0,560000.0","RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011,RFA-AR-11-011"
7959811,f,h,"8516139,8516143,8414961,8414504,8415401","337500.0,337500.0,342500.0,342500.0,342500.0","RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001"
9114017,m,h,"10589805,10589821,10599207,10599210,10599216","1030000.0,1030000.0,1030000.0,1030000.0,1030000.0","RFA-AI-20-078,RFA-AI-20-078,RFA-AI-20-078,RFA-AI-20-078,RFA-AI-20-078"
8380038,m,w,"8299147,7683197,7682254,7925156,7925167","342500.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003"
8468754,f,w,"8722017,8874272,8368195,9534826,8724107","332500.0,332500.0,342500.0,312500.0,337500.0","RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032,RFA-HL-12-032"
7737637,m,w,"8471051,8478035,8513900,8248824,8130799","202500.0,202500.0,202500.0,210000.0,210000.0","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
8664703,m,w,"7961500,8364986,7878899,7878905,7878910","3406666.18,3266666.2,3406666.18,3406666.18,3406666.18","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
8377171,m,w,"7848533,8079051,7640704,7673872,7912418","292000.0,350000.0,365000.0,365000.0,365000.0","RFA-NS-07-002,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
8130689,m,w,"7900021,7905611,8534174,8534170,8534155","2880000.0,2920000.0,2700000.0,2700000.0,2700000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
10495240,m,w,"8813609,9211357,8431983,9010966,8607976","664998.67,624998.75,674998.65,654998.6900000001,664998.67","RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206,RFA-HD-12-206"
9787108,m,w,"10514064,10701771,10044272,10044328,10412111","535000.0,515000.0,307500.0,307500.0,267500.0","RFA-AG-22-019,RFA-AG-22-019,RFA-AG-20-025,RFA-AG-20-025,RFA-AG-20-025"
8036022,m,w,"9380901,10134686,9380807,9380827,9380810","250000.0,246000.0,250000.0,250000.0,250000.0","RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050,RFA-AI-16-050"
10359813,m,w,"10576751,9053720,9921573,9531467,9972970","1030000.0,1330000.0,1230000.0,1250000.0,1160000.0","RFA-NS-21-023,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006,RFA-NS-15-006"
9753241,m,w,"9325332,9755431,9755427,9755429,9118222","875000.0,861000.0,861000.0,861000.0,917000.0","RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008,RFA-ES-14-008"
8659443,m,w,"8451501,8828203,8838133,8829844,8829835","2430000.0,2394000.0,2394000.0,2394000.0,2394000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
9706081,f,a,"9568823,9569726,9429358,9430880,10250422","62500.0,62500.0,62500.0,62500.0,580000.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-AG-19-007"
8698446,m,w,"10172736,10159974,10131848,10131254,10125006","6525000.0,6525000.0,6525000.0,6525000.0,6525000.0","RFA-HL-19-015,RFA-HL-19-015,RFA-HL-19-015,RFA-HL-19-015,RFA-HL-19-015"
9571058,m,h,"10445530,10814010,9546829,9151629,9344670","321000.0,309000.0,187500.0,196500.0,187500.0","RFA-DE-22-002,RFA-DE-22-002,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
9527838,m,w,"9826629,9896487,9897091,9985200,10016163","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9994751,m,w,"7741997,8091224,8091253,7903076,8323482","365000.0,350000.0,350000.0,360000.0,342500.0","RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007,RFA-GM-09-007"
10216205,m,w,"9544131,9391453,9543458,9527795,9752985","500000.0,500000.0,500000.0,500000.0,492000.0","RFA-RM-16-022,RFA-RM-16-022,RFA-RM-16-022,RFA-RM-16-022,RFA-RM-16-022"
9355575,m,w,"9194191,9567510,9347270,9337096,9368956","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007"
8874375,m,w,"10683209,10480947,10480955,10480956,10480957","412000.0,428000.0,428000.0,428000.0,428000.0","RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002,RFA-DK-20-002"
8132845,m,w,"7924097,8119527,7925698,7925696,7925695","2190000.0,2160000.0,2190000.0,2190000.0,2190000.0","RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003,RFA-NS-06-003"
9561922,m,w,"9994219,9785374,9670299,9670338,9668787","307500.0,307500.0,312500.0,312500.0,312500.0","RFA-AT-18-003,RFA-AT-18-003,RFA-AT-18-003,RFA-AT-18-003,RFA-AT-18-003"
8710052,m,w,"8710076,8134460,7984287,7984290,7984294","4256000.0,4480000.0,4608000.0,4608000.0,4608000.0","RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012,RFA-CA-09-012"
10116392,f,w,"9783372,9783397,10679006,9024533,9455720","276750.0,276750.0,1030000.0,491250.0,468750.0","RFA-ES-18-008,RFA-ES-18-008,RFA-ES-20-016,RFA-ES-13-013,RFA-ES-13-013"
9552433,m,b,"9741140,9736482,9736477,9736476,9386343","307500.0,307500.0,307500.0,307500.0,312500.0","RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016,RFA-RM-16-016"
8907762,m,h,"8926950,8549106,8926945,8545436,8466673","332500.0,337500.0,332500.0,342500.0,342500.0","RFA-DK-11-032,RFA-DK-11-032,RFA-DK-11-032,RFA-DK-11-032,RFA-DK-11-032"
7691839,f,w,"10475730,10254298,10037863,10037910,10242850","267500.0,290000.0,307500.0,307500.0,290000.0","RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003,RFA-RM-19-003"
7914250,m,w,"8266001,8034232,8260815,7895699,7906698","1096000.0,1120000.0,1096000.0,1152000.0,1152000.0","RFA-AI-07-006,RFA-AI-07-006,RFA-AI-07-006,RFA-AI-07-006,RFA-AI-07-006"
8903741,f,w,"8919190,8793022,9124626,9124628,9124623","9975000.0,9975000.0,9825000.0,9825000.0,9825000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
10207339,m,a,"9997766,10003116,9539177,9544774,9778694","307500.0,307500.0,312500.0,312500.0,307500.0","RFA-AA-16-003,RFA-AA-16-003,RFA-AA-16-003,RFA-AA-16-003,RFA-AA-16-003"
10302868,f,w,"10275726,10662502,10480007,10489744,10493321","580000.0,515000.0,535000.0,535000.0,535000.0","RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011,RFA-AG-21-011"
8070452,m,w,"8706767,8486379,8115993,8508841,8292223","1596000.0,1620000.0,1680000.0,1620000.0,1644000.0000000002","RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030,RFA-AI-09-030"
9551105,m,w,"8936252,9085428,9085433,9085430,9085429","332500.0,327500.0,327500.0,327500.0,327500.0","RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011,RFA-NS-14-011"
10223141,f,w,"8051577,7934182,7778302,7777816,7803676","560000.0,584000.0,576000.0,576000.0,576000.0","RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014"
10573185,m,w,"8927908,9513717,8927904,8927819,8927806","498750.0,468750.0,498750.0,498750.0,498750.0","RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006,RFA-ES-14-006"
9257399,f,w,"9062195,9062050,9062052,9062026,9062182","10640000.0,10640000.0,10640000.0,10640000.0,10640000.0","RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009,RFA-ES-15-009"
8518235,f,w,"9683777,9266296,9459829,9462040,9674383","184500.0,187500.0,187500.0,187500.0,184500.0","RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019,RFA-AI-15-019"
8318381,m,w,"9983137,9297422,9718273,9553858,9041666","169740.0,172500.0,169740.0,172500.0,327500.0","RFA-HL-17-003,RFA-HL-17-003,RFA-HL-17-003,RFA-HL-17-003,RFA-HL-12-027"
9071539,m,w,"9071599,9491864,9072264,9052201,9116910","655000.0,625000.0,655000.0,655000.0,655000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
8120588,m,w,"9323489,9757795,9563295,8990689,9105753","1375000.0,1353000.0,1375000.0,1463000.0,1441000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
9548127,m,w,"8733071,8379372,8379379,8381878,8338918","997500.0,1027500.0,1027500.0,1027500.0,1027500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
7858033,m,w,"8141235,8320216,7932712,7789192,8536794","700000.0,685000.0,720000.0,730000.0,675000.0","RFA-DK-09-004,RFA-DK-09-004,RFA-DK-09-004,RFA-DK-09-004,RFA-DK-09-004"
7691735,f,w,"8463821,7612596,8294796,8655990,8128165","337500.0,365000.0,342500.0,337500.0,360000.0","RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022"
8789173,m,h,"8135509,8067876,8081093,8072164,8072163","1368000.0,1368000.0,1368000.0,1368000.0,1368000.0","RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002,RFA-MD-06-002"
9527152,m,a,"8857464,8829218,8691778,8743206,8723828","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008,RFA-ES-12-008"
10217030,f,w,"9747383,9623982,9935976,8330544,8456143","276750.0,281250.0,276750.0,308250.0,303750.0","RFA-MH-18-605,RFA-MH-18-605,RFA-MH-18-605,RFA-MH-12-061,RFA-MH-12-061"
10104482,m,a,"9213339,8509163,9000120,8617223,8794412","937500.0,1012500.0,982500.0,997500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
8787984,m,w,"9754751,9323279,8726596,8726588,8726592","3997500.0,4062500.0,4322500.0,4322500.0,4322500.0","RFA-AI-12-045,RFA-AI-12-045,RFA-AI-12-045,RFA-AI-12-045,RFA-AI-12-045"
7921782,f,b,"8728671,8261797,8261827,8527853,8521390","399000.0,420000.0,420000.0,405000.0,405000.0","RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006,RFA-NR-11-006"
9222148,f,w,"10360627,10441141,10130852,10130746,10130683","533930.0,533930.0,578840.0,578840.0,578840.0","RFA-CA-20-032,RFA-CA-20-032,RFA-CA-20-032,RFA-CA-20-032,RFA-CA-20-032"
9674467,m,w,"7935432,7838126,8391026,7932180,7840740","1008000.0,1022000.0,959000.0,1008000.0,1022000.0","RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005,RFA-ES-09-005"
9273611,m,w,"7931877,7941591,7730549,7729699,7729700","1130400.0,1146100.0,1146100.0,1146100.0,1146100.0","RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009,RFA-AG-09-009"
10480740,m,w,"9751651,8990195,9742995,9742998,9745313","387450.0,418950.0,387450.0,387450.0,387450.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
10361543,f,h,"8268140,8288323,8140620,8011156,7845013","479500.00000000006,479500.00000000006,504000.0,504000.0,504000.0","RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018,RFA-DK-06-018"
10241405,m,w,"8102115,8365140,8101299,8365135,8365136","7000000.0,7000000.0,7000000.0,7000000.0,7000000.0","RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004,RFA-RM-09-004"
8300031,f,w,"8626530,8627734,8627293,8627453,7659613","337500.0,337500.0,337500.0,337500.0,219000.0","RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-DK-12-025,RFA-AR-06-006"
9339325,f,h,"9344541,9307178,9339321,9236031,9111591","12500.0,13100.0,468750.0,491250.0,498750.0","RFA-FD-16-039,RFA-FD-16-039,RFA-FD-15-020,RFA-FD-15-020,RFA-FD-15-020"
8814164,m,w,"9034536,8617224,9039523,8627110,8717583","393000.0,399000.0,393000.0,399000.0,399000.0","RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020,RFA-AI-12-020"
7924122,f,w,"9288124,9491692,9485315,9730345,9724341","437500.0,437500.0,437500.0,430500.0,430500.0","RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023,RFA-AI-15-023"
9672444,f,h,"10179394,9566197,9552850,9560824,9562090","869999.9999999999,937500.0,937500.0,937500.0,937500.0","RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008,RFA-ES-16-008"
8672569,m,w,"7903243,8089472,7893000,7892997,7903245","1095000.0,1080000.0,1095000.0,1095000.0,1095000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
9688831,f,w,"9145734,9536057,8992199,8991741,8989901","458500.0,437500.0,465500.0,465500.0,465500.0","RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001,RFA-OD-15-001"
10374944,m,w,"10317124,10126937,10308509,10308532,10312824","214000.0,232000.0,214000.0,214000.0,214000.0","RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065,RFA-AI-19-065"
10208856,m,h,"9787431,10646456,9634236,9634325,9787447","799500.0,669500.0,812500.0,812500.0,799500.0","RFA-DE-18-011,RFA-DE-18-011,RFA-DE-18-011,RFA-DE-18-011,RFA-DE-18-011"
10197904,m,a,"7907198,7898576,7911837,7669343,7645172","438000.0,432000.0,432000.0,438000.0,438000.0","RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003,RFA-AG-06-003"
8520046,m,w,"10747205,8846380,9127816,9349358,9341001","123600.0,931000.0,917000.0,875000.0,875000.0","RFA-HD-23-027,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
9332366,f,w,"10233980,10482364,10018854,10018848,10009324","290000.0,267500.0,307500.0,307500.0,307500.0","RFA-DK-18-507,RFA-DK-18-507,RFA-DK-18-507,RFA-DK-18-507,RFA-DK-18-507"
8920545,m,w,"10234154,10234116,10234155,10470779,9994979","290000.0,290000.0,290000.0,267500.0,307500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
10013563,m,w,"9312392,8767346,8768514,8768204,8768959","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002,RFA-TW-13-002"
7778742,m,w,"8448741,8376602,7835846,7813980,8051612","1012500.0,1027500.0,1080000.0,1080000.0,1080000.0","RFA-DK-07-010,RFA-DK-07-010,RFA-DK-07-010,RFA-DK-07-010,RFA-DK-07-010"
8849042,m,w,"9352734,9762762,9762767,9762768,9762770","1375000.0,1353000.0,1353000.0,1353000.0,1353000.0","RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018,RFA-AG-16-018"
8879187,f,b,"9565173,9323560,9319794,8997390,8997188","312500.0,312500.0,312500.0,332500.0,332500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
9612492,m,w,"9318375,9318378,9747175,9747174,9747168","250000.0,250000.0,246000.0,246000.0,246000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"7905549,7905545,8534173,8534175,8534178","2920000.0,2920000.0,2700000.0,2700000.0,2700000.0","RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009,RFA-GM-09-009"
8920695,m,h,"8065808,8548291,8294991,8381984,8378016","180000.0,168750.0,171250.0,171250.0,171250.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
10245896,m,a,"9546697,9732473,9391161,9753179,9532809","250000.0,246000.0,250000.0,246000.0,250000.0","RFA-RM-16-023,RFA-RM-16-023,RFA-RM-16-023,RFA-RM-16-023,RFA-RM-16-023"
7573426,m,w,"8277997,7640190,8470154,7792370,8073974","685000.0,730000.0,675000.0,720000.0,700000.0","RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003,RFA-DC-08-003"
7656696,m,h,"8091299,8100412,7881657,7870450,7932947","350000.0,342500.0,360000.0,360000.0,360000.0","RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005,RFA-GM-06-005"
8376563,m,w,"7666407,7921579,7667013,8091331,8103046","584000.0,576000.0,584000.0,560000.0,560000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
9100656,m,h,"9357870,9950980,9978692,10183147,10202410","937500.0,922500.0,922500.0,869999.9999999999,869999.9999999999","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
9067860,m,w,"10416105,9282402,9756828,9312275,9999293","1160000.0,1250000.0,1250000.0,1250000.0,1230000.0","RFA-CA-15-001,RFA-CA-15-001,RFA-CA-15-001,RFA-CA-15-001,RFA-CA-15-001"
10439933,f,w,"9337415,10248653,9145163,9149175,9145167","625000.0,615000.0,655000.0,655000.0,655000.0","RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010"
9893850,f,w,"10361516,9950456,10576343,10126805,7487362","802500.0,922500.0,772500.0,869999.9999999999,292000.0","RFA-AI-19-011,RFA-AI-19-011,RFA-AI-19-011,RFA-AI-19-011,RFA-AI-07-008"
9852507,f,w,"10181073,10381616,9657864,9765394,9657400","406000.0,374500.0,437500.0,430500.0,437500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
7750586,m,w,"9437665,9020204,9011505,9214310,9222699","187500.0,196500.0,196500.0,187500.0,187500.0","RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006,RFA-AI-14-006"
9752514,m,w,"8733671,9115847,8899497,8899500,8912165","997500.0,997500.0,997500.0,997500.0,997500.0","RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008,RFA-DK-12-008"
9547256,m,w,"7914917,8099459,8115230,7684588,7918038","1460000.0,1400000.0,1400000.0,1460000.0,1460000.0","RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018"
10691911,m,w,"9413678,10477015,10232259,10232258,10232256","625000.0,535000.0,580000.0,580000.0,580000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
9989552,m,w,"10688715,10688981,7665450,7665545,7661539","284038.98,284038.98,365000.0,365000.0,365000.0","RFA-CA-22-017,RFA-CA-22-017,RFA-EB-06-003,RFA-EB-06-003,RFA-EB-06-003"
8365163,m,w,"7901208,7942379,7919904,7890423,7890563","6935000.0,6935000.0,6935000.0,6935000.0,6935000.0","RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007,RFA-RM-07-007"
