APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-base(para)_p_wi,APPVAL_RECS_bert-base(para)_p_wi,FOA_RECS_bert-base(para)_p_wi
9071539,m,w,"9810634,10664097,10000031,9810621,10004163","615000.0,535000.0,615000.0,615000.0,615000.0","RFA-RM-18-023,RFA-RM-18-023,RFA-RM-18-023,RFA-RM-18-023,RFA-RM-18-023"
8120588,m,w,"9757795,9105753,9323489,9563295,8990689","1353000.0,1441000.0,1375000.0,1375000.0,1463000.0","RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027,RFA-HD-15-027"
9548127,m,w,"9355673,9355689,9998687,9998689,9998690","1000000.0,1000000.0,984000.0,984000.0,984000.0","RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013,RFA-HD-16-013"
7858033,m,w,"7883988,7935386,7935390,7935371,7935378","182500.0,180000.0,180000.0,180000.0,180000.0","RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008,RFA-MD-09-008"
7691735,f,w,"7613201,8463821,8655990,8294796,8288249","365000.0,337500.0,337500.0,342500.0,342500.0","RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022,RFA-HD-07-022"
8789173,m,h,"9569301,10204736,10207300,10207299,10207298","625000.0,580000.0,580000.0,580000.0,580000.0","RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003,RFA-MD-17-003"
9527152,m,a,"8889473,8829829,8450237,8450250,8450234","2394000.0,2394000.0,2430000.0,2430000.0,2430000.0","RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012,RFA-ES-09-012"
10217030,f,w,"7692915,7851204,7588504,7586325,7692272","730000.0,720000.0,730000.0,730000.0,730000.0","RFA-DA-08-008,RFA-DA-08-008,RFA-DA-08-008,RFA-DA-08-008,RFA-DA-08-008"
10104482,m,a,"8899033,9052831,9254597,9249497,9254596","1995000.0,1965000.0,1875000.0,1875000.0,1875000.0","RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004,RFA-AI-14-004"
8787984,m,w,"10271485,10665018,10268803,10268802,10907961","2088000.0,1854000.0,2088000.0,2088000.0,1854000.0","RFA-AI-20-020,RFA-AI-20-020,RFA-AI-20-020,RFA-AI-20-020,RFA-AI-20-020"
7921782,f,b,"10197188,9514219,10197193,10198994,10435744","522000.0,562500.0,522000.0,522000.0,522000.0","RFA-HL-16-010,RFA-HL-16-010,RFA-HL-16-010,RFA-HL-16-010,RFA-HL-16-010"
9222148,f,w,"10543752,10307397,10533765,10306992,10307277","515000.0,535000.0,515000.0,535000.0,535000.0","RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001,RFA-ES-20-001"
9674467,m,w,"8514609,8514610,8335408,8335406,8229848","270000.0,270000.0,274000.0,274000.0,280000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
9273611,m,w,"9437827,9215356,9213709,9420639,9933610","250000.0,250000.0,250000.0,250000.0,369000.0","RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-MH-17-150,RFA-OD-19-011"
10480740,m,w,"9113419,9111952,9313136,9308735,9301391","412650.0,412650.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
10361543,f,h,"9070602,8334776,8334771,8366200,8341156","196500.0,205500.00000000003,205500.00000000003,205500.00000000003,205500.00000000003","RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003,RFA-DK-11-003"
10241405,m,w,"7664567,8502258,8699771,8891517,8502255","937320.0,1620000.0,1596000.0,1596000.0,1620000.0","RFA-RM-05-015,RFA-EB-11-002,RFA-EB-11-002,RFA-EB-11-002,RFA-EB-11-002"
8300031,f,w,"10707113,10708037,10707451,10707288,10707267","386250.0,386250.0,386250.0,386250.0,386250.0","RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022,RFA-DK-21-022"
9339325,f,h,"9344536,9274534,8896904,8691234,8691359","375000.0,393000.0,399000.0,405000.0,405000.0","RFA-FD-16-032,RFA-FD-16-032,RFA-FD-13-006,RFA-FD-13-006,RFA-FD-13-006"
8814164,m,w,"8676650,8474232,8608996,8642136,8627542","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017,RFA-AI-12-017"
7924122,f,w,"10576335,10400905,10216086,10215763,10214949","772500.0,802500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028,RFA-AI-20-028"
9672444,f,h,"9904642,10146375,10140359,10142468,10142470","1230000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003,RFA-ES-17-003"
8672569,m,w,"8088171,8092629,8097322,8097323,8097324","1080000.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010,RFA-AG-05-010"
9688831,f,w,"10213172,10213169,10225534,10225533,10225532","1160000.0,1160000.0,1160000.0,1160000.0,1160000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
10374944,m,w,"9266293,9485285,9927572,9691117,9691120","20625000.0,20625000.0,20295000.0,20295000.0,20295000.0","RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016,RFA-AI-14-016"
10208856,m,h,"10454305,9748489,9938321,9573423,9729921","267500.0,307500.0,307500.0,312500.0,312500.0","RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005"
10197904,m,a,"9336385,9352415,8813276,8927633,9552803","1310000.0,1310000.0,1330000.0,1330000.0,1250000.0","RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013,RFA-DK-13-013"
8520046,m,w,"8707506,8149823,8460650,8330158,8308626","997500.0,1050000.0,1027500.0,1027500.0,1027500.0","RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004,RFA-HD-09-004"
9332366,f,w,"8774782,9333357,9733435,9548214,8774723","299250.0,281250.0,281250.0,281250.0,299250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"7693776,8330951,7928725,7928728,7928729","730000.0,685000.0,720000.0,720000.0,720000.0","RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012,RFA-DK-07-012"
10013563,m,w,"9607832,9608524,9607047,9607667,9606262","250000.0,250000.0,250000.0,250000.0,250000.0","RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028"
7778742,m,w,"7683100,7686303,7683733,7658743,7939044","365000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003,RFA-RM-07-003"
8849042,m,w,"10436131,10650397,10437117,10727881,10723148","267500.0,257500.0,267500.0,515000.0,515000.0","RFA-AG-22-012,RFA-AG-22-012,RFA-AG-22-012,RFA-AG-23-024,RFA-AG-23-024"
8879187,f,b,"9145766,9323560,9565173,9319794,8997390","327500.0,312500.0,312500.0,312500.0,332500.0","RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024,RFA-HL-15-024"
9612492,m,w,"10705854,10705855,10540962,10541708,10541710","206000.0,206000.0,214000.0,214000.0,214000.0","RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015,RFA-AA-21-015"
7903428,f,w,"9920755,9732346,9733632,10162635,9967605","492000.0,492000.0,492000.0,464000.0,492000.0","RFA-HG-18-002,RFA-HG-18-002,RFA-HG-18-002,RFA-HG-18-002,RFA-HG-18-002"
8920695,m,h,"8378013,8068508,8068504,8068502,8060721","171250.0,180000.0,180000.0,180000.0,180000.0","RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503,RFA-CA-10-503"
10245896,m,a,"10664097,10228031,10619032,9810901,9810634","535000.0,580000.0,535000.0,615000.0,615000.0","RFA-RM-18-023,RFA-RM-18-023,RFA-RM-18-023,RFA-RM-18-023,RFA-RM-18-023"
7573426,m,w,"8795862,8181198,8179855,8677869,8667522","405000.0,420000.0,420000.0,399000.0,405000.0","RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002,RFA-DC-11-002"
7656696,m,h,"9303203,9731221,9295857,9303204,9150655","250000.0,246000.0,250000.0,250000.0,262000.0","RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005,RFA-MD-15-005"
8376563,m,w,"10128522,9985371,10249327,9987210,7677674","464000.0,492000.0,464000.0,492000.0,584000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-AR-08-002"
9100656,m,h,"8434537,8056668,8636392,8663177,7902985","685000.0,700000.0,665000.0,665000.0,720000.0","RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016,RFA-AI-09-016"
9067860,m,w,"7677468,7684191,7591814,7617659,7846929","1095000.0,292000.0,292000.0,292000.0,255500.0","RFA-CA-07-044,RFA-CA-07-037,RFA-CA-07-037,RFA-CA-07-037,RFA-CA-07-022"
10439933,f,w,"8137663,8314113,7897686,7901149,8113184","560000.0,548000.0,576000.0,576000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9893850,f,w,"9616809,9588477,9191342,9198478,9186484","369000.0,375000.0,375000.0,375000.0,375000.0","RFA-AI-14-062,RFA-AI-14-062,RFA-AI-14-062,RFA-AI-14-062,RFA-AI-14-062"
9852507,f,w,"9901363,10141077,9783891,9654469,10180770","553500.0,522000.0,553500.0,562500.0,553500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"10304202,10156146,10299633,10305688,10308105","214000.0,232000.0,214000.0,214000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
9752514,m,w,"8385055,8529522,8433638,8433636,8433280","1027500.0,1012500.0,1027500.0,1027500.0,1027500.0","RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008,RFA-DK-11-008"
9547256,m,w,"8099459,8078843,7936907,7928080,7918039","1400000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018,RFA-AI-06-018"
10691911,m,w,"9897929,9897908,10462624,10214771,10683143","492000.0,492000.0,428000.0,492000.0,412000.0","RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028,RFA-AR-19-028"
9989552,m,w,"10305132,10694182,10695223,10695224,10695227","348000.0,309000.0,309000.0,309000.0,309000.0","RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047,RFA-CA-20-047"
8365163,m,w,"7880949,7929006,8173847,8173848,8365179","72000.0,72000.0,72000.0,72000.0,70000.0","RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
7905197,m,w,"7694268,8120744,7932231,7694326,7694311","1752000.0,1680000.0,1752000.0,1752000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"9022397,9433601,8892604,9223662,9673609","1310000.0,1250000.0,1330000.0,1250000.0,1230000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
8056801,f,w,"9821890,9936155,9824342,9824335,9823754","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025,RFA-AI-18-025"
9475082,f,w,"9752994,9475070,9900762,9886220,9886217","1845000.0,1875000.0,1845000.0,1845000.0,1845000.0","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
7797602,f,b,"7679337,7667057,8403385,8398911,8392983","73000.0,73000.0,67500.0,67500.0,67500.0","RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006"
8691551,m,w,"9395915,10056253,8990854,8848554,9609523","1625000.0,1599000.0,1703000.0,1729000.0,1599000.0","RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020"
7658237,m,w,"9246760,9832193,9394797,9646359,9246899","62500.0,61500.0,62500.0,61500.0,62500.0","RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011,RFA-RM-15-011"
8375469,f,w,"8468639,8301973,8301258,8301242,8302155","405000.0,411000.00000000006,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"9607832,9751398,9606262,9606201,9607756","250000.0,246000.0,250000.0,250000.0,250000.0","RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028,RFA-RM-17-028"
8659423,m,w,"8335408,8229848,8229227,8514610,8514609","274000.0,280000.0,280000.0,270000.0,270000.0","RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005,RFA-ES-11-005"
9978601,m,w,"10200658,10221573,9681835,9683772,9683076","406000.0,406000.0,437500.0,437500.0,437500.0","RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030"
8399839,m,w,"9944529,9351177,9548075,9178478,10176782","615000.0,625000.0,625000.0,655000.0,615000.0","RFA-DK-15-015,RFA-DK-15-015,RFA-DK-15-015,RFA-DK-15-015,RFA-DK-15-015"
9565766,m,w,"9687969,10162594,10390325,10392362,10392363","1230000.0,1160000.0,1070000.0,1070000.0,1070000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9317706,f,w,"7683038,7673736,7617895,7672271,8144889","365000.0,365000.0,365000.0,365000.0,350000.0","RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-05-028,RFA-AI-08-011"
9514768,f,w,"10621613,9301426,9170162,9170163,9170579","437750.0,1000000.0,1048000.0,1048000.0,1048000.0","RFA-AG-23-006,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011,RFA-AG-16-011"
9550778,m,b,"8928707,9503156,9248530,8928948,8928961","665000.0,625000.0,665000.0,665000.0,665000.0","RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010"
8066691,m,h,"7943004,7935205,7782591,7779493,7943002","216000.0,216000.0,219000.0,219000.0,216000.0","RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003,RFA-NS-09-003"
9414391,m,w,"8758050,10666025,10666871,10667123,9784662","332500.0,515000.0,515000.0,515000.0,625000.0","RFA-AG-14-012,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-18-025"
9608711,m,w,"10440817,10689666,10815147,10815392,10689266","240750.0,231750.0,206000.0,206000.0,4017000.0","RFA-MH-21-188,RFA-MH-21-188,RFA-MH-23-116,RFA-MH-23-116,RFA-MH-21-110"
10404437,m,w,"8883372,8705391,8526374,8499258,8883375","532000.0,532000.0,540000.0,540000.0,532000.0","RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010,RFA-AR-11-010"
9522003,m,w,"10658587,10837461,10837481,9893680,9894579","103000.0,412000.0,412000.0,246000.0,246000.0","RFA-OD-22-008,RFA-FD-23-028,RFA-FD-23-028,RFA-OD-19-015,RFA-OD-19-015"
9263859,f,w,"8449639,8458092,7624798,7624799,7624801","1370000.0,1350000.0,1460000.0,1460000.0,1460000.0","RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001"
10525192,f,w,"8309338,8314113,7693834,7691805,8137663","548000.0,548000.0,584000.0,584000.0,560000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8790574,m,h,"8102087,8548630,8103221,8101977,7649409","770000.0,753500.0000000001,770000.0,770000.0,803000.0","RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008"
9644048,f,a,"9874247,9667308,10456915,9995018,9674154","615000.0,625000.0,535000.0,615000.0,615000.0","RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038,RFA-DK-17-038"
8461242,f,w,"8516057,8514011,8513366,8501555,8513364","2025000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
9085450,m,w,"8720557,8464687,8526224,8320789,8316157","1330000.0,1350000.0,1350000.0,1370000.0,1370000.0","RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101,RFA-HD-11-101"
7941872,m,w,"7676200,7692314,7686950,7684197,7686908","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005,RFA-CA-08-005"
8894056,m,w,"8443447,8509323,7652417,7921324,8255249","1068600.0,1068600.0,1138800.0,1138800.0,1092000.0","RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015,RFA-HG-07-015"
9052094,f,w,"9782700,9390021,9562020,9562023,9548539","4305000.0,4375000.0,4375000.0,4375000.0,4375000.0","RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014,RFA-AG-16-014"
9985190,m,b,"10586094,10569619,10557171,10348223,10347760","772500.0,772500.0,772500.0,802500.0,802500.0","RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064,RFA-AI-20-064"
9352740,m,w,"10200658,10221573,9681835,9683772,9683076","406000.0,406000.0,437500.0,437500.0,437500.0","RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030"
8690906,m,w,"8072322,8076829,7795088,7798156,7798143","720000.0,700000.0,720000.0,720000.0,720000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
9557571,f,w,"9492375,9345587,9348406,9341014,9345582","875000.0,875000.0,875000.0,875000.0,875000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
8377944,m,w,"8664185,7640704,8136500,8044806,8079051","350000.0,365000.0,350000.0,350000.0,350000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"8471675,9057986,8880149,8850252,8874159","1012500.0,982500.0,997500.0,997500.0,997500.0","RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010"
8284352,m,h,"10673590,10168669,10468871,9944689,9979986","5150000.0,5350000.0,5350000.0,6150000.0,6150000.0","RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018,RFA-NS-18-018"
7764313,f,w,"10703733,10703789,8134989,8380430,8381152","515000.0,515000.0,489600.0,465800.00000000006,465800.00000000006","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10499403,m,w,"9709261,9936250,10199548,9980374,9980373","184500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8337273,m,w,"7940940,7790111,7790369,7937953,7940939","288000.0,292000.0,292000.0,288000.0,288000.0","RFA-RR-09-004,RFA-RR-09-004,RFA-RR-09-004,RFA-RR-09-004,RFA-RR-09-004"
8707989,f,w,"8074528,7586363,8035283,8043666,8118445","700000.0,730000.0,700000.0,700000.0,700000.0","RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006,RFA-CA-08-006"
8231456,m,h,"8438460,8440332,8440346,8438450,8440339","837000.0,837000.0,837000.0,837000.0,837000.0","RFA-DK-08-504,RFA-DK-08-504,RFA-DK-08-504,RFA-DK-08-504,RFA-DK-08-504"
8642228,m,w,"7928193,7742417,8137035,8721907,7922532","288000.0,292000.0,350000.0,332500.0,360000.0","RFA-CA-08-025,RFA-CA-08-025,RFA-CA-08-024,RFA-CA-08-024,RFA-CA-08-024"
9096099,f,w,"7741625,7921467,7928268,7921007,7914148","292000.0,288000.0,288000.0,288000.0,288000.0","RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023,RFA-CA-08-023"
9207637,f,w,"8539324,8022167,8033914,8033913,8033912","2055000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8440888,m,w,"9738982,9732844,9899912,9902296,9902298","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
10065441,m,w,"10316144,10315914,10313728,10810993,10472632","232000.0,232000.0,232000.0,214000.0,214000.0","RFA-HD-21-030,RFA-HD-21-030,RFA-HD-21-030,RFA-HD-21-030,RFA-HD-21-030"
10622128,f,w,"8492009,8523178,8683071,8712342,8712344","1485000.0,1485000.0,1463000.0,1463000.0,1463000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
9815293,f,w,"9496938,9753568,10229378,10009332,10468020","1250000.0,1230000.0,1160000.0,1230000.0,1070000.0","RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019"
10003455,m,w,"9051168,9150569,8017048,8147710,8143485","266000.0,262000.0,360000.0,350000.0,350000.0","RFA-RM-15-002,RFA-RM-15-002,RFA-RM-09-022,RFA-RM-09-022,RFA-RM-09-022"
10700012,m,a,"7913445,7658288,8112748,8105319,8085918","1606000.0,1606000.0,1540000.0,1540000.0,1540000.0","RFA-HG-07-014,RFA-HG-07-014,RFA-HG-07-014,RFA-HG-07-014,RFA-HG-07-014"
9546849,m,w,"10198354,10605345,10650032,10648773,10623213","580000.0,515000.0,515000.0,515000.0,515000.0","RFA-MH-20-525,RFA-MH-20-525,RFA-MH-20-525,RFA-MH-20-525,RFA-MH-20-525"
10406901,f,w,"9355571,9347271,9194192,9336089,9337098","250000.0,250000.0,262000.0,250000.0,250000.0","RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007,RFA-CA-15-007"
8210201,m,w,"7662434,7666099,7678381,8697158,8563631","584000.0,584000.0,584000.0,1064000.0,1080000.0","RFA-DA-05-006,RFA-DA-05-006,RFA-DA-05-006,RFA-NS-13-003,RFA-NS-13-003"
10155547,m,w,"10754746,10754809,10829011,10828978,10828675","59740.0,59740.0,59740.0,59740.0,59740.0","RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012,RFA-NS-21-012"
10380652,f,w,"7869229,7919244,7652440,7682310,7926024","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
8328121,m,w,"9542905,9350178,9534383,9557074,9545517","1562500.0,1562500.0,1562500.0,1562500.0,1562500.0","RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002,RFA-TR-13-002"
9728688,f,w,"10440593,10163049,10403593,10427219,10427336","986000.0,986000.0,909500.0,909500.0,909500.0","RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028"
9762768,f,a,"10265509,10093706,10475062,9810399,9810400","290000.0,307500.0,535000.0,615000.0,615000.0","RFA-AG-20-038,RFA-AG-20-038,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
10366039,m,w,"7989182,8105104,8725573,8320892,8520167","1440000.0,1400000.0,1330000.0,1370000.0,1350000.0","RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029,RFA-AI-09-029"
8525585,m,w,"8525869,8524876,8522393,8524546,8525585","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"10455589,10671497,10455057,10251870,10251338","749000.0,721000.0,749000.0,812000.0,812000.0","RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004,RFA-ES-19-004"
9546829,f,w,"10219339,9723180,9555026,9957191,9384724","311460.0,330255.0,335625.0,330255.0,335625.0","RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014,RFA-HL-17-014"
10578760,m,w,"9442694,9890987,9108584,9108613,9108588","437500.0,430500.0,458500.0,458500.0,458500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
7942235,m,w,"8918313,8507790,8509724,8505514,8507789","997500.0,1012500.0,1012500.0,1012500.0,1012500.0","RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022,RFA-HD-10-022"
10707158,m,w,"7679072,7904741,7904177,7904224,8123225","219000.0,216000.0,216000.0,216000.0,210000.0","RFA-CE-07-001,RFA-CE-07-001,RFA-CE-07-001,RFA-CE-07-001,RFA-CE-07-001"
7919773,m,w,"7895110,7896942,7884803,7895120,7884795","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8527695,f,w,"10703789,10703733,7937947,8525324,8379415","515000.0,515000.0,489600.0,459000.00000000006,465800.00000000006","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10351931,f,w,"9043070,9056480,8463194,8548344,8461593","2358000.0,2358000.0,2430000.0,2430000.0,2430000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8119685,m,a,"7936895,7797129,7938709,8119685,8118867","756000.0,766500.0,756000.0,735000.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8074189,8441617,8788563,8261666,8207937","262500.0,253125.00000000003,249375.0,256875.00000000003,256875.00000000003","RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002"
8666752,m,w,"8898456,9066148,8898627,10235783,10405640","266000.0,262000.0,266000.0,232000.0,214000.0","RFA-ES-14-003,RFA-ES-14-003,RFA-ES-14-003,RFA-ES-20-012,RFA-ES-20-012"
