APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_biomedbert_o_w,APPVAL_RECS_biomedbert_o_w,FOA_RECS_biomedbert_o_w
8814164,m,w,"8248700,8814164,8109692,8110233,8110158","411000.00000000006,399000.0,420000.0,420000.0,420000.0","RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010,RFA-AI-10-010"
7924122,f,w,"9870863,9108584,9890987,9108613,9108588","430500.0,458500.0,430500.0,458500.0,458500.0","RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005,RFA-AI-15-005"
9672444,f,h,"9938557,9490348,9490350,9491804,9491812","1230000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
8672569,m,w,"8662587,8235750,8458385,8469380,8469376","997500.0,1027500.0,1027500.0,1012500.0,1012500.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
9688831,f,w,"8128742,7668593,7918129,7918128,7918127","1050000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
10374944,m,w,"8929555,9494370,9494374,9728840,9728836","159600.0,150000.0,150000.0,147600.0,147600.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
10208856,m,h,"9762081,9573392,9573420,9729921,9748489","246000.0,250000.0,312500.0,312500.0,307500.0","RFA-DE-18-006,RFA-DE-18-006,RFA-DE-18-005,RFA-DE-18-005,RFA-DE-18-005"
10197904,m,a,"8310521,9069801,8469468,8469479,8469478","1712500.0000000002,1637500.0,1687500.0,1687500.0,1687500.0","RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002"
8520046,m,w,"9134184,9349358,9341006,9349356,9340010","917000.0,875000.0,875000.0,875000.0,875000.0","RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016,RFA-HD-14-016"
9332366,f,w,"8915349,9134724,9332366,9735555,9554889","465500.0,458500.0,437500.0,437500.0,437500.0","RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505,RFA-DK-13-505"
8920545,m,w,"10234116,10234154,9607649,10470777,10470779","290000.0,290000.0,312500.0,267500.0,267500.0","RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509,RFA-DK-17-509"
10013563,m,w,"10020579,10015572,9900304,9900325,9900395","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029"
7778742,m,w,"8197599,8119011,8067838,8067837,8067834","1027500.0,1080000.0,1080000.0,1080000.0,1080000.0","RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002,RFA-DK-08-002"
8849042,m,w,"8293660,8501201,8494478,8690718,8688105","1190000.0,1147500.0,1147500.0,1130500.0,1130500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8879187,f,b,"9069949,9272427,8738190,8794142,8738800","327500.0,312500.0,332500.0,332500.0,332500.0","RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004,RFA-HL-14-004"
9612492,m,w,"9139409,9534477,9534469,9619138,9534471","262000.0,250000.0,250000.0,250000.0,250000.0","RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003,RFA-AA-15-003"
7903428,f,w,"8119428,8132418,7915187,7915186,7915185","1756800.0,1756800.0,1781200.0,1781200.0,1781200.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8326250,7901640,8131132,8131133,8131134","168000.0,172800.0,172800.0,172800.0,172800.0","RFA-CA-06-012,RFA-CA-06-012,RFA-CA-06-012,RFA-CA-06-012,RFA-CA-06-012"
10245896,m,a,"9772146,10239011,9350753,9351218,10247750","307500.0,290000.0,312500.0,312500.0,290000.0","RFA-RM-16-006,RFA-RM-16-006,RFA-RM-16-006,RFA-RM-16-006,RFA-RM-16-006"
7573426,m,w,"7937311,7939551,7939502,7941664,7940554","432000.0,432000.0,432000.0,432000.0,432000.0","RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007,RFA-OD-09-007"
7656696,m,h,"8814204,8997496,8625295,8814207,8764483","53200.0,52400.0,53200.0,53200.0,53200.0","RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011,RFA-DK-11-011"
8376563,m,w,"10618813,10455747,9903220,10643963,10700045","515000.0,535000.0,615000.0,515000.0,515000.0","RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001,RFA-AR-19-001"
9100656,m,h,"9100656,9100652,9100651,9102871,9085221","157200.0,157200.0,157200.0,157200.0,157200.0","RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007,RFA-AI-14-007"
9067860,m,w,"9564086,9315512,9315544,9313169,9761463","1250000.0,1250000.0,1250000.0,1250000.0,1230000.0","RFA-CA-16-008,RFA-CA-16-008,RFA-CA-16-008,RFA-CA-16-008,RFA-CA-16-008"
10439933,f,w,"10333418,9654305,9654269,9653405,9654540","53500.0,62500.0,62500.0,62500.0,62500.0","RFA-CA-18-001,RFA-CA-18-001,RFA-CA-18-001,RFA-CA-18-001,RFA-CA-18-001"
9893850,f,w,"9765880,10131155,10596565,9893850,10378747","615000.0,580000.0,515000.0,615000.0,535000.0","RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013,RFA-CA-18-013"
9852507,f,w,"9986038,10401852,10163917,9852507,10610403","614998.77,534998.93,579998.84,614998.77,514998.97","RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412,RFA-MH-19-412"
7750586,m,w,"8412045,7809632,7750586,7766247,8056812","350000.0,360000.0,360000.0,360000.0,350000.0","RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003,RFA-DE-08-003"
9752514,m,w,"10460960,9750294,10203940,9750259,9750263","802500.0,922500.0,869999.9999999999,922500.0,922500.0","RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005,RFA-DK-17-005"
9547256,m,w,"8224782,8896391,8522120,8522123,9336066","980000.0,931000.0,945000.0,945000.0,917000.0","RFA-AI-10-019,RFA-AI-10-019,RFA-AI-10-019,RFA-AI-10-019,RFA-AI-10-019"
10691911,m,w,"10232162,10236315,10232161,9850367,9773637","580000.0,580000.0,580000.0,615000.0,615000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
9989552,m,w,"9315636,9556982,9315512,9315544,9313169","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-CA-16-008,RFA-CA-16-008,RFA-CA-16-008,RFA-CA-16-008,RFA-CA-16-008"
8365163,m,w,"7911199,8173864,8173862,7933566,8173836","73000.0,72000.0,72000.0,72000.0,72000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
7905197,m,w,"8066411,7684194,7925167,7925160,7925156","350000.0,365000.0,365000.0,365000.0,365000.0","RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003,RFA-RM-08-003"
9533996,f,w,"9963120,9696770,10224631,10224632,10224633","1230000.0,1230000.0,1160000.0,1160000.0,1160000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8056801,f,w,"9172971,9323413,9723113,9723112,9723111","982500.0,937500.0,922500.0,922500.0,922500.0","RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010,RFA-DK-15-010"
9475082,f,w,"10730409,10703483,10525193,10525194,10525195","1545000.0,1545000.0,1605000.0,1605000.0,1605000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
7797602,f,b,"7797642,8392983,8403168,8392984,8402951","72000.0,67500.0,67500.0,67500.0,67500.0","RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006,RFA-MD-08-006"
8691551,m,w,"8015844,8101980,7992476,7990094,7991231","1915200.0,420000.0,432000.0,432000.0,432000.0","RFA-HS-10-006,RFA-HS-10-002,RFA-HS-10-002,RFA-HS-10-002,RFA-HS-10-002"
7658237,m,w,"7989838,7886881,7677949,7668001,7869118","504000.0,504000.0,511000.0,511000.0,511000.0","RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010"
8375469,f,w,"8442362,7675839,8375152,8376769,8375865","405000.0,438000.0,411000.00000000006,411000.00000000006,411000.00000000006","RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002,RFA-AI-08-002"
9900325,f,h,"10015531,10017414,9900287,9900304,9900325","276750.0,276750.0,276750.0,276750.0,276750.0","RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029,RFA-DA-19-029"
8659423,m,w,"9683917,9259772,10000365,9996277,9979433","2152500.0,2187500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
9978601,m,w,"8690722,8293766,8295029,8295030,8295031","1130500.0,1190000.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8399839,m,w,"9768445,9763557,9768438,9768439,9768440","922500.0,922500.0,922500.0,922500.0,922500.0","RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032,RFA-DK-16-032"
9565766,m,w,"9672460,9902443,9672462,9672463,9904632","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
9317706,f,w,"8364936,8364960,8364946,8364944,8364943","1050000.0,1050000.0,1050000.0,1050000.0,1050000.0","RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005,RFA-RR-09-005"
9514768,f,w,"9750579,9088209,9267077,9267081,9267085","1230000.0,1310000.0,1250000.0,1250000.0,1250000.0","RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001,RFA-AG-15-001"
9550778,m,b,"9544894,9342714,9551754,9337415,9769651","625000.0,625000.0,625000.0,625000.0,615000.0","RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010,RFA-CA-14-010"
8066691,m,h,"8119646,7903106,7784449,7803674,7822826","350000.0,360000.0,360000.0,360000.0,360000.0","RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002,RFA-GM-08-002"
9414391,m,w,"10666025,10666871,10667123,10619006,10426470","515000.0,515000.0,515000.0,515000.0,535000.0","RFA-AG-23-010,RFA-AG-23-010,RFA-AG-23-010,RFA-AG-22-006,RFA-AG-22-006"
9608711,m,w,"7929389,8529399,8529405,8529404,7547207","511000.0,472500.00000000006,472500.00000000006,472500.00000000006,511000.0","RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003,RFA-AA-08-003"
10404437,m,w,"10706999,10404363,10403253,10403252,10404446","1030000.0,1070000.0,1030000.0,1030000.0,1070000.0","RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001,RFA-AR-22-001"
9522003,m,w,"10687071,9804635,10456929,10442674,10442673","1030000.0,1230000.0,1070000.0,1070000.0,1070000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9263859,f,w,"8494480,8381371,8379346,8379351,8380893","1147500.0,1164500.0,1164500.0,1164500.0,1164500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
10525192,f,w,"10704593,10703479,10526103,10526105,10705788","1545000.0,1545000.0,1605000.0,1605000.0,1545000.0","RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048,RFA-CA-21-048"
8790574,m,h,"7691233,7892383,7891363,7691240,8152767","949000.0,936000.0,936000.0,949000.0,910000.0","RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003,RFA-HL-08-003"
9644048,f,a,"10107814,9701981,9875335,9881274,9935045","290000.0,307500.0,307500.0,307500.0,307500.0","RFA-DK-16-016,RFA-DK-16-016,RFA-DK-16-016,RFA-DK-16-016,RFA-DK-16-016"
8461242,f,w,"10576214,10582230,10576212,10576213,10576216","772500.0,772500.0,772500.0,772500.0,772500.0","RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026,RFA-DK-21-026"
9085450,m,w,"8720074,9290964,8339420,8337838,9284540","266000.0,250000.0,274000.0,274000.0,250000.0","RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
7941872,m,w,"7810127,7943941,7939742,7935433,7940870","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003,RFA-OD-09-003"
8894056,m,w,"10465187,10117747,10684730,10267723,8931817","428000.0,492000.0,412000.0,464000.0,332500.0","RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-20-006,RFA-RM-13-009"
9052094,f,w,"8467977,7837543,8455303,8455302,8455301","1050000.0,1080000.0,1050000.0,1050000.0,1050000.0","RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001,RFA-AG-10-001"
9985190,m,b,"9707463,9707647,9707462,9707461,9707379","492000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044,RFA-AI-17-044"
9352740,m,w,"8690722,8293766,8295029,8295030,8295031","1130500.0,1190000.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
8690906,m,w,"8151892,7982379,8153269,8153280,8153297","2160000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007,RFA-GM-10-007"
9557571,f,w,"9345586,9348394,9150629,9150638,9150625","875000.0,875000.0,917000.0,917000.0,917000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
8377944,m,w,"8736363,9067248,8846546,8846541,8846544","1330000.0,1310000.0,1330000.0,1330000.0,1330000.0","RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021,RFA-AR-13-021"
7856355,f,w,"10343836,10151544,10162304,10162305,10162306","1605000.0,1739999.9999999998,1739999.9999999998,1739999.9999999998,1739999.9999999998","RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014,RFA-CA-15-014"
8284352,m,h,"8142281,8047500,8046655,8046953,8046919","1440000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005,RFA-OD-10-005"
7764313,f,w,"9729406,9899927,9923555,9923553,9923551","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10499403,m,w,"9734416,10000638,9932962,9932965,9932967","187500.0,184500.0,184500.0,184500.0,184500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
8337273,m,w,"10267034,10468327,10099785,10102015,10667651","1160000.0,1070000.0,1230000.0,1230000.0,1030000.0","RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001"
8707989,f,w,"9185890,9785838,9983640,9347018,9316562","982500.0,937500.0,922500.0,982500.0,937500.0","RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015,RFA-CA-15-015"
8231456,m,h,"8850656,8849086,8852457,8851180,9128128","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
8642228,m,w,"8642401,8642427,8642431,8642228,8641479","1330000.0,1330000.0,1330000.0,1330000.0,1330000.0","RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007,RFA-OD-12-007"
9096099,f,w,"8101449,7922065,7926972,7926971,7668593","1080000.0,1095000.0,1095000.0,1095000.0,1095000.0","RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003,RFA-OD-06-003"
9207637,f,w,"10667651,10669710,10455006,10468327,10501505","1030000.0,1030000.0,1070000.0,1070000.0,1070000.0","RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001"
8440888,m,w,"9337015,8796285,8494477,8501214,8501197","1113500.0,1147500.0,1147500.0,1147500.0,1147500.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
10065441,m,w,"8121990,8138842,8509731,8120588,8137234","10260000.0,10260000.0,9618750.0,9975000.0,9975000.0","RFA-HD-09-006,RFA-HD-09-006,RFA-HD-09-006,RFA-HD-09-006,RFA-HD-09-006"
10622128,f,w,"9454195,9636460,10612125,9854875,9859216","500000.0,492000.0,428000.0,492000.0,492000.0","RFA-AI-16-078,RFA-AI-16-078,RFA-AI-16-078,RFA-AI-16-078,RFA-AI-16-078"
9815293,f,w,"10441432,10469319,10228319,10228509,8874245","856000.0,856000.0,928000.0,928000.0,1330000.0","RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-13-004"
10003455,m,w,"9185116,9182930,9184137,9135426,9053610","1310000.0,1310000.0,1310000.0,262000.0,266000.0","RFA-DA-16-005,RFA-DA-16-005,RFA-DA-16-006,RFA-EY-15-001,RFA-EY-15-001"
10700012,m,a,"10213225,9968476,9967144,9593281,9781797","812000.0,861000.0,861000.0,875000.0,861000.0","RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017,RFA-RM-17-017"
9546849,m,w,"10128502,10407975,9962011,9962002,9961977","464000.0,428000.0,492000.0,492000.0,492000.0","RFA-MH-19-130,RFA-MH-19-130,RFA-MH-19-130,RFA-MH-19-130,RFA-MH-19-130"
10406901,f,w,"9693072,9692769,9693056,9692933,9692931","7330800.0,7330800.0,7330800.0,7330800.0,7330800.0","RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014,RFA-HL-18-014"
8210201,m,w,"8224711,8264027,8105498,8115042,8204835","560000.0,560000.0,560000.0,560000.0,560000.0","RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060,RFA-MH-10-060"
10155547,m,w,"9532256,9334910,9322570,9309035,9334909","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010,RFA-HD-15-010"
10380652,f,w,"10079834,9608710,10310698,10310693,9393695","1334000.0,1414500.0,1230500.0,1230500.0,1437500.0","RFA-AA-17-001,RFA-AA-17-001,RFA-AA-17-001,RFA-AA-17-001,RFA-AA-17-001"
8328121,m,w,"8545235,8478285,8142872,8130793,8130885","1687500.0,1750000.0,1750000.0,1750000.0,1750000.0","RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001,RFA-OD-08-001"
9728688,f,w,"8529455,8381180,8381153,8381154,8314067","459000.00000000006,465800.00000000006,465800.00000000006,465800.00000000006,465800.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
9762768,f,a,"8870254,8293771,8295030,8295031,8295032","1130500.0,1190000.0,1190000.0,1190000.0,1190000.0","RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005,RFA-AG-11-005"
10366039,m,w,"10170971,10583460,10583463,10583468,10583470","1739999.9999999998,1545000.0,1545000.0,1545000.0,1545000.0","RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001,RFA-AI-20-001"
8525585,m,w,"8526261,8525940,8525828,8524876,8524956","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"10128005,9552156,9776516,10004772,10004977","861000.0,875000.0,861000.0,861000.0,861000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
9546829,f,w,"9344670,9151629,9546829,9015857,9755478","187500.0,196500.0,187500.0,199500.0,184500.0","RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031,RFA-HL-15-031"
10578760,m,w,"7927824,7897216,7487362,10126805,10576343","292000.0,292000.0,292000.0,869999.9999999999,772500.0","RFA-AI-07-008,RFA-AI-07-008,RFA-AI-07-008,RFA-AI-19-011,RFA-AI-19-011"
7942235,m,w,"10632011,10224298,10633160,10661668,10661696","824000.0,928000.0,824000.0,824000.0,824000.0","RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016,RFA-HD-20-016"
10707158,m,w,"9022397,9223662,9673609,9433601,8892604","1310000.0,1250000.0,1230000.0,1250000.0,1330000.0","RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055,RFA-AI-13-055"
7919773,m,w,"7689926,7689924,7907353,7917751,7760698","73000.0,73000.0,73000.0,73000.0,73000.0","RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002,RFA-RM-06-002"
8527695,f,w,"8525332,8527687,8519216,8525329,8519215","459000.00000000006,459000.00000000006,459000.00000000006,459000.00000000006,459000.00000000006","RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004,RFA-AI-08-004"
10351931,f,w,"9693940,9671920,9671917,9671916,9671915","2187500.0,2152500.0,2152500.0,2152500.0,2152500.0","RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019,RFA-ES-15-019"
8119685,m,a,"7659609,8101977,7842043,7890469,7880186","803000.0,770000.0,803000.0,792000.0,792000.0","RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008"
8492194,m,w,"8441617,8432495,8588359,8611811,8622224","253125.00000000003,253125.00000000003,249375.0,249375.0,249375.0","RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002,RFA-RR-10-002"
8666752,m,w,"10220972,10059011,10058995,10058994,10058951","812000.0,861000.0,861000.0,861000.0,861000.0","RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003,RFA-ES-19-003"
7714604,m,w,"7866713,7858135,7923540,7676224,7676227","360000.0,360000.0,365000.0,365000.0,365000.0","RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016,RFA-HG-07-016"
9854274,m,a,"9852512,9854277,10066310,10626134,10576966","246000.0,246000.0,232000.0,206000.0,206000.0","RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012"
7637402,f,w,"7781398,7809636,7848280,7776951,7898939","720000.0,720000.0,720000.0,720000.0,720000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"9566911,9433161,9568049,10005492,10005497","375000.0,375000.0,375000.0,369000.0,369000.0","RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011,RFA-NS-17-011"
8543632,f,w,"7855211,7943931,7940960,7939829,7944115","1460000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004,RFA-OD-09-004"
9699505,m,w,"8856283,8702454,9265490,8867550,9124887","2992500.0,2992500.0,2812500.0,2992500.0,2947500.0","RFA-GM-14-002,RFA-GM-14-002,RFA-GM-15-001,RFA-GM-15-001,RFA-GM-15-001"
10160883,f,w,"9174082,9702793,9691319,9691320,9691321","1637500.0,1537500.0,1537500.0,1537500.0,1537500.0","RFA-DK-13-004,RFA-DK-13-004,RFA-DK-13-004,RFA-DK-13-004,RFA-DK-13-004"
8851574,m,w,"9709267,10190907,9530922,9389855,9389852","184500.0,174000.0,187500.0,187500.0,187500.0","RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006,RFA-DK-16-006"
9717295,m,w,"10321656,10426540,10426754,10427427,10590751","214000.0,214000.0,214000.0,214000.0,206000.0","RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351,RFA-MH-20-351"
8538309,m,a,"8323749,8464685,8880149,8850252,8874159","1027500.0,1012500.0,997500.0,997500.0,997500.0","RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010,RFA-CA-11-010"
8663557,m,h,"8723135,8547605,8723136,8722504,8901076","399000.0,405000.0,399000.0,399000.0,399000.0","RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003,RFA-CA-12-003"
8659452,m,w,"8463193,8833286,8548350,8463179,8548342","2430000.0,2394000.0,2430000.0,2430000.0,2430000.0","RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010,RFA-ES-10-010"
8499148,f,w,"7846463,7919077,8609110,8076685,8368958","292000.0,292000.0,405000.0,420000.0,420000.0","RFA-AI-06-021,RFA-AI-06-021,RFA-AI-10-003,RFA-AI-10-003,RFA-AI-10-003"
10201577,m,a,"10015515,10632005,10632146,10019520,10019517","984000.0,824000.0,824000.0,984000.0,984000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10417248,10436348,10090965,10091650,10091665","267500.0,267500.0,307500.0,307500.0,307500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"10055774,10224346,9161392,9156199,9170202","869999.9999999999,869999.9999999999,937500.0,937500.0,937500.0","RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001,RFA-NS-16-001"
9109284,m,w,"9540709,9767572,9334602,9334614,9334608","937500.0,922500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"8150047,7943167,8330246,8545225,8545224","1800000.0,1825000.0,1712500.0000000002,1687500.0,1687500.0","RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002,RFA-OD-08-002"
