APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_bert-xx_r_wi,APPVAL_RECS_bert-xx_r_wi,FOA_RECS_bert-xx_r_wi
10438725,f,w,"8966508,9555310,9701100,9318394,9519802","598500.0,562500.0,553500.0,562500.0,562500.0","RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015,RFA-AG-15-015"
10202410,m,w,"10306393,10130069,10070076,10070075,10070073","428000.0,492000.0,464000.0,464000.0,464000.0","RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046,RFA-AI-18-046"
9062194,m,a,"10679006,10430118,10430120,10015282,10015284","1030000.0,749000.0,749000.0,861000.0,861000.0","RFA-ES-20-016,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013,RFA-ES-18-013"
10213779,m,w,"9885267,9938956,9968415,9961625,9961624","4920000.0,4920000.0,4920000.0,4920000.0,4920000.0","RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006,RFA-RM-18-006"
9242789,f,w,"10009354,10007907,9813861,10007909,9813863","1845000.0,1845000.0,1845000.0,1845000.0,1845000.0","RFA-ES-18-011,RFA-ES-18-011,RFA-ES-18-011,RFA-ES-18-011,RFA-ES-18-011"
9127053,f,w,"8786401,8599327,8659982,8607047,8599336","199500.0,199500.0,199500.0,199500.0,199500.0","RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020,RFA-HD-10-020"
10474231,f,w,"10709865,10475828,10475830,10021041,10021042","10042500.0,10432500.0,10432500.0,11992500.0,11992500.0","RFA-NS-19-012,RFA-NS-19-012,RFA-NS-19-012,RFA-NS-19-012,RFA-NS-19-012"
9527723,m,w,"9286403,9662783,9286401,9285911,9285910","625000.0,615000.0,625000.0,625000.0,625000.0","RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002,RFA-AI-16-002"
7676439,m,w,"9317412,9317409,9257270,9242600,8810646","1875000.0,1875000.0,1875000.0,1875000.0,1995000.0","RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048,RFA-AI-12-048"
9044574,m,w,"10641509,10355531,10355532,10381734,9948263","772500.0,802500.0,802500.0,802500.0,922500.0","RFA-ES-22-002,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
9677061,m,w,"10606504,10606507,9922291,9922293,9922296","1030000.0,1030000.0,1230000.0,1230000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
9881355,m,w,"10729187,10440817,10689666,10573542,10592590","206000.0,240750.0,231750.0,231750.0,206000.0","RFA-MH-22-141,RFA-MH-21-188,RFA-MH-21-188,RFA-MH-22-125,RFA-MH-22-136"
9110573,f,w,"9932839,10244938,10690447,10003228,10469396","369000.0,348000.0,309000.0,369000.0,321000.0","RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021,RFA-FD-19-021"
9123492,f,w,"10526265,10526263,10526835,10526836,10526902","1287500.0,1287500.0,1287500.0,1287500.0,1287500.0","RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006,RFA-AA-21-006"
8068021,m,w,"8318508,8318381,8651530,8660719,8651533","342500.0,342500.0,332500.0,332500.0,332500.0","RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027"
8573792,f,w,"9569726,9429358,9568823,9430880,10694886","62500.0,62500.0,62500.0,62500.0,1184500.0","RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-17-016,RFA-NS-21-003"
7903662,m,w,"8991459,9313136,9304875,9314322,9303425","418950.0,393750.0,393750.0,393750.0,393750.0","RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011,RFA-HD-15-011"
10460076,m,w,"9226028,9081471,8819101,8820238,9433510","625000.0,655000.0,665000.0,665000.0,625000.0","RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042,RFA-AI-12-042"
8554927,m,h,"8051047,8049998,8051051,8051045,8051049","216000.0,216000.0,216000.0,216000.0,216000.0","RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050,RFA-MH-08-050"
9888512,m,w,"9932427,9697328,10176454,10176455,10176456","922500.0,922500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001,RFA-DK-17-001"
8167975,m,w,"8113166,7959844,7959604,7959603,7959602","280000.0,292000.0,292000.0,292000.0,292000.0","RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001,RFA-RR-06-001"
9693721,f,w,"8668929,8415369,8390233,8415367,8668926","199500.0,205500.00000000003,205500.00000000003,205500.00000000003,199500.0","RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012,RFA-DK-11-012"
8410036,m,w,"10181073,9658129,9658384,9783884,9768549","406000.0,437500.0,437500.0,430500.0,430500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
8141176,m,h,"8294095,8295043,8484469,8551302,8551306","1370000.0,1370000.0,1350000.0,1350000.0,1350000.0","RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011,RFA-NS-11-011"
10212851,m,w,"10043873,9781479,10213639,10213641,10213642","246000.0,2767500.0,2610000.0,2610000.0,2610000.0","RFA-DA-20-001,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012,RFA-AG-18-012"
7936981,f,w,"10166116,10560505,10355540,8123282,7995571","1160000.0,1030000.0,1070000.0,105000.0,108000.0","RFA-AG-21-008,RFA-AG-21-008,RFA-AG-21-008,RFA-HD-09-010,RFA-HD-09-010"
10488746,m,w,"7691805,8137663,8113184,7901149,7897686","584000.0,560000.0,560000.0,576000.0,576000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
9129437,f,h,"7547910,8069038,8145255,8670708,8702129","365000.0,1080000.0,1050000.0,997500.0,997500.0","RFA-DA-08-005,RFA-DA-10-014,RFA-DA-10-014,RFA-DA-10-014,RFA-DA-10-014"
9673713,f,w,"8617527,8620470,8620564,8618291,8620276","303750.0,303750.0,303750.0,303750.0,303750.0","RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003,RFA-ES-13-003"
10727503,m,w,"9321208,9150320,9744849,9771778,9553870","1250000.0,1310000.0,1230000.0,1250000.0,1250000.0","RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009,RFA-NS-15-009"
9771325,f,w,"9770858,9995494,9188322,9188495,9187756","369000.0,369000.0,393000.0,393000.0,393000.0","RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013,RFA-ES-15-013"
8705607,m,a,"10522585,10689117,10679011,10523267,9177874","240750.0,231750.0,231750.0,240750.0,3144000.0","RFA-MH-21-241,RFA-MH-21-241,RFA-MH-21-241,RFA-MH-21-241,RFA-MH-16-600"
8378811,m,w,"9480206,8959631,9090018,9089977,9088344","375000.0,399000.0,393000.0,393000.0,393000.0","RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015,RFA-AI-14-015"
8659449,m,w,"9016112,9016471,9019375,8620435,8617527","299250.0,299250.0,299250.0,303750.0,303750.0","RFA-ES-15-005,RFA-ES-15-005,RFA-ES-15-005,RFA-ES-13-003,RFA-ES-13-003"
9098766,m,w,"9536297,9694533,9536438,9689449,9689448","250000.0,250000.0,250000.0,246000.0,246000.0","RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004,RFA-ES-17-004"
8723736,m,w,"10449997,9925035,10056759,10057011,10197769","240750.0,276750.0,276750.0,276750.0,261000.0","RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100,RFA-MH-20-100"
10213703,m,w,"9977155,9767973,10213703,10213705,9975007","246000.0,250000.0,214000.0,214000.0,246000.0","RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025,RFA-DK-16-025"
10003183,m,w,"8384773,8527752,8374253,8517057,8529478","274000.0,270000.0,274000.0,270000.0,270000.0","RFA-CA-11-012,RFA-CA-11-012,RFA-CA-11-012,RFA-CA-11-012,RFA-CA-11-012"
8694876,f,w,"8685881,8538611,8691719,8681353,9094444","199500.0,205500.00000000003,199500.0,199500.0,196500.0","RFA-AI-11-036,RFA-AI-11-036,RFA-AI-11-036,RFA-AI-11-036,RFA-AI-11-036"
8607479,m,w,"9590189,9590381,9590264,9776511,9995019","406250.0,406250.0,406250.0,399750.0,399750.0","RFA-DK-17-008,RFA-DK-17-008,RFA-DK-17-008,RFA-DK-17-008,RFA-DK-17-008"
10002120,f,b,"8651530,9041666,8829321,8843054,8831722","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027"
8468491,m,w,"9274140,9727906,9691140,9697755,9700035","500000.0,492000.0,492000.0,492000.0,492000.0","RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027,RFA-AI-14-027"
8513359,m,w,"8138246,7663788,7664456,7658706,7682224","324000.0,328500.0,328500.0,328500.0,328500.0","RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003,RFA-GM-07-003"
9455787,m,a,"7657507,7805479,8063046,8078183,8099067","511000.0,504000.0,490000.0,490000.0,490000.0","RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070,RFA-MH-08-070"
9605470,f,w,"9250649,9464399,9250650,9250645,9250648","93750.0,93750.0,93750.0,93750.0,93750.0","RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017,RFA-HD-14-017"
8915901,m,w,"8794412,9213339,8509163,9000120,8617223","997500.0,937500.0,1012500.0,982500.0,997500.0","RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007,RFA-AI-12-007"
9565980,m,w,"10451808,10670199,10296363,10731013,10731254","535000.0,515000.0,580000.0,952750.0,952750.0","RFA-DK-20-011,RFA-DK-20-011,RFA-DK-20-011,RFA-DK-22-504,RFA-DK-22-504"
9375911,m,w,"10708040,10485672,10487754,10487819,10487936","721000.0,749000.0,749000.0,749000.0,749000.0","RFA-RM-21-015,RFA-RM-21-015,RFA-RM-21-015,RFA-RM-21-015,RFA-RM-21-015"
10707371,m,a,"10463682,10165833,10669189,10686830,10086512","160500.0,174000.0,154500.0,154500.0,174000.0","RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009,RFA-CA-19-009"
8449134,m,w,"9784662,9674261,9788258,10147840,10388131","625000.0,625000.0,615000.0,580000.0,535000.0","RFA-AG-18-025,RFA-AG-18-025,RFA-AG-18-027,RFA-AG-18-027,RFA-AG-18-027"
8380242,f,w,"7901465,8075535,7631141,7879530,7879531","1460000.0,1400000.0,1460000.0,1460000.0,1460000.0","RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001,RFA-AI-07-001"
8294455,f,b,"8390436,8402555,8600630,8588253,8150834","337500.0,337500.0,332500.0,332500.0,350000.0","RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001,RFA-MD-11-001"
8664391,m,w,"9478765,9478771,9478770,9479158,9491808","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001,RFA-ES-16-001"
8448146,f,w,"9756255,9756273,9756276,9756277,9756279","1230000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002,RFA-AG-15-002"
8626073,m,w,"9037659,9615218,8824530,9112161,8823770","1572000.0,1500000.0,1596000.0,1596000.0,1596000.0","RFA-DK-13-005,RFA-DK-13-005,RFA-DK-13-005,RFA-DK-13-005,RFA-DK-13-005"
10921909,f,w,"9333357,9548199,9733435,9548214,9548219","281250.0,281250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
9901508,m,w,"7922385,7813882,7857001,8247145,7626351","1095000.0,1080000.0,1095000.0,1027500.0,1095000.0","RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001,RFA-DK-07-001"
7961408,m,w,"8268769,7961465,8173817,8173819,8173820","685000.0,73000.0,72000.0,72000.0,72000.0","RFA-RR-11-004,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002,RFA-RM-07-002"
9932869,m,w,"9970999,10433227,10263907,10259828,9971086","246000.0,232000.0,232000.0,232000.0,246000.0","RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014,RFA-AG-20-014"
7959851,m,w,"9870928,9440248,9439849,9646356,9626424","430500.0,437500.0,437500.0,430500.0,430500.0","RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001,RFA-ES-17-001"
10913910,f,b,"7623192,8454664,8494028,8132471,8471415","219000.0,205500.00000000003,675000.0,700000.0,685000.0","RFA-DA-06-001,RFA-DA-06-001,RFA-DA-10-001,RFA-DA-10-001,RFA-DA-10-001"
7933884,m,w,"9389008,9607110,9205520,9047798,8303361","6250000.0,6150000.0,6250000.0,6550000.0,959000.0","RFA-HG-15-002,RFA-HG-15-002,RFA-HG-15-002,RFA-HG-15-002,RFA-HL-11-020"
8656788,m,w,"10116058,10202604,10688445,10686688,10581282","307500.0,290000.0,206000.0,206000.0,214000.0","RFA-FD-20-019,RFA-FD-20-019,RFA-TR-22-011,RFA-TR-22-011,RFA-TR-22-011"
10264100,f,w,"8331004,8143355,8143358,7936277,8136146","350000.0,360000.0,360000.0,360000.0,360000.0","RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026,RFA-AI-05-026"
8543040,f,w,"10163188,9995496,10245162,10463110,9363201","348000.0,369000.0,348000.0,348000.0,375000.0","RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007,RFA-ES-16-007"
9928487,m,a,"8523181,8690747,8134127,8134128,8009669","1485000.0,1463000.0,1584000.0,1584000.0,1584000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
8725931,m,w,"8127771,7906731,8309518,7918103,8309517","576000.0,576000.0,560000.0,576000.0,560000.0","RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004,RFA-AR-06-004"
7935209,m,w,"8471639,7898238,8471645,7788473,8660267","1620000.0,1728000.0,1620000.0,1728000.0,1596000.0","RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057,RFA-AI-08-057"
8663601,m,w,"8469037,8663599,8378873,8376370,8376368","1620000.0,1596000.0,1644000.0000000002,1644000.0000000002,1644000.0000000002","RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006,RFA-ES-11-006"
7929915,f,w,"8892292,10188522,9785563,9696976,10454243","66500.0,580000.0,615000.0,625000.0,321000.0","RFA-FD-14-080,RFA-DK-17-025,RFA-DK-17-025,RFA-DK-17-025,RFA-FD-21-012"
9782986,f,w,"9110030,8723687,8334479,8540178,8530046","6550000.0,6650000.0,6850000.000000001,6750000.0,6750000.0","RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006,RFA-MD-11-006"
8413862,m,w,"8103940,8583061,8471051,8464625,8492023","210000.0,205500.00000000003,202500.0,202500.0,202500.0","RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024,RFA-AI-09-024"
9404695,m,a,"9567937,9358721,9560712,9785387,9786685","843750.0,843750.0,843750.0,830250.0,830250.0","RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002,RFA-HS-16-002"
10113371,f,w,"8549099,8727104,8821583,8413360,8413274","675000.0,665000.0,665000.0,685000.0,685000.0","RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130,RFA-MH-12-130"
7626248,f,w,"8033866,8009649,8323621,8323620,8318379","2160000.0,2160000.0,2100000.0,2100000.0,2100000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8693901,m,w,"9521858,9094402,9088253,9088248,9069693","1000000.0,1048000.0,1048000.0,1048000.0,1048000.0","RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
10556716,m,b,"9002854,8607478,8450096,8450092,8448612","327500.0,332500.0,337500.0,337500.0,337500.0","RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001,RFA-MD-12-001"
8204482,m,w,"9187879,9609523,10056253,9395915,8848554","1625000.0,1599000.0,1599000.0,1625000.0,1729000.0","RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020,RFA-HD-14-020"
10454365,f,w,"9571023,9751957,9988920,10216322,10221034","312500.0,307500.0,307500.0,290000.0,290000.0","RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009,RFA-HL-17-009"
9336886,m,w,"10687258,10058889,10457326,10218161,8658816","618000.0,738000.0,642000.0,696000.0,1330000.0","RFA-DK-19-011,RFA-DK-19-011,RFA-DK-19-011,RFA-DK-19-011,RFA-DK-12-505"
8846763,m,w,"8330996,8440733,8985692,8514728,8437183","274000.0,270000.0,720500.0,742500.0,742500.0","RFA-MH-12-071,RFA-MH-12-071,RFA-MH-12-070,RFA-MH-12-070,RFA-MH-12-070"
9739101,f,a,"10142238,9690132,9690163,9690160,9690140","869999.9999999999,922500.0,922500.0,922500.0,922500.0","RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002,RFA-GM-17-002"
10242367,m,w,"10347687,10188501,10650153,10242367,10216457","3712000.0,3712000.0,3296000.0,3936000.0,3936000.0","RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001,RFA-DE-19-001"
10610207,m,w,"10647896,10400880,9918020,9918111,9918112","1030000.0,1070000.0,1230000.0,1230000.0,1230000.0","RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003,RFA-ES-18-003"
8322678,f,w,"7901503,7805577,7918923,7900589,7661516","288000.0,288000.0,288000.0,288000.0,292000.0","RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042,RFA-AI-05-042"
8381867,m,w,"7892941,8064562,8064565,8509157,7691828","360000.0,360000.0,360000.0,342500.0,365000.0","RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040,RFA-MH-08-040"
8765706,f,w,"9620595,9415414,9834825,9842395,9852588","492000.0,500000.0,492000.0,492000.0,492000.0","RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058,RFA-AI-15-058"
8601381,f,w,"8127674,8318750,7692338,8135615,8318751","350000.0,342500.0,365000.0,350000.0,342500.0","RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009,RFA-AA-08-009"
8063556,f,h,"9926819,9576741,10380759,10394946,9691146","922500.0,937500.0,802500.0,802500.0,922500.0","RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017,RFA-AI-17-017"
9474479,f,h,"8079191,7919254,7878808,8135626,8073547","360000.0,360000.0,360000.0,350000.0,350000.0","RFA-AA-08-011,RFA-AA-08-011,RFA-AA-08-011,RFA-AA-08-011,RFA-AA-08-011"
9248352,m,w,"10529816,10696217,10528540,10528596,10659250","1926000.0,1854000.0,1926000.0,1926000.0,1854000.0","RFA-DE-22-004,RFA-DE-22-004,RFA-DE-22-003,RFA-DE-22-003,RFA-DE-22-003"
9380694,f,w,"8068734,8240877,8246451,8264384,8246517","826000.0,808300.0000000001,808300.0000000001,808300.0000000001,808300.0000000001","RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503,RFA-CA-08-503"
9194005,m,w,"9511837,9709291,9059096,9292318,9316641","875000.0,861000.0,917000.0,875000.0,875000.0","RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001,RFA-EY-14-001"
8378844,m,w,"9024048,9552386,9841407,9860928,9873964","622250.0,593750.0,584250.0,584250.0,584250.0","RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003,RFA-ES-15-003"
9744629,m,w,"7683895,7673561,7643484,7615679,7688081","292000.0,292000.0,292000.0,292000.0,292000.0","RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035,RFA-CA-07-035"
9064040,m,w,"9897091,9985200,10016163,9823404,9824222","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9020613,m,w,"8380345,9330326,9087856,9130493,9130492","1507000.0000000002,1441000.0,1463000.0,1463000.0,1463000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
9989215,f,w,"7620387,8063857,8063852,8063853,8063854","1095000.0,1050000.0,1080000.0,1080000.0,1080000.0","RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009,RFA-DK-06-009"
10559544,f,w,"10379210,10379613,10378934,10377742,9902444","274540.60000000003,274540.60000000003,274540.60000000003,274540.60000000003,1230000.0","RFA-ES-21-003,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-21-002,RFA-ES-16-001"
8068355,m,w,"10152382,10093134,9515968,9468430,9692798","535000.0,580000.0,625000.0,625000.0,615000.0","RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300,RFA-MH-17-300"
8468489,m,w,"8325192,8822807,8637926,9037571,9037575","1918000.0,1862000.0,1862000.0,1834000.0,1834000.0","RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013,RFA-AI-11-013"
10222437,m,h,"10452676,10318871,10689137,10671045,10662455","267500.0,290000.0,257500.0,257500.0,257500.0","RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021,RFA-DK-20-021"
9973053,f,w,"10266123,10704748,10700147,10094836,10092367","579998.84,514998.97,514998.97,614998.77,614998.77","RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017,RFA-AG-20-017"
9323220,m,w,"10583982,10581838,10583437,10583428,10581946","206000.0,206000.0,206000.0,206000.0,206000.0","RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002,RFA-AG-23-002"
10450034,m,w,"9732844,9902298,9738177,9737274,9737247","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003,RFA-AG-19-003"
8889316,m,w,"8535734,8535733,7939934,7940799,7939683","675000.0,675000.0,720000.0,720000.0,720000.0","RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012,RFA-DK-08-012"
9672435,m,w,"10598566,9962092,10210397,10171852,10171851","772500.0,922500.0,869999.9999999999,869999.9999999999,869999.9999999999","RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007,RFA-ES-19-007"
7929534,m,h,"10153409,10297863,10299633,10304202,10305688","232000.0,214000.0,214000.0,214000.0,214000.0","RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072,RFA-AI-19-072"
9745244,f,w,"9908132,9748979,10136654,9748964,9748966","1476000.0,1476000.0,1392000.0,1476000.0,1476000.0","RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008,RFA-HD-18-008"
10691324,f,w,"10019311,10020294,9564047,9565476,9564824","307500.0,307500.0,312500.0,312500.0,312500.0","RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015,RFA-AA-17-015"
9542215,m,w,"8488017,8376561,8524207,8376534,8376531","548000.0,548000.0,548000.0,548000.0,548000.0","RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002,RFA-AR-08-002"
10203749,m,w,"8061596,8466197,8461900,8468979,8461114","648000.0,607500.0,607500.0,607500.0,607500.0","RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010,RFA-AI-08-010"
7770832,m,w,"8526319,8432022,8429436,7905270,7846711","337500.0,337500.0,337500.0,365000.0,365000.0","RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012,RFA-AI-08-012"
8033409,f,w,"10674548,10455006,10267034,10265521,10669710","1030000.0,1070000.0,1160000.0,1160000.0,1030000.0","RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001,RFA-TR-20-001"
7687462,f,w,"9768496,9384963,9385249,9383531,9698354","307500.0,312500.0,312500.0,312500.0,307500.0","RFA-ES-16-010,RFA-ES-16-010,RFA-ES-16-010,RFA-ES-16-010,RFA-ES-16-010"
9464396,m,w,"9656879,9193359,10588517,9476462,8544786","250000.0,250000.0,535000.0,937500.0,1012500.0","RFA-HD-16-023,RFA-HD-16-023,RFA-DA-22-047,RFA-OD-11-003,RFA-OD-11-003"
9350342,m,w,"8900958,8911263,9207637,8803611,8803122","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007,RFA-HS-14-007"
8748717,m,a,"9145778,8660748,8831303,8725754,8726499","163750.0,168750.0,166250.0,166250.0,166250.0","RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002,RFA-NS-12-002"
9916276,f,w,"8720662,8572720,9203123,9778776,9980299","66500.0,67500.0,229250.0,215250.0,215250.0","RFA-AG-13-005,RFA-AG-13-005,RFA-AG-16-020,RFA-AG-16-020,RFA-AG-16-020"
9321515,f,b,"9657400,10038590,9658384,9783884,9768549","437500.0,430500.0,437500.0,430500.0,430500.0","RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004,RFA-MD-18-004"
10615675,m,w,"8606033,9113017,8606066,8791686,8791901","266000.0,250000.0,266000.0,266000.0,266000.0","RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009,RFA-ES-12-009"
7660318,f,w,"8668569,8904327,9143363,8670377,9131455","675000.0,665000.0,665000.0,675000.0,665000.0","RFA-FD-13-030,RFA-FD-13-030,RFA-FD-13-030,RFA-FD-13-030,RFA-FD-13-030"
9732555,f,w,"9119516,8935787,8831966,8832139,8831085","327500.0,332500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
8033712,m,w,"8853001,8852809,8852336,8853116,8851806","532000.0,532000.0,532000.0,532000.0,532000.0","RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501,RFA-DK-14-501"
