APPLICATION_ID,PI_GENDER,PI_RACE,APP_RECS_spanbert_r_wi,APPVAL_RECS_spanbert_r_wi,FOA_RECS_spanbert_r_wi
8520046,m,w,"8520046,8143326,8520045,8541654,8520043","202500.0,210000.0,202500.0,202500.0,202500.0","RFA-HD-08-007,RFA-HD-08-007,RFA-HD-08-007,RFA-HD-08-007,RFA-HD-08-007"
9332366,f,w,"9334833,9733435,9529840,9335335,9333366","281250.0,281250.0,281250.0,281250.0,281250.0","RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012,RFA-DK-13-012"
8920545,m,w,"8627986,9325497,8920547,8920543,9132249","337500.0,312500.0,332500.0,332500.0,327500.0","RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003,RFA-DK-13-003"
10013563,m,w,"7835873,7847042,7613500,7632283,7619549","468000.0,474500.0,474500.0,474500.0,474500.0","RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005"
7778742,m,w,"7671310,7658237,7624252,7643343,8210135","511000.0,511000.0,511000.0,511000.0,504000.0","RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010,RFA-RM-06-010"
8849042,m,w,"9738587,9732984,9896747,9897520,9899185","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
8879187,f,b,"8377254,8885344,8693006,8379824,8318831","342500.0,332500.0,332500.0,342500.0,342500.0","RFA-HL-10-003,RFA-HL-10-003,RFA-HL-10-003,RFA-HL-10-003,RFA-HL-10-003"
9612492,m,w,"10631222,10629356,10602396,10590650,10372687","515000.0,515000.0,515000.0,515000.0,580000.0","RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001,RFA-AA-21-001"
7903428,f,w,"7903427,8132421,8119429,7915188,8132417","1781200.0,1708000.0,1756800.0,1756800.0,1756800.0","RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002,RFA-GM-07-002"
8920695,m,h,"8538779,8544801,8519380,8536748,8540141","2025000.0,2025000.0,2025000.0,2025000.0,2025000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
10245896,m,a,"10496255,10498483,10644378,10499289,9789390","214000.0,214000.0,206000.0,214000.0,615000.0","RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-HG-21-002,RFA-RM-18-016"
7573426,m,w,"9893855,10132288,9475207,9453669,9430398","615000.0,580000.0,625000.0,625000.0,625000.0","RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002,RFA-DC-17-002"
7656696,m,h,"10630618,10701083,8116078,8322733,8300202","133750.0,128750.0,700000.0,685000.0,685000.0","RFA-LM-22-001,RFA-LM-22-001,RFA-LM-08-001,RFA-LM-08-001,RFA-LM-08-001"
8376563,m,w,"10249327,10128522,9987210,9985371,9568054","464000.0,464000.0,492000.0,492000.0,500000.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-17-007"
9100656,m,h,"8726099,9119749,9333165,9283314,9233897","2327500.0,2292500.0,2187500.0,2187500.0,2187500.0","RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016,RFA-AI-13-016"
9067860,m,w,"9335075,8325002,8547029,9335110,8152489","2992500.0,3082500.0000000005,3037500.0,2947500.0,3150000.0","RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016,RFA-CA-10-016"
10439933,f,w,"10359798,10359777,9882916,9889673,9935872","214000.0,214000.0,246000.0,246000.0,246000.0","RFA-CA-19-019,RFA-CA-19-019,RFA-CA-19-019,RFA-CA-19-019,RFA-CA-19-019"
9893850,f,w,"10318876,10318757,10491098,10491243,10541061","580000.0,580000.0,535000.0,535000.0,535000.0","RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046,RFA-CA-20-046"
9852507,f,w,"9654469,9783891,10141077,10180770,9901363","562500.0,553500.0,522000.0,553500.0,553500.0","RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002,RFA-MD-18-002"
7750586,m,w,"7782768,8037780,8225294,8247800,8233357","576000.0,560000.0,548000.0,548000.0,548000.0","RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014,RFA-AI-07-014"
9752514,m,w,"9560791,9386541,9385114,9385118,9385115","937500.0,937500.0,937500.0,937500.0,937500.0","RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031,RFA-DK-16-031"
9547256,m,w,"8709804,8516962,8382163,8382168,8516964","931000.0,945000.0,959000.0,959000.0,945000.0","RFA-AI-10-019,RFA-AI-10-019,RFA-AI-10-019,RFA-AI-10-019,RFA-AI-10-019"
10691911,m,w,"9993494,9413675,9413177,9413620,9413676","615000.0,625000.0,625000.0,625000.0,625000.0","RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002,RFA-AR-17-002"
9989552,m,w,"9094959,9095812,9094921,9231410,8890125","733600.0,733600.0,733600.0,1062500.0,1130500.0","RFA-CA-15-501,RFA-CA-15-501,RFA-CA-15-501,RFA-CA-13-006,RFA-CA-13-006"
8365163,m,w,"7961511,8173769,8250052,8250054,8319724","3406666.18,3359999.52,3266666.2,3266666.2,3266666.2","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
7905197,m,w,"7694326,8337256,7694311,8134299,7932231","1752000.0,1644000.0000000002,1752000.0,1728000.0,1752000.0","RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007,RFA-GM-08-007"
9533996,f,w,"10205969,9733120,9730350,9730351,9730352","1160000.0,1230000.0,1230000.0,1230000.0,1230000.0","RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028,RFA-AI-16-028"
8056801,f,w,"10473543,10200508,10263265,10601136,9728265","428000.0,464000.0,464000.0,77250.0,92250.0","RFA-FD-20-032,RFA-FD-20-032,RFA-FD-20-032,RFA-AI-18-004,RFA-AI-18-004"
9475082,f,w,"10190844,9362107,10227768,10204929,9362806","869999.9999999999,937500.0,869999.9999999999,869999.9999999999,937500.0","RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014,RFA-CA-16-014"
7797602,f,b,"9188028,8775694,8934134,8776331,8774929","312500.0,332500.0,332500.0,332500.0,332500.0","RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002,RFA-MD-13-002"
8691551,m,w,"9496938,9753568,10229378,10009332,10468020","1250000.0,1230000.0,1160000.0,1230000.0,1070000.0","RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019,RFA-RM-16-019"
7658237,m,w,"8517895,8711423,8413975,8913107,8414034","1027500.0,997500.0,1027500.0,997500.0,1027500.0","RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015,RFA-RM-11-015"
8375469,f,w,"8850796,9094594,8466282,8466923,8467676","399000.0,393000.0,405000.0,405000.0,405000.0","RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024,RFA-AI-11-024"
9900325,f,h,"7835873,7899477,7619550,7623169,7619549","468000.0,474500.0,474500.0,474500.0,474500.0","RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005,RFA-DA-07-005"
8659423,m,w,"10353539,10700831,10704007,10704013,10704017","1872500.0,1802500.0,1802500.0,1802500.0,1802500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
9978601,m,w,"9683772,10176330,9684242,9681835,9683076","437500.0,406000.0,437500.0,437500.0,437500.0","RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030"
8399839,m,w,"9325500,8708847,8708071,9122422,9123616","68750.0,73150.0,73150.0,72050.0,72050.0","RFA-DK-12-013,RFA-DK-12-013,RFA-DK-12-013,RFA-DK-12-013,RFA-DK-12-013"
9565766,m,w,"8831658,8464112,9552339,8279595,8279707","1463000.0,1485000.0,1375000.0,1507000.0000000002,1507000.0000000002","RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001,RFA-ES-11-001"
9317706,f,w,"9675154,10686295,10656190,9675155,9675157","184500.0,154500.0,154500.0,184500.0,184500.0","RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040,RFA-AI-17-040"
9514768,f,w,"9273325,9088258,9273324,9279020,9069692","1000000.0,1048000.0,1000000.0,1000000.0,1048000.0","RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003,RFA-AG-15-003"
9550778,m,b,"10358068,10894477,10893673,10569646,10543559","266430.0,256470.0,256470.0,256470.0,256470.0","RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056,RFA-CA-20-056"
8066691,m,h,"7643794,7682983,7931241,7936245,7676891","292000.0,292000.0,292000.0,2160000.0,2190000.0","RFA-MH-08-060,RFA-MH-08-060,RFA-MH-08-060,RFA-MH-06-007,RFA-MH-06-007"
9414391,m,w,"9897091,9826629,9896487,9985200,10016163","246000.0,246000.0,246000.0,246000.0,246000.0","RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511,RFA-MH-19-511"
9608711,m,w,"7683904,7673388,7799677,7599713,7656865","730000.0,730000.0,720000.0,730000.0,730000.0","RFA-DA-05-007,RFA-DA-05-007,RFA-DA-05-007,RFA-DA-05-007,RFA-DA-05-007"
10404437,m,w,"9987210,9985371,10249327,10128522,9705957","492000.0,492000.0,464000.0,464000.0,312500.0","RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-TR-19-020,RFA-FD-18-017"
9522003,m,w,"10837481,10837461,7848683,7996282,9086004","412000.0,412000.0,292000.0,288000.0,1330000.0","RFA-FD-23-028,RFA-FD-23-028,RFA-EY-07-001,RFA-EY-07-001,RFA-NS-15-009"
9263859,f,w,"9737153,9914197,9735601,9899185,9902303","123000.0,123000.0,123000.0,123000.0,123000.0","RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002,RFA-AG-19-002"
10525192,f,w,"7897686,7691805,8309338,7693834,8314113","576000.0,584000.0,548000.0,584000.0,548000.0","RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019,RFA-CA-08-019"
8790574,m,h,"7851763,7824668,7880186,7879382,7881683","803000.0,803000.0,792000.0,792000.0,792000.0","RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008,RFA-HL-07-008"
9644048,f,a,"9260968,9266776,9135690,9435122,9429306","665000.0,655000.0,665000.0,625000.0,625000.0","RFA-DK-14-023,RFA-DK-14-023,RFA-DK-14-023,RFA-DK-16-014,RFA-DK-16-014"
8461242,f,w,"8516143,8516137,8697174,8415381,8415736","337500.0,337500.0,337500.0,342500.0,342500.0","RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001"
9085450,m,w,"10744965,8538524,8526592,9093849,9104205","1339000.0,270000.0,270000.0,262000.0,262000.0","RFA-NS-22-030,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008,RFA-NS-11-008"
7941872,m,w,"10709378,10709379,9483217,9482979,9482608","154500.0,154500.0,406250.0,406250.0,406250.0","RFA-CA-22-009,RFA-CA-22-009,RFA-CA-17-023,RFA-CA-17-023,RFA-CA-17-023"
8894056,m,w,"10518318,10693360,10296340,10631108,10473735","1177000.0,1133000.0,812000.0,721000.0,749000.0","RFA-HG-21-029,RFA-HG-21-029,RFA-HG-20-043,RFA-HG-20-043,RFA-HG-20-043"
9052094,f,w,"10669873,10671993,10302137,10301870,10301346","1070000.0,1070000.0,1160000.0,1160000.0,1160000.0","RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025,RFA-AG-21-025"
9985190,m,b,"9978951,9733337,9564207,9555927,9710508","307500.0,307500.0,312500.0,312500.0,312500.0","RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015,RFA-RM-16-015"
9352740,m,w,"9683772,10176330,9684242,9681835,9683076","437500.0,406000.0,437500.0,437500.0,437500.0","RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030,RFA-AG-18-030"
8690906,m,w,"8832139,9042917,8934125,8935787,8934113","332500.0,327500.0,332500.0,332500.0,332500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
9557571,f,w,"9737729,9697669,9492367,9495601,9550853","861000.0,861000.0,875000.0,875000.0,875000.0","RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009,RFA-HD-15-009"
8377944,m,w,"7912418,7582243,7796669,7869255,7917330","365000.0,365000.0,360000.0,360000.0,360000.0","RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001,RFA-NS-07-001"
7856355,f,w,"10487531,10330342,10492637,10690696,10700076","534998.93,579998.84,534998.93,514998.97,514998.97","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8284352,m,h,"10239672,10397668,10614438,10613505,10612362","869999.9999999999,802500.0,772500.0,772500.0,772500.0","RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030,RFA-NS-20-030"
7764313,f,w,"10703789,10703733,9728691,9982775,10588236","515000.0,515000.0,1845000.0,1845000.0,1545000.0","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10499403,m,w,"9044759,8509874,8840564,8840568,8840570","196500.0,202500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
8337273,m,w,"8240860,8337855,8517175,8337801,8240719","700000.0,685000.0,675000.0,685000.0,700000.0","RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003,RFA-HG-11-003"
8707989,f,w,"8332244,8336846,8189006,9131845,8537214","1027500.0,1027500.0,1050000.0,337500.0,337500.0","RFA-CA-10-013,RFA-CA-10-013,RFA-CA-10-013,RFA-GM-10-009,RFA-GM-10-009"
8231456,m,h,"7665210,8230654,8230633,8230631,8230634","905200.0,849400.0000000001,849400.0000000001,849400.0000000001,849400.0000000001","RFA-DK-08-504,RFA-DK-08-504,RFA-DK-08-504,RFA-DK-08-504,RFA-DK-08-504"
8642228,m,w,"10694924,10505765,10170329,10169402,10415879","256470.0,266430.0,348000.0,348000.0,321000.0","RFA-OD-20-009,RFA-OD-20-009,RFA-OD-19-019,RFA-OD-19-019,RFA-OD-19-019"
9096099,f,w,"10414011,9689208,9689647,9689645,9689747","1070000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004,RFA-OD-18-004"
9207637,f,w,"8733609,8022183,8033991,8008587,8026910","2025000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
8440888,m,w,"8378298,8051833,8051842,7817088,8051840","1370000.0,1440000.0,1440000.0,1440000.0,1440000.0","RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001,RFA-AG-09-001"
10065441,m,w,"10145058,10135131,10127682,10049485,10049092","232000.0,232000.0,232000.0,246000.0,246000.0","RFA-HD-20-020,RFA-HD-20-020,RFA-HD-20-020,RFA-HD-20-020,RFA-HD-20-020"
10622128,f,w,"8134127,8523178,8712343,8683071,8712342","1584000.0,1485000.0,1463000.0,1463000.0,1463000.0","RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041,RFA-AI-09-041"
9815293,f,w,"10441432,10469319,10228319,10228509,8874245","856000.0,856000.0,928000.0,928000.0,1330000.0","RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-20-037,RFA-HG-13-004"
10003455,m,w,"9051168,9150569,8516141,8415401,8414961","266000.0,262000.0,337500.0,342500.0,342500.0","RFA-RM-15-002,RFA-RM-15-002,RFA-RM-12-001,RFA-RM-12-001,RFA-RM-12-001"
10700012,m,a,"10724152,10727279,10725259,10721954,10711291","103000.0,103000.0,103000.0,103000.0,103000.0","RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030,RFA-TR-22-030"
9546849,m,w,"8634875,8121608,8489823,8330289,8268506","270000.0,560000.0,548000.0,548000.0,548000.0","RFA-MH-13-140,RFA-MH-09-100,RFA-MH-09-100,RFA-MH-09-100,RFA-MH-09-100"
10406901,f,w,"7755740,7755742,7936307,7928912,7928911","511000.0,511000.0,504000.0,504000.0,504000.0","RFA-HL-09-010,RFA-HL-09-010,RFA-HL-09-010,RFA-HL-09-010,RFA-HL-09-010"
8210201,m,w,"7666099,7678381,7662434,10746527,10746646","584000.0,584000.0,584000.0,154500.0,154500.0","RFA-DA-05-006,RFA-DA-05-006,RFA-DA-05-006,RFA-DA-23-037,RFA-DA-23-037"
10155547,m,w,"9087039,9088128,8551727,8472300,8472259","458500.0,458500.0,472500.00000000006,479500.00000000006,479500.00000000006","RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010,RFA-NR-12-010"
10380652,f,w,"7919244,7869229,8137945,8099721,7926024","360000.0,360000.0,350000.0,350000.0,365000.0","RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011,RFA-AA-07-011"
8328121,m,w,"10675512,10005504,10242130,10242132,10242880","1030000.0,1230000.0,1160000.0,1160000.0,1160000.0","RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020,RFA-TR-18-020"
9728688,f,w,"10626824,9969005,10403593,10427219,10427336","875500.0,1045500.0,909500.0,909500.0,909500.0","RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028,RFA-AI-19-028"
9762768,f,a,"10057082,10250457,10017866,10670236,10668370","615000.0,580000.0,615000.0,515000.0,515000.0","RFA-NS-20-005,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007,RFA-AG-19-007"
10366039,m,w,"9486440,10087862,10326785,10326787,10449341","937500.0,869999.9999999999,802500.0,802500.0,802500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
8525585,m,w,"8525585,8526075,8525940,8526102,8525682","675000.0,675000.0,675000.0,675000.0,675000.0","RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008,RFA-OD-12-008"
9149219,m,w,"8960795,9340220,9149258,9341303,9562352","931000.0,875000.0,917000.0,875000.0,875000.0","RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009,RFA-ES-14-009"
9546829,f,w,"8829321,8660719,8843054,8831722,8588708","332500.0,332500.0,332500.0,332500.0,342500.0","RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027,RFA-HL-12-027"
10578760,m,w,"9950980,10438220,9747678,9724344,9965720","922500.0,869999.9999999999,922500.0,922500.0,922500.0","RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047,RFA-AI-16-047"
7942235,m,w,"9403608,9403610,9403609,9551659,9551660","1250000.0,1250000.0,1250000.0,1250000.0,1250000.0","RFA-HD-17-017,RFA-HD-17-017,RFA-HD-17-017,RFA-HD-17-017,RFA-HD-17-017"
10707158,m,w,"8550841,8546253,9136685,9135545,9135541","337500.0,337500.0,327500.0,327500.0,327500.0","RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007,RFA-RM-11-007"
7919773,m,w,"8173952,7878914,7878899,7878905,7878910","3359999.52,3406666.18,3406666.18,3406666.18,3406666.18","RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002,RFA-RM-08-002"
8527695,f,w,"10703789,10703733,10595574,10103758,10694901","515000.0,515000.0,1545000.0,1739999.9999999998,1545000.0","RFA-AI-22-034,RFA-AI-22-034,RFA-AI-18-005,RFA-AI-18-005,RFA-AI-18-005"
10351931,f,w,"10704006,10352971,10352969,10352968,10352967","1802500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
8119685,m,a,"8308465,7938709,7936895,8119685,8118867","719250.0,756000.0,756000.0,735000.0,735000.0","RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006,RFA-HL-09-006"
8492194,m,w,"8651958,8651959,8837075,8835161,8272075","1330000.0,1330000.0,1330000.0,1330000.0,1370000.0","RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003,RFA-RR-11-003"
8666752,m,w,"7666015,8006440,7917421,7666009,7665638","292000.0,280000.0,288000.0,292000.0,288000.0","RFA-ES-08-001,RFA-ES-08-001,RFA-ES-08-001,RFA-ES-08-001,RFA-ES-08-001"
7714604,m,w,"7913961,7879821,7668070,7928701,7848914","292000.0,292000.0,292000.0,292000.0,288000.0","RFA-HG-06-021,RFA-HG-06-021,RFA-HG-06-021,RFA-HG-07-021,RFA-HG-07-021"
9854274,m,a,"10626134,9854277,10576966,10334476,10358484","206000.0,246000.0,206000.0,214000.0,214000.0","RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012,RFA-OD-19-012"
7637402,f,w,"7637402,7809636,7848280,7776951,7898939","730000.0,720000.0,720000.0,720000.0,720000.0","RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004,RFA-DE-07-004"
9193285,m,w,"8663013,8803822,8804967,9247855,9234073","465500.0,465500.0,465500.0,437500.0,437500.0","RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009,RFA-NS-13-009"
8543632,f,w,"9123591,8831085,9135441,9102748,9042917","327500.0,332500.0,327500.0,327500.0,327500.0","RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020,RFA-RM-13-020"
9699505,m,w,"10326785,9640405,10326787,10449341,10451579","802500.0,922500.0,802500.0,802500.0,802500.0","RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081,RFA-AI-16-081"
10160883,f,w,"8636429,8902126,8310511,8310454,8310456","1662500.0,1662500.0,1712500.0000000002,1712500.0000000002,1712500.0000000002","RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002,RFA-DK-11-002"
8851574,m,w,"8657031,8589629,8840564,8840568,8840570","199500.0,202500.0,199500.0,199500.0,199500.0","RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004,RFA-DK-12-004"
9717295,m,w,"9313725,9037332,9037282,9036886,9310142","250000.0,266000.0,266000.0,266000.0,250000.0","RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215,RFA-MH-15-215"
8538309,m,a,"9330894,9529679,9307934,9249624,9303419","625000.0,625000.0,625000.0,625000.0,625000.0","RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013,RFA-HG-13-013"
8663557,m,h,"10330342,10330219,10700076,10690696,10492637","579998.84,579998.84,514998.97,514998.97,534998.93","RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054,RFA-CA-20-054"
8659452,m,w,"10698011,10353532,10349968,10349967,10349761","1802500.0,1872500.0,1872500.0,1872500.0,1872500.0","RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014,RFA-ES-20-014"
8499148,f,w,"8608481,8496399,8607041,8792365,8790424","997500.0,1012500.0,997500.0,997500.0,997500.0","RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014,RFA-AI-12-014"
10201577,m,a,"10200023,10478886,10018849,10019511,10019514","928000.0,856000.0,984000.0,984000.0,984000.0","RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501,RFA-DK-18-501"
10090965,f,h,"10265515,10417248,10417250,10432077,10436348","290000.0,267500.0,267500.0,267500.0,267500.0","RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036,RFA-AG-20-036"
9350668,f,a,"7935567,7692305,7935572,7692302,7692303","511000.0,511000.0,365000.0,365000.0,365000.0","RFA-RM-07-016,RFA-RM-07-016,RFA-RM-07-015,RFA-RM-07-015,RFA-RM-07-015"
9109284,m,w,"9768172,9769950,9540712,9540704,9540700","922500.0,937500.0,937500.0,937500.0,937500.0","RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021,RFA-FD-15-021"
10242081,m,w,"10020440,10656438,10213595,10245103,9860881","615000.0,515000.0,580000.0,580000.0,615000.0","RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120,RFA-MH-19-120"
7942791,m,w,"10688981,10688715,9050643,8725328,9251256","284038.98,284038.98,1113500.0,1130500.0,1062500.0","RFA-CA-22-017,RFA-CA-22-017,RFA-CA-13-006,RFA-CA-13-006,RFA-CA-13-006"
9969469,m,h,"9313495,9696381,9482420,9353805,9150571","250000.0,246000.0,250000.0,187500.0,196500.0","RFA-HG-16-016,RFA-HG-16-016,RFA-HG-16-016,RFA-HG-14-008,RFA-HG-14-008"
7626596,m,w,"9063316,9752560,9322199,9321960,9322204","53200.0,49200.0,50000.0,50000.0,50000.0","RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007,RFA-HG-14-007"
10134824,f,w,"8724410,8022183,8033991,8008587,8026910","1995000.0,2160000.0,2160000.0,2160000.0,2160000.0","RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032,RFA-CA-09-032"
9813755,m,a,"9477618,9054854,9477580,9722217,9489331","375000.0,393000.0,375000.0,369000.0,375000.0","RFA-DK-14-003,RFA-DK-14-003,RFA-DK-14-003,RFA-DK-14-003,RFA-DK-14-003"
7924597,m,w,"9544767,8919188,9544766,9544769,9544768","9375000.0,9975000.0,9375000.0,9375000.0,9375000.0","RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001,RFA-AA-14-001"
7937028,m,w,"9107924,8935952,8827925,8828404,8826908","393000.0,399000.0,399000.0,399000.0,399000.0","RFA-MH-14-217,RFA-MH-14-217,RFA-MH-14-217,RFA-MH-14-217,RFA-MH-14-217"
10221177,f,w,"10636807,10438910,10256798,10221177,10213963","360500.0,374500.0,406000.0,430500.0,430500.0","RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001,RFA-NR-20-001"
9998690,f,w,"9315618,9194546,8477225,8257921,8122064","1250000.0,1310000.0,1350000.0,1370000.0,1400000.0","RFA-HD-16-007,RFA-HD-16-007,RFA-HD-10-019,RFA-HD-10-019,RFA-HD-10-019"
